frequency_THz_declared,omega_J_legacy,phdos_returned_in_legacy_states_per_THz
1.050500000000000078e+01,6.960686692574999918e-21,0.000000000000000000e+00
1.050999999999999979e+01,6.963999727649998881e-21,0.000000000000000000e+00
1.051500000000000057e+01,6.967312762724999349e-21,0.000000000000000000e+00
1.051999999999999957e+01,6.970625797799999817e-21,0.000000000000000000e+00
1.052500000000000036e+01,6.973938832875000284e-21,0.000000000000000000e+00
1.052999999999999936e+01,6.977251867949999247e-21,0.000000000000000000e+00
1.053500000000000014e+01,6.980564903024999715e-21,0.000000000000000000e+00
1.054000000000000092e+01,6.983877938100000182e-21,0.000000000000000000e+00
1.054499999999999993e+01,6.987190973174999145e-21,0.000000000000000000e+00
1.055000000000000071e+01,6.990504008249999613e-21,0.000000000000000000e+00
1.055499999999999972e+01,6.993817043324998576e-21,0.000000000000000000e+00
1.056000000000000050e+01,6.997130078400000548e-21,0.000000000000000000e+00
1.056499999999999950e+01,7.000443113474999511e-21,0.000000000000000000e+00
1.057000000000000028e+01,7.003756148549999979e-21,0.000000000000000000e+00
1.057500000000000107e+01,7.007069183625000446e-21,0.000000000000000000e+00
1.058000000000000007e+01,7.010382218699999409e-21,0.000000000000000000e+00
1.058500000000000085e+01,7.013695253774999877e-21,0.000000000000000000e+00
1.058999999999999986e+01,7.017008288849998840e-21,0.000000000000000000e+00
1.059500000000000064e+01,7.020321323924999308e-21,0.000000000000000000e+00
1.059999999999999964e+01,7.023634358999999775e-21,0.000000000000000000e+00
1.060500000000000043e+01,7.026947394075000243e-21,0.000000000000000000e+00
1.060999999999999943e+01,7.030260429149999206e-21,0.000000000000000000e+00
1.061500000000000021e+01,7.033573464224999673e-21,0.000000000000000000e+00
1.062000000000000099e+01,7.036886499300000141e-21,0.000000000000000000e+00
1.062500000000000000e+01,7.040199534374999104e-21,0.000000000000000000e+00
1.063000000000000078e+01,7.043512569449999572e-21,0.000000000000000000e+00
1.063499999999999979e+01,7.046825604525000039e-21,0.000000000000000000e+00
1.064000000000000057e+01,7.050138639600000507e-21,0.000000000000000000e+00
1.064499999999999957e+01,7.053451674674999470e-21,0.000000000000000000e+00
1.065000000000000036e+01,7.056764709749999937e-21,0.000000000000000000e+00
1.065499999999999936e+01,7.060077744824998900e-21,0.000000000000000000e+00
1.066000000000000014e+01,7.063390779899999368e-21,0.000000000000000000e+00
1.066500000000000092e+01,7.066703814974999836e-21,0.000000000000000000e+00
1.066999999999999993e+01,7.070016850049998799e-21,0.000000000000000000e+00
1.067500000000000071e+01,7.073329885124999266e-21,0.000000000000000000e+00
1.067999999999999972e+01,7.076642920199999734e-21,0.000000000000000000e+00
1.068500000000000050e+01,7.079955955275000201e-21,0.000000000000000000e+00
1.068999999999999950e+01,7.083268990349999164e-21,0.000000000000000000e+00
1.069500000000000028e+01,7.086582025424999632e-21,0.000000000000000000e+00
1.070000000000000107e+01,7.089895060500000100e-21,0.000000000000000000e+00
1.070500000000000007e+01,7.093208095574999062e-21,0.000000000000000000e+00
1.071000000000000085e+01,7.096521130649999530e-21,0.000000000000000000e+00
1.071499999999999986e+01,7.099834165724999998e-21,0.000000000000000000e+00
1.072000000000000064e+01,7.103147200800000465e-21,0.000000000000000000e+00
1.072499999999999964e+01,7.106460235874999428e-21,0.000000000000000000e+00
1.073000000000000043e+01,7.109773270949999896e-21,0.000000000000000000e+00
1.073499999999999943e+01,7.113086306024998859e-21,0.000000000000000000e+00
1.074000000000000021e+01,7.116399341099999326e-21,0.000000000000000000e+00
1.074500000000000099e+01,7.119712376174999794e-21,0.000000000000000000e+00
1.075000000000000000e+01,7.123025411249998757e-21,0.000000000000000000e+00
1.075500000000000078e+01,7.126338446325000729e-21,0.000000000000000000e+00
1.075999999999999979e+01,7.129651481399999692e-21,0.000000000000000000e+00
1.076500000000000057e+01,7.132964516475000160e-21,0.000000000000000000e+00
1.076999999999999957e+01,7.136277551549999123e-21,0.000000000000000000e+00
1.077500000000000036e+01,7.139590586624999590e-21,0.000000000000000000e+00
1.077999999999999936e+01,7.142903621699998553e-21,0.000000000000000000e+00
1.078500000000000014e+01,7.146216656774999021e-21,0.000000000000000000e+00
1.079000000000000092e+01,7.149529691849999489e-21,0.000000000000000000e+00
1.079499999999999993e+01,7.152842726924999956e-21,0.000000000000000000e+00
1.080000000000000071e+01,7.156155762000000424e-21,0.000000000000000000e+00
1.080499999999999972e+01,7.159468797074999387e-21,0.000000000000000000e+00
1.081000000000000050e+01,7.162781832149999854e-21,0.000000000000000000e+00
1.081499999999999950e+01,7.166094867224998817e-21,0.000000000000000000e+00
1.082000000000000028e+01,7.169407902299999285e-21,0.000000000000000000e+00
1.082500000000000107e+01,7.172720937374999753e-21,0.000000000000000000e+00
1.083000000000000007e+01,7.176033972450000220e-21,0.000000000000000000e+00
1.083500000000000085e+01,7.179347007525000688e-21,0.000000000000000000e+00
1.083999999999999986e+01,7.182660042599999651e-21,0.000000000000000000e+00
1.084500000000000064e+01,7.185973077675000118e-21,0.000000000000000000e+00
1.084999999999999964e+01,7.189286112749999081e-21,0.000000000000000000e+00
1.085500000000000043e+01,7.192599147824999549e-21,0.000000000000000000e+00
1.085999999999999943e+01,7.195912182899998512e-21,0.000000000000000000e+00
1.086500000000000021e+01,7.199225217974998980e-21,0.000000000000000000e+00
1.087000000000000099e+01,7.202538253049999447e-21,0.000000000000000000e+00
1.087500000000000000e+01,7.205851288124999915e-21,0.000000000000000000e+00
1.088000000000000078e+01,7.209164323200000382e-21,0.000000000000000000e+00
1.088499999999999979e+01,7.212477358274999345e-21,0.000000000000000000e+00
1.089000000000000057e+01,7.215790393349999813e-21,0.000000000000000000e+00
1.089499999999999957e+01,7.219103428424998776e-21,0.000000000000000000e+00
1.090000000000000036e+01,7.222416463499999244e-21,0.000000000000000000e+00
1.090499999999999936e+01,7.225729498574999711e-21,0.000000000000000000e+00
1.091000000000000014e+01,7.229042533650000179e-21,0.000000000000000000e+00
1.091500000000000092e+01,7.232355568725000646e-21,0.000000000000000000e+00
1.091999999999999993e+01,7.235668603799999609e-21,0.000000000000000000e+00
1.092500000000000071e+01,7.238981638875000077e-21,0.000000000000000000e+00
1.092999999999999972e+01,7.242294673949999040e-21,0.000000000000000000e+00
1.093500000000000050e+01,7.245607709024999508e-21,0.000000000000000000e+00
1.093999999999999950e+01,7.248920744099998471e-21,0.000000000000000000e+00
1.094500000000000028e+01,7.252233779174998938e-21,0.000000000000000000e+00
1.095000000000000107e+01,7.255546814250000910e-21,0.000000000000000000e+00
1.095500000000000007e+01,7.258859849324999873e-21,0.000000000000000000e+00
1.096000000000000085e+01,7.262172884400000341e-21,0.000000000000000000e+00
1.096499999999999986e+01,7.265485919474999304e-21,0.000000000000000000e+00
1.097000000000000064e+01,7.268798954549999772e-21,0.000000000000000000e+00
1.097499999999999964e+01,7.272111989624998735e-21,0.000000000000000000e+00
1.098000000000000043e+01,7.275425024699999202e-21,0.000000000000000000e+00
1.098499999999999943e+01,7.278738059774999670e-21,0.000000000000000000e+00
1.099000000000000021e+01,7.282051094850000137e-21,0.000000000000000000e+00
1.099500000000000099e+01,7.285364129925000605e-21,0.000000000000000000e+00
1.100000000000000000e+01,7.288677164999999568e-21,0.000000000000000000e+00
1.100500000000000078e+01,7.291990200075000036e-21,0.000000000000000000e+00
1.100999999999999979e+01,7.295303235149998999e-21,0.000000000000000000e+00
1.101500000000000057e+01,7.298616270224999466e-21,0.000000000000000000e+00
1.101999999999999957e+01,7.301929305299999934e-21,0.000000000000000000e+00
1.102500000000000036e+01,7.305242340375000401e-21,0.000000000000000000e+00
1.102999999999999936e+01,7.308555375449999364e-21,0.000000000000000000e+00
1.103500000000000014e+01,7.311868410524999832e-21,0.000000000000000000e+00
1.104000000000000092e+01,7.315181445600000300e-21,0.000000000000000000e+00
1.104499999999999993e+01,7.318494480674999263e-21,0.000000000000000000e+00
1.105000000000000071e+01,7.321807515749999730e-21,0.000000000000000000e+00
1.105499999999999972e+01,7.325120550824998693e-21,0.000000000000000000e+00
1.106000000000000050e+01,7.328433585899999161e-21,0.000000000000000000e+00
1.106499999999999950e+01,7.331746620974999628e-21,0.000000000000000000e+00
1.107000000000000028e+01,7.335059656050000096e-21,0.000000000000000000e+00
1.107500000000000107e+01,7.338372691125000564e-21,0.000000000000000000e+00
1.108000000000000007e+01,7.341685726199999527e-21,0.000000000000000000e+00
1.108500000000000085e+01,7.344998761274999994e-21,0.000000000000000000e+00
1.108999999999999986e+01,7.348311796349998957e-21,0.000000000000000000e+00
1.109500000000000064e+01,7.351624831424999425e-21,0.000000000000000000e+00
1.109999999999999964e+01,7.354937866499999892e-21,0.000000000000000000e+00
1.110500000000000043e+01,7.358250901575000360e-21,0.000000000000000000e+00
1.110999999999999943e+01,7.361563936649999323e-21,0.000000000000000000e+00
1.111500000000000021e+01,7.364876971724999791e-21,0.000000000000000000e+00
1.112000000000000099e+01,7.368190006800000258e-21,0.000000000000000000e+00
1.112500000000000000e+01,7.371503041874999221e-21,0.000000000000000000e+00
1.113000000000000078e+01,7.374816076949999689e-21,0.000000000000000000e+00
1.113499999999999979e+01,7.378129112024998652e-21,0.000000000000000000e+00
1.114000000000000057e+01,7.381442147099999119e-21,0.000000000000000000e+00
1.114499999999999957e+01,7.384755182174999587e-21,0.000000000000000000e+00
1.115000000000000036e+01,7.388068217250000054e-21,0.000000000000000000e+00
1.115499999999999936e+01,7.391381252324999017e-21,0.000000000000000000e+00
1.116000000000000014e+01,7.394694287399999485e-21,0.000000000000000000e+00
1.116500000000000092e+01,7.398007322474999953e-21,0.000000000000000000e+00
1.116999999999999993e+01,7.401320357549998916e-21,0.000000000000000000e+00
1.117500000000000071e+01,7.404633392624999383e-21,0.000000000000000000e+00
1.117999999999999972e+01,7.407946427699999851e-21,0.000000000000000000e+00
1.118500000000000050e+01,7.411259462775000318e-21,0.000000000000000000e+00
1.118999999999999950e+01,7.414572497849999281e-21,0.000000000000000000e+00
1.119500000000000028e+01,7.417885532924999749e-21,0.000000000000000000e+00
1.120000000000000107e+01,7.421198568000000217e-21,0.000000000000000000e+00
1.120500000000000007e+01,7.424511603074999180e-21,0.000000000000000000e+00
1.121000000000000085e+01,7.427824638149999647e-21,0.000000000000000000e+00
1.121499999999999986e+01,7.431137673225000115e-21,0.000000000000000000e+00
1.122000000000000064e+01,7.434450708300000582e-21,0.000000000000000000e+00
1.122499999999999964e+01,7.437763743374999545e-21,0.000000000000000000e+00
1.123000000000000043e+01,7.441076778450000013e-21,0.000000000000000000e+00
1.123499999999999943e+01,7.444389813524998976e-21,0.000000000000000000e+00
1.124000000000000021e+01,7.447702848599999444e-21,0.000000000000000000e+00
1.124500000000000099e+01,7.451015883674999911e-21,0.000000000000000000e+00
1.125000000000000000e+01,7.454328918749998874e-21,0.000000000000000000e+00
1.125500000000000078e+01,7.457641953824999342e-21,0.000000000000000000e+00
1.125999999999999979e+01,7.460954988899999809e-21,0.000000000000000000e+00
1.126500000000000057e+01,7.464268023975000277e-21,0.000000000000000000e+00
1.126999999999999957e+01,7.467581059049999240e-21,0.000000000000000000e+00
1.127500000000000036e+01,7.470894094124999708e-21,0.000000000000000000e+00
1.127999999999999936e+01,7.474207129199998671e-21,0.000000000000000000e+00
1.128500000000000014e+01,7.477520164274999138e-21,0.000000000000000000e+00
1.129000000000000092e+01,7.480833199349999606e-21,0.000000000000000000e+00
1.129499999999999993e+01,7.484146234425000073e-21,0.000000000000000000e+00
1.130000000000000071e+01,7.487459269500000541e-21,0.000000000000000000e+00
1.130499999999999972e+01,7.490772304574999504e-21,0.000000000000000000e+00
1.131000000000000050e+01,7.494085339649999972e-21,0.000000000000000000e+00
1.131499999999999950e+01,7.497398374724998935e-21,0.000000000000000000e+00
1.132000000000000028e+01,7.500711409799999402e-21,0.000000000000000000e+00
1.132500000000000107e+01,7.504024444874999870e-21,0.000000000000000000e+00
1.133000000000000007e+01,7.507337479949998833e-21,0.000000000000000000e+00
1.133500000000000085e+01,7.510650515024999300e-21,0.000000000000000000e+00
1.133999999999999986e+01,7.513963550099999768e-21,0.000000000000000000e+00
1.134500000000000064e+01,7.517276585175000236e-21,0.000000000000000000e+00
1.134999999999999964e+01,7.520589620249999199e-21,0.000000000000000000e+00
1.135500000000000043e+01,7.523902655324999666e-21,0.000000000000000000e+00
1.135999999999999943e+01,7.527215690399998629e-21,0.000000000000000000e+00
1.136500000000000021e+01,7.530528725474999097e-21,0.000000000000000000e+00
1.137000000000000099e+01,7.533841760549999564e-21,0.000000000000000000e+00
1.137500000000000000e+01,7.537154795625000032e-21,0.000000000000000000e+00
1.138000000000000078e+01,7.540467830700000500e-21,0.000000000000000000e+00
1.138499999999999979e+01,7.543780865774999463e-21,0.000000000000000000e+00
1.139000000000000057e+01,7.547093900849999930e-21,0.000000000000000000e+00
1.139499999999999957e+01,7.550406935924998893e-21,0.000000000000000000e+00
1.140000000000000036e+01,7.553719970999999361e-21,0.000000000000000000e+00
1.140499999999999936e+01,7.557033006074998324e-21,0.000000000000000000e+00
1.141000000000000014e+01,7.560346041150000296e-21,0.000000000000000000e+00
1.141500000000000092e+01,7.563659076225000764e-21,0.000000000000000000e+00
1.141999999999999993e+01,7.566972111299999727e-21,0.000000000000000000e+00
1.142500000000000071e+01,7.570285146375000194e-21,0.000000000000000000e+00
1.142999999999999972e+01,7.573598181449999157e-21,0.000000000000000000e+00
1.143500000000000050e+01,7.576911216524999625e-21,0.000000000000000000e+00
1.143999999999999950e+01,7.580224251599998588e-21,0.000000000000000000e+00
1.144500000000000028e+01,7.583537286674999055e-21,0.000000000000000000e+00
1.145000000000000107e+01,7.586850321749999523e-21,0.000000000000000000e+00
1.145500000000000007e+01,7.590163356824999991e-21,0.000000000000000000e+00
1.146000000000000085e+01,7.593476391900000458e-21,0.000000000000000000e+00
1.146499999999999986e+01,7.596789426974999421e-21,0.000000000000000000e+00
1.147000000000000064e+01,7.600102462049999889e-21,0.000000000000000000e+00
1.147499999999999964e+01,7.603415497124998852e-21,0.000000000000000000e+00
1.148000000000000043e+01,7.606728532199999319e-21,0.000000000000000000e+00
1.148499999999999943e+01,7.610041567274999787e-21,0.000000000000000000e+00
1.149000000000000021e+01,7.613354602350000255e-21,0.000000000000000000e+00
1.149500000000000099e+01,7.616667637425000722e-21,0.000000000000000000e+00
1.150000000000000000e+01,7.619980672499999685e-21,0.000000000000000000e+00
1.150500000000000078e+01,7.623293707575000153e-21,0.000000000000000000e+00
1.150999999999999979e+01,7.626606742649999116e-21,0.000000000000000000e+00
1.151500000000000057e+01,7.629919777724999583e-21,0.000000000000000000e+00
1.151999999999999957e+01,7.633232812799998546e-21,0.000000000000000000e+00
1.152500000000000036e+01,7.636545847874999014e-21,0.000000000000000000e+00
1.152999999999999936e+01,7.639858882949999481e-21,0.000000000000000000e+00
1.153500000000000014e+01,7.643171918024999949e-21,0.000000000000000000e+00
1.154000000000000092e+01,7.646484953100000417e-21,0.000000000000000000e+00
1.154499999999999993e+01,7.649797988174999380e-21,0.000000000000000000e+00
1.155000000000000071e+01,7.653111023249999847e-21,0.000000000000000000e+00
1.155499999999999972e+01,7.656424058324998810e-21,0.000000000000000000e+00
1.156000000000000050e+01,7.659737093399999278e-21,0.000000000000000000e+00
1.156499999999999950e+01,7.663050128474999745e-21,0.000000000000000000e+00
1.157000000000000028e+01,7.666363163550000213e-21,0.000000000000000000e+00
1.157500000000000107e+01,7.669676198625000681e-21,0.000000000000000000e+00
1.158000000000000007e+01,7.672989233699999644e-21,0.000000000000000000e+00
1.158500000000000085e+01,7.676302268775000111e-21,0.000000000000000000e+00
1.158999999999999986e+01,7.679615303849999074e-21,0.000000000000000000e+00
1.159500000000000064e+01,7.682928338924999542e-21,0.000000000000000000e+00
1.159999999999999964e+01,7.686241373999998505e-21,0.000000000000000000e+00
1.160500000000000043e+01,7.689554409075000477e-21,0.000000000000000000e+00
1.160999999999999943e+01,7.692867444149999440e-21,0.000000000000000000e+00
1.161500000000000021e+01,7.696180479224999908e-21,0.000000000000000000e+00
1.162000000000000099e+01,7.699493514300000375e-21,0.000000000000000000e+00
1.162500000000000000e+01,7.702806549374999338e-21,0.000000000000000000e+00
1.163000000000000078e+01,7.706119584449999806e-21,0.000000000000000000e+00
1.163499999999999979e+01,7.709432619524998769e-21,0.000000000000000000e+00
1.164000000000000057e+01,7.712745654599999236e-21,0.000000000000000000e+00
1.164499999999999957e+01,7.716058689674999704e-21,0.000000000000000000e+00
1.165000000000000036e+01,7.719371724750000172e-21,0.000000000000000000e+00
1.165499999999999936e+01,7.722684759824999135e-21,0.000000000000000000e+00
1.166000000000000014e+01,7.725997794899999602e-21,0.000000000000000000e+00
1.166500000000000092e+01,7.729310829975000070e-21,0.000000000000000000e+00
1.166999999999999993e+01,7.732623865049999033e-21,0.000000000000000000e+00
1.167500000000000071e+01,7.735936900124999500e-21,0.000000000000000000e+00
1.167999999999999972e+01,7.739249935199999968e-21,0.000000000000000000e+00
1.168500000000000050e+01,7.742562970275000436e-21,0.000000000000000000e+00
1.168999999999999950e+01,7.745876005349999399e-21,0.000000000000000000e+00
1.169500000000000028e+01,7.749189040424999866e-21,0.000000000000000000e+00
1.170000000000000107e+01,7.752502075500000334e-21,0.000000000000000000e+00
1.170500000000000007e+01,7.755815110574999297e-21,0.000000000000000000e+00
1.171000000000000085e+01,7.759128145649999764e-21,0.000000000000000000e+00
1.171499999999999986e+01,7.762441180724998727e-21,0.000000000000000000e+00
1.172000000000000064e+01,7.765754215799999195e-21,0.000000000000000000e+00
1.172499999999999964e+01,7.769067250874999663e-21,0.000000000000000000e+00
1.173000000000000043e+01,7.772380285950000130e-21,0.000000000000000000e+00
1.173499999999999943e+01,7.775693321024999093e-21,0.000000000000000000e+00
1.174000000000000021e+01,7.779006356099999561e-21,0.000000000000000000e+00
1.174500000000000099e+01,7.782319391175000028e-21,0.000000000000000000e+00
1.175000000000000000e+01,7.785632426249998991e-21,0.000000000000000000e+00
1.175500000000000078e+01,7.788945461324999459e-21,0.000000000000000000e+00
1.175999999999999979e+01,7.792258496399999927e-21,0.000000000000000000e+00
1.176500000000000057e+01,7.795571531475000394e-21,0.000000000000000000e+00
1.176999999999999957e+01,7.798884566549999357e-21,0.000000000000000000e+00
1.177500000000000036e+01,7.802197601624999825e-21,0.000000000000000000e+00
1.177999999999999936e+01,7.805510636699998788e-21,0.000000000000000000e+00
1.178500000000000014e+01,7.808823671774999255e-21,0.000000000000000000e+00
1.179000000000000092e+01,7.812136706849999723e-21,0.000000000000000000e+00
1.179499999999999993e+01,7.815449741924998686e-21,0.000000000000000000e+00
1.180000000000000071e+01,7.818762777000000658e-21,0.000000000000000000e+00
1.180499999999999972e+01,7.822075812074999621e-21,0.000000000000000000e+00
1.181000000000000050e+01,7.825388847150000089e-21,0.000000000000000000e+00
1.181499999999999950e+01,7.828701882224999052e-21,0.000000000000000000e+00
1.182000000000000028e+01,7.832014917299999519e-21,0.000000000000000000e+00
1.182500000000000107e+01,7.835327952374999987e-21,0.000000000000000000e+00
1.183000000000000007e+01,7.838640987449998950e-21,0.000000000000000000e+00
1.183500000000000085e+01,7.841954022524999418e-21,0.000000000000000000e+00
1.183999999999999986e+01,7.845267057599999885e-21,0.000000000000000000e+00
1.184500000000000064e+01,7.848580092675000353e-21,0.000000000000000000e+00
1.184999999999999964e+01,7.851893127749999316e-21,0.000000000000000000e+00
1.185500000000000043e+01,7.855206162824999783e-21,0.000000000000000000e+00
1.185999999999999943e+01,7.858519197899998746e-21,1.510348847057681694e-05
1.186500000000000021e+01,7.861832232974999214e-21,9.125215312498160701e-05
1.187000000000000099e+01,7.865145268049999682e-21,2.343353250000198553e-04
1.187500000000000000e+01,7.868458303125000149e-21,4.440616312501301189e-04
1.188000000000000078e+01,7.871771338200000617e-21,7.153605764707430571e-04
1.188499999999999979e+01,7.875084373274999580e-21,9.740797941176584408e-04
1.189000000000000057e+01,7.878397408350000047e-21,1.135638875000003671e-03
1.189499999999999957e+01,7.881710443424999010e-21,1.202748000000000012e-03
1.190000000000000036e+01,7.885023478499999478e-21,1.174351941176472822e-03
1.190499999999999936e+01,7.888336513574998441e-21,1.139939809523803213e-03
1.191000000000000014e+01,7.891649548649998908e-21,1.238250624999987946e-03
1.191500000000000092e+01,7.894962583724999376e-21,1.343935190476180713e-03
1.191999999999999993e+01,7.898275618799999844e-21,1.457019749999986314e-03
1.192500000000000071e+01,7.901588653875000311e-21,1.576748383561683278e-03
1.192999999999999972e+01,7.904901688949999274e-21,1.704353294117663849e-03
1.193500000000000050e+01,7.908214724024999742e-21,1.837653076433158270e-03
1.193999999999999950e+01,7.911527759099998705e-21,1.980115749999970289e-03
1.194500000000000028e+01,7.914840794174999172e-21,2.129935499999964510e-03
1.195000000000000107e+01,7.918153829249999640e-21,2.282910000000030765e-03
1.195500000000000007e+01,7.921466864325000108e-21,2.422939588235317483e-03
1.196000000000000085e+01,7.924779899400000575e-21,2.543253000000065579e-03
1.196499999999999986e+01,7.928092934474999538e-21,2.645284812499982575e-03
1.197000000000000064e+01,7.931405969550000006e-21,2.793266000000018193e-03
1.197499999999999964e+01,7.934719004624998969e-21,2.948684624999954595e-03
1.198000000000000043e+01,7.938032039699999436e-21,3.176271941176491385e-03
1.198499999999999943e+01,7.941345074774998399e-21,3.429676647058742516e-03
1.199000000000000021e+01,7.944658109849998867e-21,3.675134062500007379e-03
1.199500000000000099e+01,7.947971144924999335e-21,3.894229999999999827e-03
1.200000000000000000e+01,7.951284179999999802e-21,4.072324882352936805e-03
1.200500000000000078e+01,7.954597215075000270e-21,4.209980166666707664e-03
1.200999999999999979e+01,7.957910250149999233e-21,4.306899749999995586e-03
1.201500000000000057e+01,7.961223285224999700e-21,4.375028145038190215e-03
1.201999999999999957e+01,7.964536320299998663e-21,4.451448999999979735e-03
1.202500000000000036e+01,7.967849355374999131e-21,4.545254966887412457e-03
1.203000000000000114e+01,7.971162390449999599e-21,4.657394294117628286e-03
1.203500000000000014e+01,7.974475425525000066e-21,4.785832625000040717e-03
1.204000000000000092e+01,7.977788460600000534e-21,4.933882062500041278e-03
1.204499999999999993e+01,7.981101495674999497e-21,5.099290500000039882e-03
1.205000000000000071e+01,7.984414530749999964e-21,5.268482941176466303e-03
1.205499999999999972e+01,7.987727565824998927e-21,5.441349411764657799e-03
1.206000000000000050e+01,7.991040600899999395e-21,5.618266235294099541e-03
1.206499999999999950e+01,7.994353635974998358e-21,5.710644499999971944e-03
1.207000000000000028e+01,7.997666671050000330e-21,5.800478750000051184e-03
1.207500000000000107e+01,8.000979706125000798e-21,5.888622562500047883e-03
1.208000000000000007e+01,8.004292741199999761e-21,5.973248529411771812e-03
1.208500000000000085e+01,8.007605776275000228e-21,6.071004823529417907e-03
1.208999999999999986e+01,8.010918811349999191e-21,6.232487375000005103e-03
1.209500000000000064e+01,8.014231846424999659e-21,6.409778999999999997e-03
1.209999999999999964e+01,8.017544881499998622e-21,6.586594117647053860e-03
1.210500000000000043e+01,8.020857916574999090e-21,6.763164799999993662e-03
1.210999999999999943e+01,8.024170951649999557e-21,6.936477874999989919e-03
1.211500000000000021e+01,8.027483986725000025e-21,7.112709367647125462e-03
1.212000000000000099e+01,8.030797021800000492e-21,7.290401000000065225e-03
1.212500000000000000e+01,8.034110056874999455e-21,7.477757448717984451e-03
1.213000000000000078e+01,8.037423091949999923e-21,7.678339882352999864e-03
1.213499999999999979e+01,8.040736127024998886e-21,7.891157999999960648e-03
1.214000000000000057e+01,8.044049162099999354e-21,8.121656624999952501e-03
1.214499999999999957e+01,8.047362197174999821e-21,8.367074500000059104e-03
1.215000000000000036e+01,8.050675232250000289e-21,8.668661823529480101e-03
1.215500000000000114e+01,8.053988267325000756e-21,8.974131470588423906e-03
1.216000000000000014e+01,8.057301302399999719e-21,9.288791176470637817e-03
1.216500000000000092e+01,8.060614337475000187e-21,9.614694000000048590e-03
1.216999999999999993e+01,8.063927372549999150e-21,9.981005249999895176e-03
1.217500000000000071e+01,8.067240407624999618e-21,1.044756312500003982e-02
1.217999999999999972e+01,8.070553442699998581e-21,1.092373823529397929e-02
1.218500000000000050e+01,8.073866477774999048e-21,1.142943882352943918e-02
1.218999999999999950e+01,8.077179512849999516e-21,1.206779375000002069e-02
1.219500000000000028e+01,8.080492547924999983e-21,1.384682999999999921e-02
1.220000000000000107e+01,8.083805583000000451e-21,1.729789705882463918e-02
1.220500000000000007e+01,8.087118618074999414e-21,1.966167461538461531e-02
1.221000000000000085e+01,8.090431653149999882e-21,2.167987625000081589e-02
1.221499999999999986e+01,8.093744688224998845e-21,2.365642085106358858e-02
1.222000000000000064e+01,8.097057723299999312e-21,2.550586749999979308e-02
1.222499999999999964e+01,8.100370758374999780e-21,2.731477714285706834e-02
1.223000000000000043e+01,8.103683793450000247e-21,2.913191352941225942e-02
1.223499999999999943e+01,8.106996828524999210e-21,3.084727999999969938e-02
1.224000000000000021e+01,8.110309863599999678e-21,3.266673437500043631e-02
1.224500000000000099e+01,8.113622898675000146e-21,3.433234000000037756e-02
1.225000000000000000e+01,8.116935933749999109e-21,3.595677812499958187e-02
1.225500000000000078e+01,8.120248968824999576e-21,3.752734352941204665e-02
1.225999999999999979e+01,8.123562003899998539e-21,3.910015352941131894e-02
1.226500000000000057e+01,8.126875038975000511e-21,4.065775687500092911e-02
1.226999999999999957e+01,8.130188074049999474e-21,4.216983750000017489e-02
1.227500000000000036e+01,8.133501109124999942e-21,4.367070125000013098e-02
1.228000000000000114e+01,8.136814144200000410e-21,4.509158235294128542e-02
1.228500000000000014e+01,8.140127179274999372e-21,4.631081764705886894e-02
1.229000000000000092e+01,8.143440214349999840e-21,4.632131874999997900e-02
1.229499999999999993e+01,8.146753249424998803e-21,4.608509999999999690e-02
1.230000000000000071e+01,8.150066284499999271e-21,4.651635941176466421e-02
1.230499999999999972e+01,8.153379319574999738e-21,4.729285740740738625e-02
1.231000000000000050e+01,8.156692354650000206e-21,4.803808000000028139e-02
1.231499999999999950e+01,8.160005389724999169e-21,4.885652041095884385e-02
1.232000000000000028e+01,8.163318424799999636e-21,4.974468500000026744e-02
1.232500000000000107e+01,8.166631459875000104e-21,5.057290289156655960e-02
1.233000000000000007e+01,8.169944494949999067e-21,5.149685294117632012e-02
1.233500000000000085e+01,8.173257530024999535e-21,5.255607374999980014e-02
1.233999999999999986e+01,8.176570565100000002e-21,5.411911000000047683e-02
1.234500000000000064e+01,8.179883600175000470e-21,5.582303000000036347e-02
1.234999999999999964e+01,8.183196635249999433e-21,5.728766500000029294e-02
1.235500000000000043e+01,8.186509670324999900e-21,5.894700529411811551e-02
1.235999999999999943e+01,8.189822705399998863e-21,6.171179470588163130e-02
1.236500000000000021e+01,8.193135740474999331e-21,6.300494375000008362e-02
1.237000000000000099e+01,8.196448775549999799e-21,6.380390500000017451e-02
1.237500000000000000e+01,8.199761810624998762e-21,6.534443875000012225e-02
1.238000000000000078e+01,8.203074845699999229e-21,6.577930882352943376e-02
1.238499999999999979e+01,8.206387880774999697e-21,6.598929941176470693e-02
1.239000000000000057e+01,8.209700915850000164e-21,6.619784500000000516e-02
1.239499999999999957e+01,8.213013950924999127e-21,6.639739999999999531e-02
1.240000000000000036e+01,8.216326985999999595e-21,6.681588117647058178e-02
1.240500000000000114e+01,8.219640021075000063e-21,6.716957428571436461e-02
1.241000000000000014e+01,8.222953056149999026e-21,6.733129000000000197e-02
1.241500000000000092e+01,8.226266091224999493e-21,6.741831099337747268e-02
1.241999999999999993e+01,8.229579126299999961e-21,6.743198749999999853e-02
1.242500000000000071e+01,8.232892161375000428e-21,6.749129058823531702e-02
1.242999999999999972e+01,8.236205196449999391e-21,6.757589411764707010e-02
1.243500000000000050e+01,8.239518231524999859e-21,6.829614250000012876e-02
