population,u_over_4N0gap2,Xqp_over_4N0gap,third_energy_moment,T_E,max_occupation
Paquete cerca del gap,0.024999999999999994,0.017511772684237592,0.03589964282924578,0.2844346293785688,0.10063413615347631
Paquete de alta energía,0.025,0.0006952632193314032,0.9029427455483168,0.2844346293785688,0.008141107344208684
Fermi–Dirac equivalente,0.024999999999999988,0.01885094347659953,0.03880419023617497,0.2844346293785688,0.02886750545906053
