t,d_energy,T_energy,u_order,u_exc,d_thermal,T_thermal,u_thermal,entropy,u_naive
10.416,0.8778365367333685,0.7573027925938008,0.013156435797075445,0.1983651267029246,0.8778365367330181,0.7573027925948161,0.21152156250067305,0.5238726930439908,0.012192000138601264
10.42,0.8778365367575298,0.7573027926123762,0.013156435792209877,0.19836512670779016,0.8778365367571794,0.7573027926133916,0.2115215625006731,0.5238726930439908,0.012192000137514477
10.424,0.8778365367815034,0.7573027926308072,0.013156435787382115,0.19836512671261794,0.877836536781153,0.7573027926318228,0.21152156250067314,0.5238726930439908,0.012192000136436213
10.428,0.8778365368052908,0.7573027926490952,0.013156435782591845,0.19836512671740816,0.8778365368049404,0.7573027926501107,0.21152156250067314,0.5238726930439906,0.012192000135366404
10.432,0.8778365368288934,0.7573027926672411,0.013156435777838798,0.19836512672216128,0.877836536828543,0.7573027926682565,0.2115215625006732,0.5238726930439908,0.01219200013430498
10.436,0.8778365368523126,0.7573027926852457,0.013156435773122692,0.1983651267268773,0.8778365368519622,0.7573027926862613,0.2115215625006732,0.5238726930439906,0.012192000133251883
10.44,0.8778365368755497,0.7573027927031106,0.013156435768443223,0.19836512673155682,0.8778365368751994,0.7573027927041263,0.2115215625006732,0.5238726930439908,0.01219200013220704
10.444,0.8778365368986064,0.7573027927208368,0.013156435763800113,0.1983651267361999,0.877836536898256,0.7573027927218523,0.2115215625006732,0.5238726930439906,0.012192000131170392
10.448,0.8778365369214839,0.7573027927384252,0.013156435759193078,0.19836512674080697,0.8778365369211335,0.7573027927394407,0.21152156250067314,0.5238726930439908,0.012192000130141871
10.452,0.8778365369441836,0.7573027927558769,0.01315643575462185,0.19836512674537818,0.8778365369438332,0.7573027927568924,0.2115215625006732,0.5238726930439906,0.012192000129121418
10.456,0.8778365369667069,0.7573027927731929,0.013156435750086142,0.19836512674991388,0.8778365369663566,0.7573027927742085,0.21152156250067322,0.5238726930439906,0.012192000128108964
10.46,0.8778365369890553,0.7573027927903745,0.013156435745585669,0.19836512675441437,0.8778365369887049,0.7573027927913901,0.21152156250067322,0.5238726930439906,0.012192000127104448
10.464,0.87783653701123,0.7573027928074226,0.013156435741120165,0.19836512675887988,0.8778365370108796,0.7573027928084382,0.2115215625006732,0.5238726930439906,0.01219200012610781
10.468,0.8778365370332324,0.7573027928243381,0.013156435736689348,0.19836512676331067,0.877836537032882,0.7573027928253537,0.2115215625006732,0.5238726930439906,0.012192000125118986
10.472,0.8778365370550638,0.7573027928411222,0.013156435732292979,0.19836512676770704,0.8778365370547134,0.7573027928421379,0.21152156250067322,0.5238726930439906,0.012192000124137915
10.476,0.8778365370767256,0.757302792857776,0.013156435727930764,0.1983651267720693,0.8778365370763752,0.7573027928587917,0.21152156250067322,0.5238726930439908,0.012192000123164537
10.48,0.8778365370982191,0.7573027928743002,0.013156435723602446,0.1983651267763976,0.8778365370978687,0.757302792875316,0.21152156250067328,0.5238726930439908,0.012192000122198792
10.484,0.8778365371195456,0.7573027928906962,0.013156435719307748,0.19836512678069232,0.8778365371191952,0.757302792891712,0.21152156250067328,0.5238726930439908,0.012192000121240621
10.488,0.8778365371407064,0.7573027929069649,0.013156435715046415,0.19836512678495366,0.877836537140356,0.7573027929079805,0.21152156250067325,0.5238726930439908,0.012192000120289958
10.492,0.8778365371617028,0.757302792923107,0.013156435710818178,0.1983651267891818,0.8778365371613525,0.7573027929241227,0.21152156250067322,0.5238726930439906,0.012192000119346758
10.496,0.8778365371825361,0.7573027929391237,0.013156435706622822,0.19836512679337717,0.8778365371821857,0.7573027929401395,0.21152156250067328,0.5238726930439906,0.012192000118410947
10.5,0.8778365372032074,0.757302792955016,0.013156435702460065,0.19836512679753998,0.877836537202857,0.7573027929560318,0.2115215625006733,0.5238726930439908,0.012192000117482475
10.504,0.8778365372237182,0.7573027929707848,0.01315643569832963,0.19836512680167037,0.8778365372233679,0.7573027929718006,0.21152156250067328,0.5238726930439906,0.012192000116561285
10.508000000000001,0.8778365372440696,0.7573027929864312,0.013156435694231297,0.1983651268057688,0.8778365372437192,0.7573027929874468,0.21152156250067328,0.5238726930439908,0.012192000115647313
10.512,0.8778365372642629,0.7573027930019559,0.013156435690164812,0.19836512680983523,0.8778365372639125,0.7573027930029715,0.21152156250067325,0.5238726930439906,0.012192000114740508
10.516,0.8778365372842993,0.75730279301736,0.01315643568612991,0.1983651268138701,0.877836537283949,0.7573027930183757,0.21152156250067328,0.5238726930439906,0.01219200011384082
10.52,0.87783653730418,0.7573027930326444,0.013156435682126372,0.1983651268178737,0.8778365373038296,0.7573027930336601,0.21152156250067328,0.5238726930439908,0.012192000112948184
10.524000000000001,0.8778365373239062,0.75730279304781,0.013156435678153944,0.19836512682184607,0.8778365373235558,0.7573027930488258,0.21152156250067328,0.5238726930439906,0.01219200011206255
10.528,0.8778365373434791,0.7573027930628579,0.013156435674212385,0.1983651268257877,0.8778365373431287,0.7573027930638736,0.2115215625006733,0.5238726930439908,0.012192000111183854
10.532,0.8778365373629,0.7573027930777887,0.013156435670301427,0.19836512682969862,0.8778365373625496,0.7573027930788044,0.21152156250067328,0.5238726930439908,0.01219200011031205
10.536,0.8778365373821699,0.7573027930926036,0.01315643566642089,0.19836512683357918,0.8778365373818195,0.7573027930936194,0.2115215625006733,0.5238726930439908,0.012192000109447081
10.540000000000001,0.8778365374012902,0.7573027931073033,0.013156435662570484,0.19836512683742952,0.8778365374009398,0.7573027931083192,0.21152156250067336,0.5238726930439906,0.012192000108588896
10.544,0.8778365374202619,0.7573027931218889,0.013156435658749991,0.19836512684125002,0.8778365374199115,0.7573027931229047,0.2115215625006733,0.5238726930439906,0.012192000107737442
