field_nodes,max_energy_error,max_amplitude_error,max_gamma_error
9.000000000000000000e+00,7.732974538606579573e-03,3.919706780375931121e-02,1.078591147282961238e-01
1.700000000000000000e+01,2.059522571793981349e-04,1.853397366198250573e-02,4.758530923610182484e-02
3.300000000000000000e+01,2.700423174462063258e-06,2.138744358896160769e-03,6.321022491293515344e-03
