comparison,family,cell,time,absolute,reference_norm,relative_percent,original_norm_score,comparison_defined,roundoff_limited,undefined_checkpoints,final_relative_percent,initial_relative_percent
two_guarded_pair_320_640,excitation_energy,all,0.675,1.1754344164671693e-08,0.46062287764086657,2.5518368138536515e-06,2.5518368138536515e-08,True,False,0,1.5855987233887636e-06,0.0
two_guarded_pair_320_640,excitation_energy,0,0.675,1.1754344164671693e-08,0.46062287764086657,2.5518368138536515e-06,2.5518368138536515e-08,True,False,0,1.5855987233887636e-06,0.0
two_guarded_pair_320_640,excitation_energy,1,0.037500000000000006,7.759209572598402e-11,0.0016185343039398369,4.793972888749365e-06,4.793972888749365e-08,True,False,0,2.8751658339968524e-06,0.0
two_guarded_pair_320_640,electron_energy,all,0.675,1.148871048295419e-08,0.4787353006393642,2.399804331874148e-06,2.3998043318741484e-08,True,False,0,1.973355646657976e-06,0.0
two_guarded_pair_320_640,electron_energy,0,1.9312500000000001,9.132681222379091e-09,0.04120319433687203,2.2164983490628086e-05,2.2164983490628085e-07,True,False,0,2.1770155488409342e-05,0.0
two_guarded_pair_320_640,electron_energy,1,2.0,1.7758726156280602e-09,0.43766816956682236,4.0575777246622993e-07,4.057577724662299e-09,True,False,0,4.0575777246622993e-07,0.0
two_guarded_pair_320_640,phonon_energy,all,0.93125,1.0186997967398526e-08,0.12259068476191967,8.30976512382033e-06,8.30976512382033e-08,True,False,0,6.968620813741185e-06,0.0
two_guarded_pair_320_640,phonon_energy,0,0.93125,1.0186997967398526e-08,0.12259068476191967,8.30976512382033e-06,8.30976512382033e-08,True,False,0,6.968620813741185e-06,0.0
two_guarded_pair_320_640,phonon_energy,1,2.0,9.024324993875399e-11,0.0025863857897906626,3.4891643116419267e-06,3.4891643116419267e-08,True,False,0,3.4891643116419267e-06,0.0
two_guarded_pair_320_640,escape,all,2.0,1.035275497274224e-09,0.01634798483767915,6.332740747887782e-06,6.332740747887782e-08,True,False,0,6.332740747887782e-06,
two_guarded_pair_320_640,escape,0,2.0,1.035275497274224e-09,0.01634798483767915,6.332740747887782e-06,6.332740747887782e-08,True,False,0,6.332740747887782e-06,
two_guarded_pair_320_640,escape,1,0.25,4.2653649191178225e-14,4.374998898557691e-08,9.74940798390598e-05,9.74940798390598e-07,True,False,0,1.9456244936620768e-05,
two_guarded_pair_320_640,input,all,0.0,0.0,0.0,,0.0,True,True,0,4.284766985662922e-12,
two_guarded_pair_320_640,input,0,0.0,0.0,0.0,,0.0,True,True,0,4.284766985662922e-12,
two_guarded_pair_320_640,input,1,0.0,0.0,0.0,,0.0,True,True,0,,
two_guarded_pair_320_640,electron_to_phonon,all,0.10625000000000001,2.6614399451646564e-09,0.003917671939053019,6.793422181766401e-05,6.793422181766401e-07,True,False,0,3.472701880735766e-05,
two_guarded_pair_320_640,electron_to_phonon,0,0.10625000000000001,2.6614399451646564e-09,0.003917671939053019,6.793422181766401e-05,6.793422181766401e-07,True,False,0,3.472701880735766e-05,
two_guarded_pair_320_640,electron_to_phonon,1,0.00625,3.2774442878248985e-13,3.979112301541508e-09,0.008236621737353874,8.236621737353873e-05,True,False,0,1.3291195060158511e-05,
two_guarded_pair_320_640,condensate_heat,all,0.00625,3.012668760293824e-11,0.00041599415758803197,7.242093922091414e-06,7.242093922091413e-08,True,False,0,1.3045368599934256e-06,
two_guarded_pair_320_640,condensate_heat,0,0.00625,3.012668760293824e-11,0.00041599415758803197,7.242093922091414e-06,7.242093922091413e-08,True,False,0,1.3045368599934256e-06,
two_guarded_pair_320_640,condensate_heat,1,0.00625,1.1856066470719421e-11,1.2252766407263239e-05,9.676236432363012e-05,9.676236432363012e-07,True,False,0,3.4258921574436224e-06,
two_guarded_pair_320_640,transport,all,0.00625,7.515172566283784e-12,0.00014660699965075353,5.126066684528291e-06,5.126066684528291e-08,True,False,0,3.0126241596636946e-06,
two_guarded_pair_320_640,electronic_population,all,1.0,1.0618884921594937e-08,0.5252437575152704,2.0217060687839235e-06,2.0217060687839233e-08,True,False,0,1.8192617474889906e-06,0.0
two_guarded_pair_320_640,electronic_population,0,1.0,9.776767801186992e-09,0.5003527881334211,1.9539748819346993e-06,1.9539748819346994e-08,True,False,0,1.7113031185161498e-06,0.0
two_guarded_pair_320_640,electronic_population,1,0.043750000000000004,1.0083264247046726e-10,0.001529152644661219,6.594020735765497e-06,6.594020735765497e-08,True,False,0,2.813256206137325e-06,0.0
two_guarded_pair_320_640,phonon_population,all,0.5,7.277863748478634e-07,0.05861304764652256,0.0012416798035088047,1.2416798035088047e-05,True,False,0,0.0009341141266650181,0.0
two_guarded_pair_320_640,phonon_population,0,0.5,7.277745007296947e-07,0.052747053181411055,0.0013797443778075828,1.3797443778075828e-05,True,False,0,0.0010435359302397743,0.0
two_guarded_pair_320_640,phonon_population,1,2.0,6.043075558390601e-11,0.006265220595304167,9.645431420116211e-07,9.645431420116212e-09,True,False,0,9.645431420116211e-07,0.0
two_guarded_ph2049_pair_320_640,amplitudes,all,2.0,4.296653699498165e-09,0.9763437346059105,4.4007592277247095e-07,4.4007592277247095e-09,True,False,0,4.4007592277247095e-07,0.0
two_guarded_ph2049_pair_320_640,amplitudes,0,2.0,4.296653699498165e-09,0.7490642371983627,5.736028348607907e-07,5.736028348607906e-09,True,False,0,5.736028348607907e-07,0.0
two_guarded_ph2049_pair_320_640,amplitudes,1,0.39375000000000004,5.421816329231888e-10,0.9588294956775492,5.6546198815052145e-08,5.654619881505215e-10,True,False,0,1.9391621945390464e-08,0.0
two_guarded_ph2049_pair_320_640,excitation_energy,all,0.5375,2.2864799109623135e-08,0.4515358977693971,5.063783239068262e-06,5.0637832390682624e-08,True,False,0,1.5427960811568323e-06,0.0
two_guarded_ph2049_pair_320_640,excitation_energy,0,0.5375,2.2864799109623135e-08,0.4515358977693971,5.063783239068262e-06,5.0637832390682624e-08,True,False,0,1.5427960811568323e-06,0.0
two_guarded_ph2049_pair_320_640,excitation_energy,1,0.7250000000000001,1.7186733008989208e-09,0.021557354249938213,7.972561386580391e-06,7.97256138658039e-08,True,False,0,4.746271073558634e-06,0.0
two_guarded_ph2049_pair_320_640,electron_energy,all,0.70625,2.3326352793784366e-08,0.4778116327024948,4.881913958823249e-06,4.881913958823249e-08,True,False,0,2.125091729212051e-06,0.0
two_guarded_ph2049_pair_320_640,electron_energy,0,0.70625,2.3326352793784366e-08,0.06055564425440385,3.8520526172237e-05,3.8520526172237e-07,True,False,0,2.3460655542474452e-05,0.0
two_guarded_ph2049_pair_320_640,electron_energy,1,2.0,2.940802990014646e-09,0.43767101765074184,6.719208883877672e-07,6.719208883877672e-09,True,False,0,6.719208883877672e-07,0.0
two_guarded_ph2049_pair_320_640,phonon_energy,all,0.70625,2.276752630869794e-08,0.12731058854127364,1.7883450677252022e-05,1.7883450677252023e-07,True,False,0,7.802575503497408e-06,0.0
two_guarded_ph2049_pair_320_640,phonon_energy,0,0.70625,2.276752630869794e-08,0.12731058854127364,1.7883450677252022e-05,1.7883450677252023e-07,True,False,0,7.802575503497408e-06,0.0
two_guarded_ph2049_pair_320_640,phonon_energy,1,2.0,1.3396700112092153e-10,0.002586316669504748,5.179837515665658e-06,5.179837515665658e-08,True,False,0,5.179837515665658e-06,0.0
two_guarded_ph2049_pair_320_640,escape,all,1.4500000000000002,1.5803759030597053e-09,0.012291109689090345,1.2857878117078848e-05,1.2857878117078847e-07,True,False,0,1.2171637411449737e-05,
two_guarded_ph2049_pair_320_640,escape,0,1.4500000000000002,1.5803759030597053e-09,0.012291109689090345,1.2857878117078848e-05,1.2857878117078847e-07,True,False,0,1.2171637411449737e-05,
two_guarded_ph2049_pair_320_640,escape,1,0.25625000000000003,5.5454411968279834e-14,4.7290934653386864e-08,0.00011726224566024372,1.1726224566024373e-06,True,False,0,3.108741361313727e-05,
two_guarded_ph2049_pair_320_640,input,all,0.0,0.0,0.0,,0.0,True,True,0,4.284766985662922e-12,
two_guarded_ph2049_pair_320_640,input,0,0.0,0.0,0.0,,0.0,True,True,0,4.284766985662922e-12,
two_guarded_ph2049_pair_320_640,input,1,0.0,0.0,0.0,,0.0,True,True,0,,
two_guarded_ph2049_pair_320_640,electron_to_phonon,all,0.0125,9.933330232577559e-10,0.0004885328226299196,0.00020332984340956753,2.0332984340956755e-06,True,False,0,4.224867500496004e-05,
two_guarded_ph2049_pair_320_640,electron_to_phonon,0,0.0125,9.933330232577559e-10,0.0004885328226299196,0.00020332984340956753,2.0332984340956755e-06,True,False,0,4.224867500496004e-05,
two_guarded_ph2049_pair_320_640,electron_to_phonon,1,0.00625,3.277848389906328e-13,3.979112336789711e-09,0.008237637222755181,8.237637222755181e-05,True,False,0,1.9823503633214675e-05,
two_guarded_ph2049_pair_320_640,condensate_heat,all,0.00625,3.0074014242473246e-11,0.0004159941577048346,7.229431876736121e-06,7.229431876736121e-08,True,False,0,9.894617788760422e-07,
two_guarded_ph2049_pair_320_640,condensate_heat,0,0.00625,3.0074014242473246e-11,0.0004159941577048346,7.229431876736121e-06,7.229431876736121e-08,True,False,0,9.894617788760422e-07,
two_guarded_ph2049_pair_320_640,condensate_heat,1,0.00625,1.185624440693065e-11,1.2252766407085294e-05,9.676381653758331e-05,9.67638165375833e-07,True,False,0,2.6470132275306823e-06,
two_guarded_ph2049_pair_320_640,transport,all,0.7250000000000001,1.6723703810672674e-09,0.019715686035026582,8.482435650964213e-06,8.482435650964212e-08,True,False,0,5.035024322195345e-06,
two_guarded_ph2049_pair_320_640,electronic_population,all,0.8250000000000001,2.127733435687478e-08,0.5232618354488731,4.066288216610009e-06,4.066288216610009e-08,True,False,0,2.8375409119955003e-06,0.0
two_guarded_ph2049_pair_320_640,electronic_population,0,0.8250000000000001,1.9869969079365848e-08,0.5029934510937986,3.950343495756664e-06,3.9503434957566637e-08,True,False,0,2.597604625753323e-06,0.0
two_guarded_ph2049_pair_320_640,electronic_population,1,0.8500000000000001,1.4543677527301976e-09,0.020923453743024185,6.950897163500454e-06,6.950897163500454e-08,True,False,0,5.046668830992026e-06,0.0
two_guarded_ph2049_pair_320_640,phonon_population,all,0.76875,2.6518320738176176e-06,0.058088025158094005,0.004565195781058689,4.565195781058689e-05,True,False,0,0.0034692718354559526,0.0
two_guarded_ph2049_pair_320_640,phonon_population,0,0.76875,2.6517439951444784e-06,0.05218512906019731,0.005081416953258086,5.0814169532580863e-05,True,False,0,0.00387570237282765,0.0
two_guarded_ph2049_pair_320_640,phonon_population,1,1.7625000000000002,1.7550959336768265e-10,0.006170637471911902,2.8442700477314383e-06,2.844270047731438e-08,True,False,0,2.7488861664598005e-06,0.0
two_mesh_ph1025_vs_2049_steps320,amplitudes,all,2.0,4.1051385035739685e-06,0.9763437344165816,0.00042046037259889943,4.204603725988994e-06,True,False,0,0.00042046037259889943,0.0
two_mesh_ph1025_vs_2049_steps320,amplitudes,0,2.0,4.1051385035739685e-06,0.749064232901709,0.0005480355786941756,5.480355786941756e-06,True,False,0,0.0005480355786941756,0.0
two_mesh_ph1025_vs_2049_steps320,amplitudes,1,2.0,2.1761661350705452e-07,0.9763437344165816,2.2288934300079496e-05,2.2288934300079497e-07,True,False,0,2.2288934300079496e-05,0.0
two_mesh_ph1025_vs_2049_steps320,electron_energy,all,2.0,2.771117337790896e-05,0.43767101470993885,0.006331507558542392,6.331507558542392e-05,True,False,0,0.006331507558542392,0.0
two_mesh_ph1025_vs_2049_steps320,electron_energy,0,2.0,2.771117337790896e-05,0.0396447267318249,0.06989876248954884,0.0006989876248954883,True,False,0,0.06989876248954884,0.0
two_mesh_ph1025_vs_2049_steps320,electron_energy,1,2.0,2.8469189891078273e-06,0.43767101470993885,0.0006504700776208789,6.5047007762087886e-06,True,False,0,0.0006504700776208789,0.0
two_mesh_ph1025_vs_2049_steps320,excitation_energy,all,2.0,2.5934231388802242e-05,0.48231146397463565,0.005377071317169874,5.377071317169874e-05,True,False,0,0.005377071317169874,0.0
two_mesh_ph1025_vs_2049_steps320,excitation_energy,0,2.0,2.5934231388802242e-05,0.48231146397463565,0.005377071317169874,5.377071317169874e-05,True,False,0,0.005377071317169874,0.0
two_mesh_ph1025_vs_2049_steps320,excitation_energy,1,2.0,2.836745704282162e-06,0.06177380556751414,0.004592149825028687,4.592149825028687e-05,True,False,0,0.004592149825028687,0.0
two_mesh_ph1025_vs_2049_steps320,phonon_energy,all,2.0,2.9020244905211823e-05,0.11043786467568989,0.026277441157009165,0.00026277441157009166,True,False,0,0.026277441157009165,1.8273035137612992e-14
two_mesh_ph1025_vs_2049_steps320,phonon_energy,0,2.0,2.9020244905211823e-05,0.11043786467568989,0.026277441157009165,0.00026277441157009166,True,False,0,0.026277441157009165,1.8273035137612992e-14
two_mesh_ph1025_vs_2049_steps320,phonon_energy,1,2.0,6.907656216340388e-08,0.002586316803471749,0.0026708468997563937,2.670846899756394e-05,True,False,0,0.0026708468997563937,1.2596178029544318e-13
two_mesh_ph1025_vs_2049_steps320,temperatures,all,2.0,7.752751289891169e-06,0.4076162696961781,0.0019019729746483818,1.9019729746483817e-05,True,False,0,0.0019019729746483818,0.0
two_mesh_ph1025_vs_2049_steps320,temperatures,0,2.0,7.752751289891169e-06,0.4076162696961781,0.0019019729746483818,1.9019729746483817e-05,True,False,0,0.0019019729746483818,0.0
two_mesh_ph1025_vs_2049_steps320,temperatures,1,2.0,2.503557203326068e-06,0.25148133036038617,0.0009955240811468338,9.955240811468338e-06,True,False,0,0.0009955240811468338,0.0
two_mesh_ph1025_vs_2049_steps320,forces,all,2.0,7.25141669372098e-06,0.0499844351771061,0.014507349473946399,0.00014507349473946398,True,False,0,0.014507349473946399,0.0
two_mesh_ph1025_vs_2049_steps320,forces,0,2.0,7.25141669372098e-06,0.0499844351771061,0.014507349473946399,0.00014507349473946398,True,False,0,0.014507349473946399,0.0
two_mesh_ph1025_vs_2049_steps320,forces,1,2.0,1.1319271817841758e-06,0.0024444582104060503,0.046305851209301335,0.00046305851209301336,True,False,0,0.046305851209301335,0.0
two_mesh_ph1025_vs_2049_steps320,escape,all,2.0,1.6086070987950118e-06,0.01634959240950245,0.00983882080057288,9.83882080057288e-05,True,False,0,0.00983882080057288,
two_mesh_ph1025_vs_2049_steps320,escape,0,2.0,1.6086070987950118e-06,0.01634959240950245,0.00983882080057288,9.83882080057288e-05,True,False,0,0.00983882080057288,
two_mesh_ph1025_vs_2049_steps320,escape,1,2.0,1.684801611147557e-09,2.9729600538940705e-05,0.005667084591132511,5.6670845911325116e-05,True,False,0,0.005667084591132511,
two_mesh_ph1025_vs_2049_steps320,input,all,0.0,0.0,0.0,,0.0,True,True,0,0.0,
two_mesh_ph1025_vs_2049_steps320,input,0,0.0,0.0,0.0,,0.0,True,True,0,0.0,
two_mesh_ph1025_vs_2049_steps320,input,1,0.0,0.0,0.0,,0.0,True,True,0,,
two_mesh_ph1025_vs_2049_steps320,electron_to_phonon,all,2.0,3.062885200410398e-05,0.025106168722470998,0.12199731604882415,0.0012199731604882415,True,False,0,0.12199731604882415,
two_mesh_ph1025_vs_2049_steps320,electron_to_phonon,0,2.0,3.062885200410398e-05,0.025106168722470998,0.12199731604882415,0.0012199731604882415,True,False,0,0.12199731604882415,
two_mesh_ph1025_vs_2049_steps320,electron_to_phonon,1,2.0,7.076136377597107e-08,0.0007224205963462398,0.00979503687102198,9.795036871021981e-05,True,False,0,0.00979503687102198,
two_mesh_ph1025_vs_2049_steps320,condensate_heat,all,2.0,7.549315985885818e-07,0.032474102217264364,0.0023247189207504368,2.324718920750437e-05,True,False,0,0.0023247189207504368,
two_mesh_ph1025_vs_2049_steps320,condensate_heat,0,2.0,7.549315985885818e-07,0.032474102217264364,0.0023247189207504368,2.324718920750437e-05,True,False,0,0.0023247189207504368,
two_mesh_ph1025_vs_2049_steps320,condensate_heat,1,2.0,7.582781331224447e-09,0.001524002490420308,0.0004975570170579692,4.975570170579692e-06,True,False,0,0.0004975570170579692,
two_mesh_ph1025_vs_2049_steps320,transport,all,2.0,2.917680352369778e-06,0.059938676956984516,0.0048677757009279255,4.867775700927926e-05,True,False,0,0.0048677757009279255,
two_mesh_ph1025_vs_2049_steps320,total,all,2.0,1.6069240239557914e-06,0.2850021064989523,0.000563828823476327,5.63828823476327e-06,True,False,0,0.000563828823476327,0.0
two_mesh_ph1025_vs_2049_steps320,conserved,all,1.28125,1.9470536294363683e-12,0.28862278454927726,6.746014984495943e-10,6.7460149844959424e-12,True,False,0,5.982844994058611e-10,0.0
two_mesh_ph1025_vs_2049_steps320,electronic_population,all,2.0,2.2522504853314284e-05,0.5290294500211202,0.004257325344064518,4.257325344064518e-05,True,False,0,0.004257325344064518,0.0
two_mesh_ph1025_vs_2049_steps320,electronic_population,0,2.0,2.049756028131157e-05,0.4772001168685459,0.004295380398441525,4.295380398441525e-05,True,False,0,0.004295380398441525,0.0
two_mesh_ph1025_vs_2049_steps320,electronic_population,1,2.0,2.0249445720027116e-06,0.05182933315257431,0.003906946990889723,3.906946990889723e-05,True,False,0,0.003906946990889723,0.0
two_mesh_ph1025_vs_2049_steps320,phonon_65_bands,all,2.0,4.151416101473786e-05,0.059702038096639085,0.0695355842752626,0.0006953558427526261,True,False,0,0.0695355842752626,0.03994510719786685
two_mesh_ph1025_vs_2049_steps320,phonon_65_bands,0,2.0,4.0026989600943684e-05,0.05343686293013213,0.07490520102813361,0.0007490520102813362,True,False,0,0.07490520102813361,0.041955586438322756
two_mesh_ph1025_vs_2049_steps320,phonon_65_bands,1,2.0,1.4871714137941754e-06,0.0062651751665069476,0.0237371082893972,0.000237371082893972,True,False,0,0.0237371082893972,0.020721374146578563
two_mesh_ph1025_vs_2049_steps320,electron_129_bands,all,2.0,2.2518250007088132e-05,0.5290294500211202,0.004256521070082043,4.256521070082043e-05,True,False,0,0.004256521070082043,0.0
two_mesh_ph1025_vs_2049_steps320,electron_129_bands,0,2.0,2.049338541922806e-05,0.4772001168685459,0.004294505532334847,4.294505532334847e-05,True,False,0,0.004294505532334847,0.0
two_mesh_ph1025_vs_2049_steps320,electron_129_bands,1,2.0,2.0248645878600763e-06,0.05182933315257432,0.003906792668737053,3.906792668737053e-05,True,False,0,0.003906792668737053,0.0
