t_s,Ib_A,Is_A,vc_V,Vload_V,Vnode_V,Vdev_V,Ucircuit_J,Vload_simple_V
3.065000000000000479e-09,1.990467864099318150e-05,6.377389967281248660e-06,2.869994513139044554e-04,6.763644336855965944e-04,9.633638849995010498e-04,9.566084950921872583e-04,2.024199056673030712e-16,7.499999999999997988e-04
3.070000000000000359e-09,1.990462789594956379e-05,6.380767234238368947e-06,2.876757300436699792e-04,6.761930330855597457e-04,9.638687631292297249e-04,9.571150851357553523e-04,2.024385430734023663e-16,7.499999999999997988e-04
3.075000000000000238e-09,1.990457716376584085e-05,6.384143645347025406e-06,2.883518373945540393e-04,6.760216759209407029e-04,9.643735133154947422e-04,9.576215468020538024e-04,2.024572215910171961e-16,7.499999999999997988e-04
3.080000000000000117e-09,1.990452644443873635e-05,6.387519200824094046e-06,2.890277734099866306e-04,6.758503621807322118e-04,9.648781355907188424e-04,9.581278801236140950e-04,2.024759411865016814e-16,7.499999999999997988e-04
3.084999999999999997e-09,1.990447573796497058e-05,6.390893900886396667e-06,2.897035381333866889e-04,6.756790918539286447e-04,9.653826299873153336e-04,9.586340851329594763e-04,2.024947018262301086e-16,7.499999999999997988e-04
3.089999999999999876e-09,1.990442504434127737e-05,6.394267745750698317e-06,2.903791316081620372e-04,6.755078649295290357e-04,9.658869965376911271e-04,9.591401618626047357e-04,2.025135034765973728e-16,7.499999999999997988e-04
3.095000000000000583e-09,1.990437436356438041e-05,6.397640735633713223e-06,2.910545538777095480e-04,6.753366813965333950e-04,9.663912352742429429e-04,9.596461103450569649e-04,2.025323461040182879e-16,7.499999999999997988e-04
3.100000000000000462e-09,1.990432369563101015e-05,6.401012870752097167e-06,2.917298049854152517e-04,6.751655412439456355e-04,9.668953462293608872e-04,9.601519306128145819e-04,2.025512296749281538e-16,7.499999999999997988e-04
3.105000000000000341e-09,1.990427304053789704e-05,6.404384151322452567e-06,2.924048849746539573e-04,6.749944444607722726e-04,9.673993294354262841e-04,9.606576226983678732e-04,2.025701541557824352e-16,7.499999999999997988e-04
3.110000000000000221e-09,1.990422239828177831e-05,6.407754577561329324e-06,2.930797938887895774e-04,6.748233910360225320e-04,9.679031849248121095e-04,9.611631866341994275e-04,2.025891195130570829e-16,7.499999999999997988e-04
3.115000000000000100e-09,1.990417176885938441e-05,6.411124149685221438e-06,2.937545317711751287e-04,6.746523809587081331e-04,9.684069127298832076e-04,9.616686224527832682e-04,2.026081257132479417e-16,7.499999999999997988e-04
3.119999999999999979e-09,1.990412115226745257e-05,6.414492867910568695e-06,2.944290986651525144e-04,6.744814142178441564e-04,9.689105128829966166e-04,9.621739301865852873e-04,2.026271727228713913e-16,7.499999999999997988e-04
3.125000000000000686e-09,1.990407054850272002e-05,6.417860732453754133e-06,2.951034946140526334e-04,6.743104908024482843e-04,9.694139854165009177e-04,9.626791098680631369e-04,2.026462605084638535e-16,7.499999999999997988e-04
3.130000000000000565e-09,1.990401995756192738e-05,6.421227743531109966e-06,2.957777196611955425e-04,6.741396107015408014e-04,9.699173303627363438e-04,9.631841615296664457e-04,2.026653890365820634e-16,7.499999999999997988e-04
3.135000000000000444e-09,1.990396937944181527e-05,6.424593901358909964e-06,2.964517738498902394e-04,6.739687739041452449e-04,9.704205477540355385e-04,9.636890852038364945e-04,2.026845582738029210e-16,7.499999999999997988e-04
3.140000000000000324e-09,1.990391881413912430e-05,6.427959206153375379e-06,2.971256572234347174e-04,6.737979803992874290e-04,9.709236376227221464e-04,9.641938809230063238e-04,2.027037681867234426e-16,7.499999999999997988e-04
3.145000000000000203e-09,1.990386826165058831e-05,6.431323658130674951e-06,2.977993698251159651e-04,6.736272301759956612e-04,9.714266000011115721e-04,9.646985487196012765e-04,2.027230187419607603e-16,7.499999999999997988e-04
3.150000000000000082e-09,1.990381772197296486e-05,6.434687257506917275e-06,2.984729116982102375e-04,6.734565232233023693e-04,9.719294349215126068e-04,9.652030886260375879e-04,2.027423099061525167e-16,7.499999999999997988e-04
3.154999999999999962e-09,1.990376719510299119e-05,6.438050004498161824e-06,2.991462828859824596e-04,6.732858595302414987e-04,9.724321424162239583e-04,9.657075006747242295e-04,2.027616416459561003e-16,7.499999999999997988e-04
3.160000000000000668e-09,1.990371668103741806e-05,6.441411899320411315e-06,2.998194834316868771e-04,6.731152390858502477e-04,9.729347225175370706e-04,9.662117848980617159e-04,2.027810139280492870e-16,7.499999999999997988e-04
3.165000000000000548e-09,1.990366617977298950e-05,6.444772942189611716e-06,3.004925133785666226e-04,6.729446618791689585e-04,9.734371752577355812e-04,9.667159413284417795e-04,2.028004267191298454e-16,7.499999999999997988e-04
3.170000000000000427e-09,1.990361569130645627e-05,6.448133133321661562e-06,3.011653727698540952e-04,6.727741278992397083e-04,9.739395006690938035e-04,9.672199699982492139e-04,2.028198799859157337e-16,7.499999999999997988e-04
3.175000000000000306e-09,1.990356521563456916e-05,6.451492472932395858e-06,3.018380616487704180e-04,6.726036371351086941e-04,9.744416987838791120e-04,9.677238709398593803e-04,2.028393736951450265e-16,7.499999999999997988e-04
3.180000000000000186e-09,1.990351475275407896e-05,6.454850961237602177e-06,3.025105800585258724e-04,6.724331895758238475e-04,9.749437696343497741e-04,9.682276441856403756e-04,2.028589078135758646e-16,7.499999999999997988e-04
3.185000000000000065e-09,1.990346430266173982e-05,6.458208598453008799e-06,3.031829280423199518e-04,6.722627852104364615e-04,9.754457132527564675e-04,9.687312897679512978e-04,2.028784823079864804e-16,7.499999999999997988e-04
3.189999999999999944e-09,1.990341386535429916e-05,6.461565384794291488e-06,3.038551056433410366e-04,6.720924240280004309e-04,9.759475296713415217e-04,9.692348077191437639e-04,2.028980971451750249e-16,7.499999999999997988e-04
3.195000000000000651e-09,1.990336344082851451e-05,6.464921320477071800e-06,3.045271129047666110e-04,6.719221060175721441e-04,9.764492189223387009e-04,9.697381980715607174e-04,2.029177522919599378e-16,7.499999999999997988e-04
3.200000000000000530e-09,1.990331302908114345e-05,6.468276405716917924e-06,3.051989498697631545e-04,6.717518311682112424e-04,9.769507810379743969e-04,9.702414608575377292e-04,2.029374477151796759e-16,7.499999999999997988e-04
3.205000000000000410e-09,1.990326263010894014e-05,6.471630640729339606e-06,3.058706165814863587e-04,6.715815994689800774e-04,9.774522160504663278e-04,9.707445961094009375e-04,2.029571833816925656e-16,7.499999999999997988e-04
3.210000000000000289e-09,1.990321224390866552e-05,6.474984025729795770e-06,3.065421130830808566e-04,6.714114109089434944e-04,9.779535239920244052e-04,9.712476038594693249e-04,2.029769592583771970e-16,7.499999999999997988e-04
3.215000000000000168e-09,1.990316187047707377e-05,6.478336560933688589e-06,3.072134394176803305e-04,6.712412654771692661e-04,9.784547048948496507e-04,9.717504841400533087e-04,2.029967753121319066e-16,7.499999999999997988e-04
3.220000000000000048e-09,1.990311150981092584e-05,6.481688246556367719e-06,3.078845956284075665e-04,6.710711631627278755e-04,9.789557587911354962e-04,9.722532369834551748e-04,2.030166315098751960e-16,7.499999999999997988e-04
3.224999999999999927e-09,1.990306116190698944e-05,6.485039082813126912e-06,3.085555817583745088e-04,6.709011039546931669e-04,9.794566857130675673e-04,9.727558624219690775e-04,2.030365278185457075e-16,7.499999999999997988e-04
3.230000000000000633e-09,1.990301082676201535e-05,6.488389069919205712e-06,3.092263978506821511e-04,6.707310878421405024e-04,9.799574856928225993e-04,9.732583604878808229e-04,2.030564642051016323e-16,7.499999999999997988e-04
3.235000000000000513e-09,1.990296050437277808e-05,6.491738208089789449e-06,3.098970439484203198e-04,6.705611148141494724e-04,9.804581587625697380e-04,9.737607312134684105e-04,2.030764406365216719e-16,7.499999999999997988e-04
3.240000000000000392e-09,1.990291019473603519e-05,6.495086497540009245e-06,3.105675200946682703e-04,6.703911848598012937e-04,9.809587049544694556e-04,9.742629746310013834e-04,2.030964570798040522e-16,7.499999999999997988e-04
3.245000000000000271e-09,1.990285989784855439e-05,6.498433938484942861e-06,3.112378263324941993e-04,6.702212979681806525e-04,9.814591243006748518e-04,9.747650907727414783e-04,2.031165135019671398e-16,7.499999999999997988e-04
3.250000000000000151e-09,1.990280961370710002e-05,6.501780531139609609e-06,3.119079627049552985e-04,6.700514541283745119e-04,9.819594168333297020e-04,9.752670796709414329e-04,2.031366098700491706e-16,7.499999999999997988e-04
3.255000000000000030e-09,1.990275934230843641e-05,6.505126275718979675e-06,3.125779292550979181e-04,6.698816533294728705e-04,9.824595825845708428e-04,9.757689413578469377e-04,2.031567461511083485e-16,7.499999999999997988e-04
3.259999999999999909e-09,1.990270908364933467e-05,6.508471172437963106e-06,3.132477260259575657e-04,6.697118955605686546e-04,9.829596215865262204e-04,9.762706758656944676e-04,2.031769223122228210e-16,7.499999999999997988e-04
3.265000000000000616e-09,1.990265883772655915e-05,6.511815221511421667e-06,3.139173530605587990e-04,6.695421808107568503e-04,9.834595338713155409e-04,9.767722832267132331e-04,2.031971383204904569e-16,7.499999999999997988e-04
3.270000000000000495e-09,1.990260860453688772e-05,6.515158423154159525e-06,3.145868104019152248e-04,6.693725090691363469e-04,9.839593194710515717e-04,9.772737634731239881e-04,2.032173941430293643e-16,7.499999999999997988e-04
3.275000000000000375e-09,1.990255838407708471e-05,6.518500777580925791e-06,3.152560980930295539e-04,6.692028803248078767e-04,9.844589784178373222e-04,9.777751166371389212e-04,2.032376897469772250e-16,7.499999999999997988e-04
3.280000000000000254e-09,1.990250817634392803e-05,6.521842285006417059e-06,3.159252161768936009e-04,6.690332945668755332e-04,9.849585107437690799e-04,9.782763427509625232e-04,2.032580250994917626e-16,7.499999999999997988e-04
3.285000000000000133e-09,1.990245798133418199e-05,6.525182945645273171e-06,3.165941646964884467e-04,6.688637517844454698e-04,9.854579164809340250e-04,9.787774418467910451e-04,2.032784001677503978e-16,7.499999999999997988e-04
3.290000000000000013e-09,1.990240779904462449e-05,6.528522759712081454e-06,3.172629436947841134e-04,6.686942519666272009e-04,9.859571956614113144e-04,9.792784139568122808e-04,2.032988149189504944e-16,7.499999999999997988e-04
3.294999999999999892e-09,1.990235762947203341e-05,6.531861727421375026e-06,3.179315532147396726e-04,6.685247951025328431e-04,9.864563483172725158e-04,9.797792591132062183e-04,2.033192693203094339e-16,7.499999999999997988e-04
3.300000000000000598e-09,1.990230747261317987e-05,6.535199848987631945e-06,3.185999932993034082e-04,6.683553811812774402e-04,9.869553744805809568e-04,9.802799773481448223e-04,2.033397633390640726e-16,7.499999999999997988e-04
3.305000000000000478e-09,1.990225732846483497e-05,6.538537124625278603e-06,3.192682639914127618e-04,6.681860101919777709e-04,9.874542741833904243e-04,9.807805686937918176e-04,2.033602969424711114e-16,7.499999999999997988e-04
3.310000000000000357e-09,1.990220719702378676e-05,6.541873554548681251e-06,3.199363653339943876e-04,6.680166821237552757e-04,9.879530474577497175e-04,9.812810331823022553e-04,2.033808700978075895e-16,7.499999999999997988e-04
3.315000000000000236e-09,1.990215707828680636e-05,6.545209138972156164e-06,3.206042973699637180e-04,6.678473969657324795e-04,9.884516943356961433e-04,9.817813708458233805e-04,2.034014827723696262e-16,7.499999999999997988e-04
3.320000000000000116e-09,1.990210697225067843e-05,6.548543878109966256e-06,3.212720601422256687e-04,6.676781547070355935e-04,9.889502148492613706e-04,9.822815817164948487e-04,2.034221349334736542e-16,7.499999999999997988e-04
3.324999999999999995e-09,1.990205687891217747e-05,6.551877772176316843e-06,3.219396536936739881e-04,6.675089553367929973e-04,9.894486090304670939e-04,9.827816658264474248e-04,2.034428265484555813e-16,7.499999999999997988e-04
3.330000000000000702e-09,1.990200679826808474e-05,6.555210821385362417e-06,3.226070780671917455e-04,6.673397988441361062e-04,9.899468769113278516e-04,9.832816232078042847e-04,2.034635575846711352e-16,7.499999999999997988e-04
3.335000000000000581e-09,1.990195673031518493e-05,6.558543025951199873e-06,3.232743333056511677e-04,6.671706852181992628e-04,9.904450185238503762e-04,9.837814538926799302e-04,2.034843280094958391e-16,7.499999999999997988e-04
3.340000000000000460e-09,1.990190667505025590e-05,6.561874386087872743e-06,3.239414194519134771e-04,6.670016144481191950e-04,9.909430339000327263e-04,9.842811579131808403e-04,2.035051377903249625e-16,7.499999999999997988e-04
3.345000000000000340e-09,1.990185663247008571e-05,6.565204902009373736e-06,3.246083365488291084e-04,6.668325865230355582e-04,9.914409230718647208e-04,9.847807353014061214e-04,2.035259868945735211e-16,7.499999999999997988e-04
3.350000000000000219e-09,1.990180660257145903e-05,6.568534573929635423e-06,3.252750846392375998e-04,6.666636014320911517e-04,9.919386860713288057e-04,9.852801860894453388e-04,2.035468752896761781e-16,7.499999999999997988e-04
3.355000000000000098e-09,1.990175658535115713e-05,6.571863402062542940e-06,3.259416637659677020e-04,6.664946591644307266e-04,9.924363229303983201e-04,9.857795103093813360e-04,2.035678029430872688e-16,7.499999999999997988e-04
3.359999999999999978e-09,1.990170658080596806e-05,6.575191386621922132e-06,3.266080739718372149e-04,6.663257597092022864e-04,9.929338336810394471e-04,9.862787079932882825e-04,2.035887698222809735e-16,7.499999999999997988e-04
3.365000000000000684e-09,1.990165658893267988e-05,6.578518527821544632e-06,3.272743152996533136e-04,6.661569030555567622e-04,9.934312183552101300e-04,9.867777791732316745e-04,2.036097758947510952e-16,7.499999999999997988e-04
3.370000000000000564e-09,1.990160660972808062e-05,6.581844825875132101e-06,3.279403877922118971e-04,6.659880891926474701e-04,9.939284769848594214e-04,9.872767238812698524e-04,2.036308211280110354e-16,7.499999999999997988e-04
3.375000000000000443e-09,1.990155664318895158e-05,6.585170280996349445e-06,3.286062914922984564e-04,6.658193181096301117e-04,9.944256096019285680e-04,9.877755421494524828e-04,2.036519054895937690e-16,7.499999999999997988e-04
3.380000000000000322e-09,1.990150668931209434e-05,6.588494893398804822e-06,3.292720264426874776e-04,6.656505897956643998e-04,9.949226162383518774e-04,9.882742340098207758e-04,2.036730289470524116e-16,7.499999999999997988e-04
3.385000000000000202e-09,1.990145674809429020e-05,6.591818663296056414e-06,3.299375926861426050e-04,6.654819042399116738e-04,9.954194969260543330e-04,9.887727994944085688e-04,2.036941914679591100e-16,7.499999999999997988e-04
3.390000000000000081e-09,1.990140681953233396e-05,6.595141590901609038e-06,3.306029902654164781e-04,6.653132614315363088e-04,9.959162516969526785e-04,9.892712386352414591e-04,2.037153930199060039e-16,7.499999999999997988e-04
3.394999999999999960e-09,1.990135690362301708e-05,6.598463676428909917e-06,3.312682192232511654e-04,6.651446613597052819e-04,9.964128805829565016e-04,9.897695514643365874e-04,2.037366335705047077e-16,7.499999999999997988e-04
3.400000000000000667e-09,1.990130700036313099e-05,6.601784920091352906e-06,3.319332796023777852e-04,6.649761040135889313e-04,9.969093836159667165e-04,9.902677380137028546e-04,2.037579130873865083e-16,7.499999999999997988e-04
3.405000000000000546e-09,1.990125710974947391e-05,6.605105322102280195e-06,3.325981714455166134e-04,6.648075893823596552e-04,9.974057608278762144e-04,9.907657983153420056e-04,2.037792315382023646e-16,7.499999999999997988e-04
3.410000000000000425e-09,1.990120723177883727e-05,6.608424882674976374e-06,3.332628947953771925e-04,6.646391174551929959e-04,9.979020122505700800e-04,9.912637324012464612e-04,2.038005888906226367e-16,7.499999999999997988e-04
3.415000000000000305e-09,1.990115736644801591e-05,6.611743602022673517e-06,3.339274496946581690e-04,6.644706882212670978e-04,9.983981379159253752e-04,9.917615403034010530e-04,2.038219851123374308e-16,7.499999999999997988e-04
3.420000000000000184e-09,1.990110751375380804e-05,6.615061480358552029e-06,3.345918361860472385e-04,6.643023016697628159e-04,9.988941378558100544e-04,9.922592220537828061e-04,2.038434201710562788e-16,7.499999999999997988e-04
3.425000000000000063e-09,1.990105767369301188e-05,6.618378517895734717e-06,3.352560543122215259e-04,6.641339577898638241e-04,9.993900121020853500e-04,9.927567776843602889e-04,2.038648940345084341e-16,7.499999999999997988e-04
3.429999999999999943e-09,1.990100784626242224e-05,6.621694714847293566e-06,3.359201041158472057e-04,6.639656565707563983e-04,9.998857606866036040e-04,9.932542072270940468e-04,2.038864066704425020e-16,7.499999999999997988e-04
3.435000000000000649e-09,1.990095803145883736e-05,6.625010071426242962e-06,3.365839856395797186e-04,6.637973980016297418e-04,1.000381383641209352e-03,9.937515107139363851e-04,2.039079580466267105e-16,7.499999999999997988e-04
3.440000000000000529e-09,1.990090822927905882e-05,6.628324587845547318e-06,3.372476989260635551e-04,6.636291820716755515e-04,1.000876880997739107e-03,9.942486881768320198e-04,2.039295481308489106e-16,7.499999999999997988e-04
3.445000000000000408e-09,1.990085843971988824e-05,6.631638264318113446e-06,3.379112440179324718e-04,6.634610087700887771e-04,1.001372252788021357e-03,9.947457396477169932e-04,2.039511768909163298e-16,7.499999999999997988e-04
3.450000000000000287e-09,1.990080866277812383e-05,6.634951101056796492e-06,3.385746209578096005e-04,6.632928780860663197e-04,1.001867499043875920e-03,9.952426651585195416e-04,2.039728442946556950e-16,7.499999999999997988e-04
3.455000000000000167e-09,1.990075889845057059e-05,6.638263098274396542e-06,3.392378297883069595e-04,6.631247900088086582e-04,1.002362619797115672e-03,9.957394647411594441e-04,2.039945503099133563e-16,7.499999999999997988e-04
3.460000000000000046e-09,1.990070914673403349e-05,6.641574256183660321e-06,3.399008705520259422e-04,6.629567445275186570e-04,1.002857615079544599e-03,9.962361384275491075e-04,2.040162949045550648e-16,7.499999999999997988e-04
3.464999999999999925e-09,1.990065940762530738e-05,6.644884574997281190e-06,3.405637432915571000e-04,6.627887416314012401e-04,1.003352484922958449e-03,9.967326862495922649e-04,2.040380780464658738e-16,7.499999999999997988e-04
3.470000000000000632e-09,1.990060968112120741e-05,6.648194054927897453e-06,3.412264480494801963e-04,6.626207813096655604e-04,1.003847229359145811e-03,9.972291082391846265e-04,2.040598997035506816e-16,7.499999999999997988e-04
3.475000000000000511e-09,1.990055996721853179e-05,6.651502696188095746e-06,3.418889848683642611e-04,6.624528635515217461e-04,1.004341848419885953e-03,9.977254044282143127e-04,2.040817598437334425e-16,7.499999999999997988e-04
3.480000000000000390e-09,1.990051026591409228e-05,6.654810498990405951e-06,3.425513537907674821e-04,6.622849883461843709e-04,1.004836342136951853e-03,9.982215748485609875e-04,2.041036584349578320e-16,7.499999999999997988e-04
3.485000000000000270e-09,1.990046057720469051e-05,6.658117463547304590e-06,3.432135548592373138e-04,6.621171556828693095e-04,1.005330710542106515e-03,9.987176195320956410e-04,2.041255954451867297e-16,7.499999999999997988e-04
3.490000000000000149e-09,1.990041090108713822e-05,6.661423590071216514e-06,3.438755881163103141e-04,6.619493655507961228e-04,1.005824953667106437e-03,9.992135385106825415e-04,2.041475708424026134e-16,7.499999999999997988e-04
3.495000000000000028e-09,1.990036123755824381e-05,6.664728878774511518e-06,3.445374536045123616e-04,6.617816179391866485e-04,1.006319071543699010e-03,9.997093318161766329e-04,2.041695845946072880e-16,7.499999999999997988e-04
3.499999999999999908e-09,1.990031158661481565e-05,6.668033329869503493e-06,3.451991513663586557e-04,6.616139128372656520e-04,1.006813064203624253e-03,1.000204999480425487e-03,2.041916366698219101e-16,7.499999999999997988e-04
3.505000000000000614e-09,1.990026194825366212e-05,6.671336943568456354e-06,3.458606814443532826e-04,6.614462502342602834e-04,1.007306931678613512e-03,1.000700541535268434e-03,2.042137270360870127e-16,7.499999999999997988e-04
3.510000000000000494e-09,1.990021232247160177e-05,6.674639720083578112e-06,3.465220438809899200e-04,6.612786301194011626e-04,1.007800674000391191e-03,1.001195958012536785e-03,2.042358556614628011e-16,7.499999999999997988e-04
3.515000000000000373e-09,1.990016270926543959e-05,6.677941659627020874e-06,3.471832387187512412e-04,6.611110524819209695e-04,1.008294291200672156e-03,1.001691248944053172e-03,2.042580225140283638e-16,7.499999999999997988e-04
3.520000000000000252e-09,1.990011310863198734e-05,6.681242762410888467e-06,3.478442660001092399e-04,6.609435173110549859e-04,1.008787783311164334e-03,1.002186414361633292e-03,2.042802275618823877e-16,7.499999999999997988e-04
3.525000000000000132e-09,1.990006352056806696e-05,6.684543028647227966e-06,3.485051257675252307e-04,6.607760245960419632e-04,1.009281150363567194e-03,1.002681454297084168e-03,2.043024707731430594e-16,7.499999999999997988e-04
3.530000000000000011e-09,1.990001394507048344e-05,6.687842458548029694e-06,3.491658180634497400e-04,6.606085743261226042e-04,1.009774392389572398e-03,1.003176368782204364e-03,2.043247521159475719e-16,7.499999999999997988e-04
3.535000000000000718e-09,1.989996438213605871e-05,6.691141052325234001e-06,3.498263429303222899e-04,6.604411664905412982e-04,1.010267509420863588e-03,1.003671157848785075e-03,2.043470715584526181e-16,7.499999999999997988e-04
3.540000000000000597e-09,1.989991483176160793e-05,6.694438810190728719e-06,3.504867004105719939e-04,6.602738010785439522e-04,1.010760501489115946e-03,1.004165821528609252e-03,2.043694290688342178e-16,7.499999999999997988e-04
3.545000000000000476e-09,1.989986529394394965e-05,6.697735732356344930e-06,3.511468905466170153e-04,6.601064780793801596e-04,1.011253368625997066e-03,1.004660359853451826e-03,2.043918246152877427e-16,7.499999999999997988e-04
3.550000000000000356e-09,1.989981576867989901e-05,6.701031819033861200e-06,3.518069133808648377e-04,6.599391974823018989e-04,1.011746110863166737e-03,1.005154772855079270e-03,2.044142581660276449e-16,7.499999999999997988e-04
3.555000000000000235e-09,1.989976625596627118e-05,6.704327070435001883e-06,3.524667689557121029e-04,6.597719592765635341e-04,1.012238728232275637e-03,1.005649060565250250e-03,2.044367296892877284e-16,7.499999999999997988e-04
3.560000000000000114e-09,1.989971675579988808e-05,6.707621486771437126e-06,3.531264573135448818e-04,6.596047634514224647e-04,1.012731220764967292e-03,1.006143223015715628e-03,2.044592391533211243e-16,7.499999999999997988e-04
3.564999999999999994e-09,1.989966726817757504e-05,6.710915068254786252e-06,3.537859784967382947e-04,6.594376099961394514e-04,1.013223588492877855e-03,1.006637260238218024e-03,2.044817865264003399e-16,7.499999999999997988e-04
3.570000000000000700e-09,1.989961779309614383e-05,6.714207815096611833e-06,3.544453325476568909e-04,6.592704988999765559e-04,1.013715831447633501e-03,1.007131172264491819e-03,2.045043717768167661e-16,7.499999999999997988e-04
3.575000000000000579e-09,1.989956833055242315e-05,6.717499727508423925e-06,3.551045195086544319e-04,6.591034301521999598e-04,1.014207949660854337e-03,1.007624959126263587e-03,2.045269948728814658e-16,7.499999999999997988e-04
3.580000000000000459e-09,1.989951888054323494e-05,6.720790805701680915e-06,3.557635394220738916e-04,6.589364037420776879e-04,1.014699943164151580e-03,1.008118620855252097e-03,2.045496557829244594e-16,7.499999999999997988e-04
3.585000000000000338e-09,1.989946944306540113e-05,6.724081049887785287e-06,3.564223923302475101e-04,6.587694196588808008e-04,1.015191811989128202e-03,1.008612157483167876e-03,2.045723544752949464e-16,7.499999999999997988e-04
3.590000000000000217e-09,1.989942001811574365e-05,6.727370460278084465e-06,3.570810782754970107e-04,6.586024778918829611e-04,1.015683556167380026e-03,1.009105569041712563e-03,2.045950909183614780e-16,7.499999999999997988e-04
3.595000000000000097e-09,1.989937060569109460e-05,6.730659037083876749e-06,3.577395973001331123e-04,6.584355784303609757e-04,1.016175175730494196e-03,1.009598855562581507e-03,2.046178650805118340e-16,7.499999999999997988e-04
3.599999999999999976e-09,1.989932120578827252e-05,6.733946780516403685e-06,3.583979494464559624e-04,6.582687212635933861e-04,1.016666670710049403e-03,1.010092017077460517e-03,2.046406769301527760e-16,7.499999999999997988e-04
3.605000000000000683e-09,1.989927181840410613e-05,6.737233690786854303e-06,3.590561347567550296e-04,6.581019063808625285e-04,1.017158041137617612e-03,1.010585053618028245e-03,2.046635264357103435e-16,7.499999999999997988e-04
3.610000000000000562e-09,1.989922244353542751e-05,6.740519768106364271e-06,3.597141532733088318e-04,6.579351337714531246e-04,1.017649287044761902e-03,1.011077965215954671e-03,2.046864135656298538e-16,7.499999999999997988e-04
3.615000000000000441e-09,1.989917308117905860e-05,6.743805012686014200e-06,3.603720050383854242e-04,6.577684034246521726e-04,1.018140408463037543e-03,1.011570751902902184e-03,2.047093382883755569e-16,7.499999999999997988e-04
3.620000000000000321e-09,1.989912373133183150e-05,6.747089424736834725e-06,3.610296900942420203e-04,6.576017153297498150e-04,1.018631405423991781e-03,1.012063413710525151e-03,2.047323005724310298e-16,7.499999999999997988e-04
3.625000000000000200e-09,1.989907439399057830e-05,6.750373004469798883e-06,3.616872084831253167e-04,6.574350694760390133e-04,1.019122277959164276e-03,1.012555950670469915e-03,2.047553003862989053e-16,7.499999999999997988e-04
3.630000000000000079e-09,1.989902506915212772e-05,6.753655752095828890e-06,3.623445602472710053e-04,6.572684658528148973e-04,1.019613026100086011e-03,1.013048362814374364e-03,2.047783376985009217e-16,7.499999999999997988e-04
3.634999999999999959e-09,1.989897575681330845e-05,6.756937667825792750e-06,3.630017454289042613e-04,6.571019044493757412e-04,1.020103649878279948e-03,1.013540650173869011e-03,2.048014124775778239e-16,7.499999999999997988e-04
3.640000000000000665e-09,1.989892645697095600e-05,6.760218751870504259e-06,3.636587640702395262e-04,6.569353852550226377e-04,1.020594149325262110e-03,1.014032812780575697e-03,2.048245246920897575e-16,7.499999999999997988e-04
3.645000000000000544e-09,1.989887716962190583e-05,6.763499004440725544e-06,3.643156162134803997e-04,6.567689082590590652e-04,1.021084524472539411e-03,1.014524850666108889e-03,2.048476743106157025e-16,7.499999999999997988e-04
3.650000000000000424e-09,1.989882789476299005e-05,6.766778425747163672e-06,3.649723019008200729e-04,6.566024734507913208e-04,1.021574775351611394e-03,1.015016763862074600e-03,2.048708613017538180e-16,7.499999999999997988e-04
3.655000000000000303e-09,1.989877863239104076e-05,6.770057016000473197e-06,3.656288211744409492e-04,6.564360808195284121e-04,1.022064901993969361e-03,1.015508552400071034e-03,2.048940856341211464e-16,7.499999999999997988e-04
3.660000000000000182e-09,1.989872938250289344e-05,6.773334775411255308e-06,3.662851740765146443e-04,6.562697303545819488e-04,1.022554904431096593e-03,1.016000216311688372e-03,2.049173472763540819e-16,7.499999999999997988e-04
3.665000000000000062e-09,1.989868014509538696e-05,6.776611704190056986e-06,3.669413606492020401e-04,6.561034220452664680e-04,1.023044782694468562e-03,1.016491755628508558e-03,2.049406461971079020e-16,7.499999999999997988e-04
3.669999999999999941e-09,1.989863092016535680e-05,6.779887802547372693e-06,3.675973809346534476e-04,6.559371558808992173e-04,1.023534536815552719e-03,1.016983170382105943e-03,2.049639823650568662e-16,7.499999999999997988e-04
3.675000000000000648e-09,1.989858170770964185e-05,6.783163070693643531e-06,3.682532349750085527e-04,6.557709318507999379e-04,1.024024166825808491e-03,1.017474460604046423e-03,2.049873557488944132e-16,7.499999999999997988e-04
3.680000000000000527e-09,1.989853250772508097e-05,6.786437508839256390e-06,3.689089228123962534e-04,6.556047499442912985e-04,1.024513672756687498e-03,1.017965626325888521e-03,2.050107663173329390e-16,7.499999999999997988e-04
3.685000000000000406e-09,1.989848332020851643e-05,6.789711117194547339e-06,3.695644444889347683e-04,6.554386101506984611e-04,1.025003054639633121e-03,1.018456667579182087e-03,2.050342140391037969e-16,7.499999999999997988e-04
3.690000000000000286e-09,1.989843414515678031e-05,6.792983895969795694e-06,3.702198000467317451e-04,6.552725124593491903e-04,1.025492312506080935e-03,1.018947584395469381e-03,2.050576988829572481e-16,7.499999999999997988e-04
3.695000000000000165e-09,1.989838498256672506e-05,6.796255845375228257e-06,3.708749895278839895e-04,6.551064568595748282e-04,1.025981446387458709e-03,1.019438376806284206e-03,2.050812208176628566e-16,7.499999999999997988e-04
3.700000000000000044e-09,1.989833583243518614e-05,6.799526965621020160e-06,3.715300129744778445e-04,6.549404433407083432e-04,1.026470456315186188e-03,1.019929044843152994e-03,2.051047798120088720e-16,7.499999999999997988e-04
3.704999999999999924e-09,1.989828669475900583e-05,6.802797256917293173e-06,3.721848704285888655e-04,6.547744718920856313e-04,1.026959342320674443e-03,1.020419588537593934e-03,2.051283758348025018e-16,7.499999999999997988e-04
