t_s,Ib_A,Is_A,vc_V,Vload_V,Vnode_V,Vdev_V,Ucircuit_J,Vload_simple_V
9.000000000000001233e-11,2.000000000000000164e-05,2.000000000000000164e-05,-1.951563910473908210e-21,0.000000000000000000e+00,-1.951563910473908210e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
9.500000000000000798e-11,2.000000000000000164e-05,2.000000000000000164e-05,-2.059984127722458373e-21,0.000000000000000000e+00,-2.059984127722458373e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.000000000000000166e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.168404344971008913e-21,0.000000000000000000e+00,-2.168404344971008913e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.050000000000000122e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.276824562219559453e-21,0.000000000000000000e+00,-2.276824562219559453e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.100000000000000079e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.385244779468109616e-21,0.000000000000000000e+00,-2.385244779468109616e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.150000000000000165e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.493664996716660156e-21,0.000000000000000000e+00,-2.493664996716660156e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.199999999999999992e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.602085213965210696e-21,0.000000000000000000e+00,-2.602085213965210696e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.250000000000000078e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.710505431213761235e-21,0.000000000000000000e+00,-2.710505431213761235e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.300000000000000164e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.818925648462311775e-21,0.000000000000000000e+00,-2.818925648462311775e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.350000000000000250e-10,2.000000000000000164e-05,2.000000000000000164e-05,-2.927345865710861939e-21,0.000000000000000000e+00,-2.927345865710861939e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.400000000000000077e-10,2.000000000000000164e-05,2.000000000000000164e-05,-3.035766082959412478e-21,0.000000000000000000e+00,-3.035766082959412478e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
1.450000000000000163e-10,2.000000000000000164e-05,2.000000000000000164e-05,-3.144186300207963018e-21,0.000000000000000000e+00,-3.144186300207963018e-21,0.000000000000000000e+00,2.020000000000000283e-16,0.000000000000000000e+00
