delta_over_Delta0,q_ell0,gap_over_kBTc,current_uA
0.1,0.6000000000000001,1.4434851071601829,38.1959331340955
0.1,0.6150000000000001,1.4249012171362085,38.3526788265507
0.1,0.63,1.405508213964867,38.43915056603025
0.1,0.645,1.3852500464336037,38.4511527007578
0.1,0.66,1.3640602413334402,38.38389829391618
0.1,0.675,1.341858961554081,38.23184155054046
0.1,0.6900000000000001,1.318549002697181,37.988452167353415
0.1,0.7050000000000001,1.2940102840095602,37.645909679835455
0.1,0.7200000000000001,1.2680921789570603,37.19468726706938
0.1,0.7350000000000001,1.2406027059121647,36.6229824212777
0.1,0.7500000000000001,1.2112930864022127,35.91593503889426
0.1,0.765,1.1798353466165616,35.05455005880628
0.1,0.78,1.1457892418090116,34.014209379920366
0.1,0.795,1.1085523360444218,32.762613278567486
0.1,0.81,1.0672825209195216,31.256929602119172
0.1,0.8250000000000001,1.0207730971959006,29.439835272395122
0.1,0.8400000000000001,0.9672399404428136,27.23395129130361
0.1,0.8550000000000001,0.9039262826634442,24.53362626631055
0.1,0.8700000000000001,0.8262555704942378,21.190662801803345
0.1,0.8850000000000001,0.725481180451029,16.976743183212676
0.1,0.9,0.5773756183471548,11.368802501982081
0.1,0.915,0.28098584121723436,3.155235232672598
0.1,0.93,0.22648039955950183,2.1037109712604924
0.1,0.9450000000000001,0.20306857089157848,1.6994781180764114
0.1,0.9600000000000001,0.18769596070936703,1.4520272841219792
0.1,0.9750000000000001,0.17614690731119476,1.2765787118301395
0.1,0.9900000000000001,0.16685281801357232,1.1424676450629467
0.1,1.0050000000000001,0.15905180216461404,1.035103002727255
0.1,1.02,0.1523143533807059,0.946396967727497
0.1,1.0350000000000001,0.14637374784698504,0.8714010403280354
0.1,1.05,0.1410526283283619,0.8068694487269512
0.1,1.0650000000000002,0.13622687899749836,0.7505601976772238
0.1,1.08,0.1318061204262515,0.7008613558933057
0.1,1.0950000000000002,0.12772240659584674,0.656576368118001
0.1,1.11,0.12392329874706917,0.6167935383309177
0.1,1.125,0.12036742444931231,0.5808029590536029
0.1,1.1400000000000001,0.1170215210735309,0.5480415933621126
0.1,1.155,0.11385840397750203,0.5180557895240832
0.1,1.1700000000000002,0.11085553158550959,0.49047498662317607
0.1,1.185,0.10799396764983551,0.46499282977824113
0.1,1.2000000000000002,0.10525761481893585,0.4413533243257917
0.1,1.215,0.10263263780793998,0.41934049810059953
0.1,1.2300000000000002,0.10010702166581277,0.39877055642624026
0.1,1.245,0.09767022805157378,0.3794858419535795
0.1,1.26,0.0953129235288704,0.3613501215406396
0.1,1.2750000000000001,0.09302676148904189,0.3442448639864747
0.1,1.29,0.09080420430507614,0.32806626674630945
0.1,1.3050000000000002,0.08863837579739466,0.3127228552786309
0.1,1.32,0.0865229365284601,0.29813352474454463
0.1,1.3350000000000002,0.08445197601307648,0.28422592544471026
0.1,1.35,0.08241991723203876,0.2709351180637234
0.1,1.3650000000000002,0.0804214294024257,0.2582024401083465
0.1,1.3800000000000001,0.07845134552672645,0.2459745383023236
0.1,1.395,0.07650458133784904,0.23420252996686983
0.1,1.4100000000000001,0.07457605216745797,0.22284126279434574
0.1,1.425,0.07266058382056866,0.21184864629920871
0.1,1.4400000000000002,0.07075281279996044,0.20118503088041054
0.1,1.455,0.06884706978729475,0.19081261006371167
0.1,1.4700000000000002,0.06693723825516573,0.18069482038907939
0.1,1.485,0.06501657666127414,0.17079570841344172
0.1,1.5000000000000002,0.06307748734907437,0.1610792259245782
0.1,1.5150000000000001,0.061111206576155354,0.15150839958362994
0.1,1.53,0.05910737556106568,0.14204429587456952
0.1,1.5450000000000002,0.0570534273065056,0.13264465836731307
0.1,1.56,0.05493367865561568,0.1232620160898116
0.1,1.5750000000000002,0.05272793117417026,0.11384091598574403
0.1,1.59,0.050409211890242896,0.10431364619284683
0.1,1.6050000000000002,0.04793991146422356,0.09459321293696854
0.1,1.62,0.04526469235052618,0.0845609468480112
0.1,1.6350000000000002,0.04229617797172916,0.07404254618676595
0.1,1.6500000000000001,0.03888203030121623,0.06275566583835009
0.1,1.665,0.03471260045735075,0.05017203319851495
0.1,1.6800000000000002,0.02895301897286788,0.03501751470478269
0.1,1.695,0.016070161095818967,0.010827565334805896
0.1,1.7100000000000002,0.0,0.0
0.1,1.725,0.0,0.0
0.1,1.7400000000000002,0.0,0.0
0.1,1.7550000000000001,0.0,0.0
0.1,1.7700000000000002,0.0,0.0
0.1,1.7850000000000001,0.0,0.0
0.1,1.8,0.0,0.0
0.2,0.0,1.763876942523398,0.0
0.2,0.015000000000000001,1.7636870645855114,1.2962867237355835
0.2,0.030000000000000002,1.7631172932879784,2.5913022273253326
0.2,0.045000000000000005,1.7621672155577723,3.883774315474363
0.2,0.060000000000000005,1.7608361408619455,5.172428836623872
0.2,0.07500000000000001,1.7591230980678825,6.455988689825218
0.2,0.09000000000000001,1.7570268310013866,7.73317281339686
0.2,0.10500000000000001,1.754545792655278,9.002695148912114
