delta_over_Delta0,q_ell0,H_phase_vacuum_at_fixed_a_0p6Delta0
0.1,0.7039195979899497,1.4650832943712706
0.1,0.7070854271356783,1.4490700573619755
0.1,0.7102512562814071,1.4329849635250438
0.1,0.7134170854271358,1.4168280128604773
0.1,0.7165829145728644,1.4005992053682754
0.1,0.719748743718593,1.384298541048439
0.1,0.7229145728643216,1.3679260199009675
0.1,0.7260804020100503,1.3514816419258593
0.1,0.7292462311557789,1.3349654071231167
0.1,0.7324120603015076,1.3183773154927387
0.1,0.7355778894472362,1.3017173670347253
0.1,0.7387437185929648,1.2849855617490773
0.1,0.7419095477386934,1.2681818996357936
0.1,0.7450753768844222,1.2513063806948737
0.1,0.7482412060301508,1.2343590049263198
0.1,0.7514070351758795,1.2173397723301294
0.1,0.7545728643216081,1.2002486829063046
0.1,0.7577386934673367,1.1830857366548446
0.1,0.7609045226130653,1.1658509335757492
0.1,0.764070351758794,1.1485442736690181
0.1,0.7672361809045227,1.1311657569346518
0.1,0.7704020100502513,1.1137153833726503
0.1,0.7735678391959799,1.096193152983014
0.1,0.7767336683417085,1.0785990657657416
0.1,0.7798994974874371,1.0609331217208344
0.1,0.7830653266331659,1.0431953208482918
0.1,0.7862311557788946,1.025385663148113
0.1,0.7893969849246232,1.0075041486203005
0.1,0.7925628140703518,0.9895507772648525
0.1,0.7957286432160804,0.9715255490817682
0.1,0.7988944723618091,0.9534284640710492
0.1,0.8020603015075377,0.9352595222326955
0.1,0.8052261306532664,0.9170187235667048
0.1,0.808391959798995,0.8987060680730806
0.1,0.8115577889447236,0.8803215557518199
0.1,0.8147236180904522,0.861865186602925
0.1,0.817889447236181,0.843336960626394
0.1,0.8210552763819096,0.8247368778222277
0.1,0.8242211055276383,0.8060649381904263
0.1,0.8273869346733669,0.7873211417309902
0.1,0.8305527638190955,0.768505488443918
0.1,0.8337185929648241,0.7496179783292115
0.1,0.8368844221105528,0.7306586113868685
0.1,0.8400502512562815,0.7116273876168899
0.1,0.8432160804020101,0.6925243070192774
0.1,0.8463819095477387,0.6733493695940288
0.1,0.8495477386934673,0.6541025753411456
0.1,0.8527135678391959,0.634783924260627
0.1,0.8558793969849247,0.615393416352472
0.1,0.8590452261306534,0.5959310516166824
0.1,0.862211055276382,0.5763968300532579
0.1,0.8653768844221106,0.5567907516621978
0.1,0.8685427135678392,0.537112816443503
0.1,0.8717085427135679,0.5173630243971712
0.1,0.8748743718592965,0.49754137552320593
0.1,0.8780402010050252,0.4776478698216043
0.1,0.8812060301507538,0.4576825072923678
0.1,0.8843718592964824,0.4376452879354962
0.1,0.887537688442211,0.41753621175098976
0.1,0.8907035175879398,0.39735527873884646
0.1,0.8938693467336684,0.3771024888990693
0.1,0.8970351758793971,0.35677784223165604
0.1,0.9002010050251257,0.33638133873660764
0.1,0.9033668341708543,0.31591297841392446
0.1,0.906532663316583,0.2953727612636048
0.1,0.9096984924623116,0.27476068728565123
0.1,0.9128643216080402,0.25407675648006206
0.1,0.9160301507537689,0.23332096884683645
0.1,0.9191959798994975,0.21249332438597732
0.1,0.9223618090452261,0.19159382309748257
0.1,0.9255276381909548,0.17062246498135097
0.1,0.9286934673366835,0.14957925003758543
0.1,0.9318592964824121,0.12846417826618428
0.1,0.9350251256281408,0.10727724966714755
