delta_over_kBTc,max_abs_force,energy_on_r_le_0p2
0.04,20.205934556445705,0.12991551802015697
0.02,41.23326660105489,0.11639337658766712
0.01,82.98332876008195,0.11104547493426964
0.005,166.27538035372407,0.1092009736609591
0.0025,332.73900200831133,0.10861193358116321
0.00125,665.5800042029346,0.1084326283681594
