T_over_Tc,delta_kBTc,Q,h,force_scaled_error,current_scaled_error,mixed_scaled_error
5.000000000000000278e-02,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-02,2.063088408625165755e-09,0.000000000000000000e+00,3.700743415417188731e-15
5.000000000000000278e-02,8.000000000000000444e-01,0.000000000000000000e+00,3.000000000000000062e-03,1.685397215037256323e-11,6.167905692361980167e-15,1.233581138472396033e-14
5.000000000000000278e-02,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-03,4.037005680558298801e-13,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,8.000000000000000444e-01,0.000000000000000000e+00,2.999999999999999737e-04,4.475810645836375114e-14,1.233581138472396128e-13,1.233581138472396128e-13
5.000000000000000278e-02,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000048e-04,3.457958648377349891e-12,1.850371707708594066e-13,0.000000000000000000e+00
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-02,2.127709257279969479e-09,7.398137658043424381e-12,3.982925100842749089e-13
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999944e-01,3.000000000000000062e-03,1.734047239039811299e-11,1.896816037572079949e-13,1.217914658013796725e-13
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-03,1.123073557011560752e-13,2.112754415861672896e-13,1.475652933180526816e-12
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999944e-01,2.999999999999999737e-04,4.894939570833346153e-13,6.944445019030354160e-14,2.451761016430964446e-12
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000048e-04,2.746655136536955327e-12,4.433176048479481324e-12,9.992007221626408864e-12
5.000000000000000278e-02,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-02,3.270351101036794716e-09,2.543875322089913947e-09,1.280376159860851195e-08
5.000000000000000278e-02,8.000000000000000444e-01,4.500000000000000111e-01,3.000000000000000062e-03,2.652600361585655264e-11,2.051353977246075355e-11,1.033678055755051148e-10
5.000000000000000278e-02,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-03,3.002043058586423285e-13,6.006196765044534533e-13,1.663860189255511164e-12
5.000000000000000278e-02,8.000000000000000444e-01,4.500000000000000111e-01,2.999999999999999737e-04,6.271649866107509297e-13,9.665397286856856110e-14,3.930502195158957899e-13
5.000000000000000278e-02,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000048e-04,4.019340416050454223e-12,8.674639022828248989e-14,1.703322431292226445e-12
5.000000000000000278e-02,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-02,7.885040065325199521e-09,9.226844655681723085e-08,2.024133861926976377e-07
5.000000000000000278e-02,8.000000000000000444e-01,7.500000000000000000e-01,3.000000000000000062e-03,6.377859351758274897e-11,7.493499014535702364e-10,1.660310761573394204e-09
5.000000000000000278e-02,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-03,1.266819982248534870e-12,1.003072197635860117e-11,2.043800736896628306e-11
5.000000000000000278e-02,8.000000000000000444e-01,7.500000000000000000e-01,2.999999999999999737e-04,4.108380302625391778e-13,1.300071795862118208e-12,2.036468716369690168e-13
5.000000000000000278e-02,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000048e-04,3.043232332800016593e-12,4.498854673553866381e-12,2.520382074707519958e-12
5.000000000000000278e-02,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,3.950697546883930045e-10,7.401486830834377462e-15,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,3.202937914892345361e-12,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,1.525279902381271313e-12,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,1.278588346309561530e-12,2.467162276944792256e-13,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,1.771860436150518581e-11,7.401486830834376263e-13,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-02,3.949089943944272818e-10,1.765254609153998899e-14,6.383782391594650107e-14
5.000000000000000278e-02,1.500000000000000000e+00,1.499999999999999944e-01,3.000000000000000062e-03,3.434419415526690500e-12,3.868017017794045387e-13,2.250977182427504886e-13
5.000000000000000278e-02,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-03,1.090683099391753785e-12,1.065814103640150279e-13,6.754041770307139814e-13
5.000000000000000278e-02,1.500000000000000000e+00,1.499999999999999944e-01,2.999999999999999737e-04,1.953992523340275511e-14,1.044053732357497211e-12,1.264433002745590784e-12
5.000000000000000278e-02,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000048e-04,2.000360987963745174e-11,2.757494232952240054e-11,9.436895709313830594e-12
5.000000000000000278e-02,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-02,3.948684434984528480e-10,1.001238901539498419e-15,1.719775698568782570e-12
5.000000000000000278e-02,1.500000000000000000e+00,4.500000000000000111e-01,3.000000000000000062e-03,3.643085833004988672e-12,2.562059100272738549e-13,4.374660726320625731e-13
5.000000000000000278e-02,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-03,7.484290964754336528e-13,5.720411590795667865e-13,1.312240686000673004e-13
5.000000000000000278e-02,1.500000000000000000e+00,4.500000000000000111e-01,2.999999999999999737e-04,5.016626003495616715e-12,1.158433409081199615e-12,2.625426563366575581e-12
5.000000000000000278e-02,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000048e-04,8.224809722179315941e-13,3.878020763196152967e-12,3.190020875234947761e-11
5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-02,4.147582832736418368e-10,2.029272217263153807e-10,2.630227879259746548e-09
5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,3.000000000000000062e-03,3.139488669035017665e-12,1.478727069547631145e-12,2.146063277602982411e-11
5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-03,1.048050535246147774e-13,4.392169692298794999e-13,7.877039741520801342e-13
5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,2.999999999999999737e-04,5.113132139911158447e-12,5.806825574787670731e-13,4.043244613185073450e-12
5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000048e-04,2.460376347102055661e-11,8.398115873822849495e-12,1.575407948305053688e-12
5.000000000000000278e-02,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,1.665713122989131989e-10,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,3.441691376337985275e-15,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,2.167710455580618145e-12,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,1.065481036732762732e-11,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,2.940514498561697110e-11,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-02,1.667999072196835186e-10,6.388223283693150734e-13,1.230682222796986025e-13
5.000000000000000278e-02,2.000000000000000000e+00,1.499999999999999944e-01,3.000000000000000062e-03,4.194422587033841410e-13,5.011546733157956623e-13,1.893540879649435738e-12
5.000000000000000278e-02,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-03,9.622302954426231736e-13,4.383826635034893116e-12,1.276756478318930021e-12
5.000000000000000278e-02,2.000000000000000000e+00,1.499999999999999944e-01,2.999999999999999737e-04,4.909628259497367253e-12,1.036970509460388712e-11,1.171895913643083986e-12
5.000000000000000278e-02,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000048e-04,4.048616997209819601e-11,1.678446270858557909e-11,1.369271362960944316e-11
5.000000000000000278e-02,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-02,1.665961812946648024e-10,2.299105830794288310e-13,4.230778067731939048e-13
5.000000000000000278e-02,2.000000000000000000e+00,4.500000000000000111e-01,3.000000000000000062e-03,1.696087714719851647e-12,3.065474441059050911e-13,7.271009195046331034e-13
5.000000000000000278e-02,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-03,3.126943148856753396e-12,3.256244309708648511e-14,3.942208411974390651e-13
5.000000000000000278e-02,2.000000000000000000e+00,4.500000000000000111e-01,2.999999999999999737e-04,7.025047210618140525e-12,3.138986623202473730e-12,4.117400153793587100e-12
5.000000000000000278e-02,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000048e-04,2.307420920999447844e-11,5.997738887630020849e-12,2.102616278598724836e-12
5.000000000000000278e-02,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-02,1.203056193442773857e-10,2.837917426486581306e-13,6.802659590759818809e-12
5.000000000000000278e-02,2.000000000000000000e+00,7.500000000000000000e-01,3.000000000000000062e-03,1.988220016822969717e-13,6.435186908132837505e-14,1.892255797151006556e-13
5.000000000000000278e-02,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-03,1.835490030070251933e-12,4.240788172459539824e-13,1.892255797151603314e-13
5.000000000000000278e-02,2.000000000000000000e+00,7.500000000000000000e-01,2.999999999999999737e-04,3.762842891289352554e-12,6.722625256696104290e-13,2.207694838538353424e-12
5.000000000000000278e-02,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000048e-04,1.125721179961276768e-11,9.576416144222745936e-12,1.923799701282596864e-11
1.499999999999999944e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000021e-02,6.341565672585147695e-08,4.625929269271485914e-16,1.850371707708594366e-15
1.499999999999999944e-01,2.500000000000000000e-01,0.000000000000000000e+00,3.000000000000000062e-03,5.136726599630492274e-10,0.000000000000000000e+00,3.083952846180990083e-15
1.499999999999999944e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000021e-03,6.336153823838230892e-12,2.312964634635742661e-15,9.251858538542970644e-15
1.499999999999999944e-01,2.500000000000000000e-01,0.000000000000000000e+00,2.999999999999999737e-04,7.027711745877240901e-14,1.156482317317871449e-14,9.251858538542971591e-14
1.499999999999999944e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000048e-04,2.553512956637860043e-13,4.625929269271485164e-14,2.775557561562890846e-13
1.499999999999999944e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000021e-02,5.841051564647870009e-08,1.086677682560210911e-08,7.373401134103119148e-08
1.499999999999999944e-01,2.500000000000000000e-01,1.499999999999999944e-01,3.000000000000000062e-03,4.732381153615961011e-10,8.806087803403528369e-11,5.966585003847058033e-10
1.499999999999999944e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000021e-03,5.849987161354874843e-12,1.093014567743466614e-12,7.230327447871331970e-12
1.499999999999999944e-01,2.500000000000000000e-01,1.499999999999999944e-01,2.999999999999999737e-04,9.370282327836321201e-14,2.498001805406602216e-16,4.241051954068097984e-14
1.499999999999999944e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000048e-04,2.132738430304925714e-13,6.576683642123271056e-14,3.121947145245940192e-13
1.499999999999999944e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000021e-02,1.360792711846414704e-08,2.405828730678294392e-09,6.175021221080181267e-08
1.499999999999999944e-01,2.500000000000000000e-01,4.500000000000000111e-01,3.000000000000000062e-03,1.102470337244199072e-10,1.946473537906001638e-11,5.004134750133245387e-10
1.499999999999999944e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000021e-03,1.356470491487016261e-12,2.451372438372345641e-13,6.260579541899739854e-12
1.499999999999999944e-01,2.500000000000000000e-01,4.500000000000000111e-01,2.999999999999999737e-04,3.330669073875469621e-15,4.976574707882264192e-14,1.347284996379469036e-14
1.499999999999999944e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000048e-04,1.768585278227874369e-13,8.901213099932192563e-14,1.403519500575035298e-12
1.499999999999999944e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000021e-02,4.035119460787939261e-11,3.225962080799504861e-09,2.782633739864335647e-08
1.499999999999999944e-01,2.500000000000000000e-01,7.500000000000000000e-01,3.000000000000000062e-03,3.280709037767337577e-13,2.611996730017551727e-11,2.254492292651552221e-10
1.499999999999999944e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000021e-03,1.942890293094023946e-15,3.103906021095781398e-13,2.962422867955021324e-12
1.499999999999999944e-01,2.500000000000000000e-01,7.500000000000000000e-01,2.999999999999999737e-04,1.403044347370041578e-13,2.706168622523819067e-14,2.723096105376801562e-13
1.499999999999999944e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000048e-04,3.369249323981193811e-13,2.852162950262027152e-13,7.541809745321904692e-13
1.499999999999999944e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-02,4.216990279966566538e-09,0.000000000000000000e+00,5.551115123125782702e-15
1.499999999999999944e-01,8.000000000000000444e-01,0.000000000000000000e+00,3.000000000000000062e-03,3.413395753164763565e-11,6.167905692361980167e-15,2.467162276944792067e-14
1.499999999999999944e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-03,4.549097924787679021e-13,9.251858538542970644e-15,1.850371707708594129e-14
1.499999999999999944e-01,8.000000000000000444e-01,0.000000000000000000e+00,2.999999999999999737e-04,5.741579905071828037e-14,6.167905692361980640e-14,6.167905692361980640e-14
1.499999999999999944e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000048e-04,2.370830840801966959e-13,1.850371707708594066e-13,5.551115123125781692e-13
1.499999999999999944e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-02,4.297497515790751466e-09,1.760345758050618770e-09,2.855127245737776320e-09
1.499999999999999944e-01,8.000000000000000444e-01,1.499999999999999944e-01,3.000000000000000062e-03,3.472858035715005433e-11,1.422578721488321207e-11,2.316818958902899794e-11
1.499999999999999944e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-03,2.846530355823905042e-13,2.832734047331086913e-13,2.498001805406602216e-13
1.499999999999999944e-01,8.000000000000000444e-01,1.499999999999999944e-01,2.999999999999999737e-04,1.330443535874216498e-13,2.964850587261480541e-13,8.634759574022154993e-13
1.499999999999999944e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000048e-04,1.232161797246025441e-12,2.348676808594518661e-13,6.476486014150850679e-13
1.499999999999999944e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-02,1.694698048559928338e-09,7.695144965680356108e-09,3.292588113406829377e-08
1.499999999999999944e-01,8.000000000000000444e-01,4.500000000000000111e-01,3.000000000000000062e-03,1.373912095203877470e-11,6.215894465810833935e-11,2.668008878736724027e-10
1.499999999999999944e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-03,2.007283228522283025e-13,4.427569422205124283e-13,3.561455752436674987e-12
1.499999999999999944e-01,8.000000000000000444e-01,4.500000000000000111e-01,2.999999999999999737e-04,3.543831894603499677e-13,5.533351554731780197e-13,4.225996188386673283e-13
1.499999999999999944e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000048e-04,2.006173005497657869e-13,1.231792445821611182e-12,3.380507201219627832e-12
1.499999999999999944e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-02,3.204397192035912667e-09,1.710152323113515776e-08,5.918732373996595076e-08
1.499999999999999944e-01,8.000000000000000444e-01,7.500000000000000000e-01,3.000000000000000062e-03,2.592864811745698717e-11,1.387145478132353810e-10,4.802169098976424061e-10
1.499999999999999944e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-03,3.009259508246486803e-13,1.680996532494438527e-12,6.217830412652269701e-12
1.499999999999999944e-01,8.000000000000000444e-01,7.500000000000000000e-01,2.999999999999999737e-04,1.019018203152199931e-12,2.685356338585986336e-14,8.200378929833599846e-13
1.499999999999999944e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000048e-04,5.230260669009112462e-13,3.477445119817880174e-12,3.802270396217023908e-12
1.499999999999999944e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,4.498330596902633260e-10,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,3.770039835870875322e-12,2.467162276944792067e-14,0.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,7.660538869913580129e-15,7.401486830834376515e-14,0.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,3.187283770245130654e-12,2.467162276944792256e-13,0.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,2.857214465024071615e-12,7.401486830834376263e-13,0.000000000000000000e+00
1.499999999999999944e-01,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-02,4.609431725199897301e-10,1.345166200650282917e-10,4.911968609633277083e-10
1.499999999999999944e-01,1.500000000000000000e+00,1.499999999999999944e-01,3.000000000000000062e-03,4.183764445997439907e-12,1.161404306060376257e-12,4.394651309524988392e-12
1.499999999999999944e-01,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-03,6.927791673660976812e-13,7.790434963794723444e-13,2.414735078559715475e-12
1.499999999999999944e-01,1.500000000000000000e+00,1.499999999999999944e-01,2.999999999999999737e-04,5.676459302605962876e-12,2.826849865300573583e-12,7.308986749166024310e-12
1.499999999999999944e-01,1.500000000000000000e+00,1.499999999999999944e-01,1.000000000000000048e-04,9.500511488624852063e-12,1.593170040337099636e-12,5.181022277866986769e-12
1.499999999999999944e-01,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-02,5.973020689165053909e-10,9.501708615424696853e-10,3.828241236658033728e-09
1.499999999999999944e-01,1.500000000000000000e+00,4.500000000000000111e-01,3.000000000000000062e-03,4.556438559788489329e-12,7.532673746755582154e-12,3.128761860083959915e-11
1.499999999999999944e-01,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-03,1.241368119409003157e-12,2.251596306376768111e-13,3.915317904549602973e-14
1.499999999999999944e-01,1.500000000000000000e+00,4.500000000000000111e-01,2.999999999999999737e-04,4.864858516029357816e-12,7.317410020871857443e-13,2.914719260853320389e-12
1.499999999999999944e-01,1.500000000000000000e+00,4.500000000000000111e-01,1.000000000000000048e-04,1.929773008058077721e-11,3.777789437306522414e-12,2.610733978756673666e-13
1.499999999999999944e-01,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-02,6.777212679942579143e-10,7.060157864722499155e-10,1.804809187582894711e-08
1.499999999999999944e-01,1.500000000000000000e+00,7.500000000000000000e-01,3.000000000000000062e-03,5.789702051117728843e-12,5.731502226366115879e-12,1.454955907749262324e-10
1.499999999999999944e-01,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-03,1.069089261562794491e-12,4.998542822155774441e-13,1.582971312582269351e-12
1.499999999999999944e-01,1.500000000000000000e+00,7.500000000000000000e-01,2.999999999999999737e-04,1.200706201132106798e-12,1.801608207685051541e-12,1.690679019277324268e-12
1.499999999999999944e-01,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000048e-04,1.402999938449056572e-11,1.551080280180369086e-12,1.997941072963827150e-12
1.499999999999999944e-01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,1.689113293679156413e-10,7.401486830834377462e-15,0.000000000000000000e+00
1.499999999999999944e-01,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,1.080247002960277314e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,1.771027768882049713e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,2.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,6.543321440233285102e-12,2.467162276944792256e-13,0.000000000000000000e+00
1.499999999999999944e-01,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,9.257150601627017750e-12,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-02,1.697788576393577387e-10,1.055777687497538864e-11,4.562739075453237092e-11
1.499999999999999944e-01,2.000000000000000000e+00,1.499999999999999944e-01,3.000000000000000062e-03,2.750022431996512751e-13,2.609024107869117870e-13,1.418587469714793770e-12
1.499999999999999944e-01,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000021e-03,6.696865284538944252e-13,8.459899447643692838e-14,2.960409695162979915e-13
1.499999999999999944e-01,2.000000000000000000e+00,1.499999999999999944e-01,2.999999999999999737e-04,6.393441331908888969e-12,5.780931289223190106e-13,1.819544515058169054e-12
1.499999999999999944e-01,2.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000048e-04,2.255973186038318090e-13,8.057110534309686045e-12,3.265909764849084240e-11
1.499999999999999944e-01,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-02,1.820593675816439827e-10,9.555146254298244679e-11,7.440264998302281949e-10
1.499999999999999944e-01,2.000000000000000000e+00,4.500000000000000111e-01,3.000000000000000062e-03,9.747758156208874425e-13,1.013489301053187880e-12,5.406951540047458375e-12
1.499999999999999944e-01,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000021e-03,2.158828671383616893e-12,8.949122024694248617e-13,4.454300419595030177e-13
1.499999999999999944e-01,2.000000000000000000e+00,4.500000000000000111e-01,2.999999999999999737e-04,6.377565142656749231e-12,1.168690628146894437e-12,6.027063112756283563e-12
1.499999999999999944e-01,2.000000000000000000e+00,4.500000000000000111e-01,1.000000000000000048e-04,2.315414526776748971e-11,3.484721437327263181e-12,5.503018520438849835e-12
1.499999999999999944e-01,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-02,1.963087208659236615e-10,9.590556541018786983e-10,4.055946431001919889e-09
1.499999999999999944e-01,2.000000000000000000e+00,7.500000000000000000e-01,3.000000000000000062e-03,1.227312088988529022e-12,7.856306853261779822e-12,3.269021691920203327e-11
1.499999999999999944e-01,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000021e-03,2.295501459036516116e-12,1.089302752938142896e-12,8.782148626050658025e-13
1.499999999999999944e-01,2.000000000000000000e+00,7.500000000000000000e-01,2.999999999999999737e-04,1.728396421442782823e-12,9.699593946795776280e-13,9.408772901298828015e-13
1.499999999999999944e-01,2.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000048e-04,6.891632198867955113e-12,1.267567876943755699e-12,3.763509160486876151e-12
4.000000000000000222e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000021e-02,4.810155995738085721e-09,2.312964634635742957e-16,4.625929269271485914e-16
4.000000000000000222e-01,2.500000000000000000e-01,0.000000000000000000e+00,3.000000000000000062e-03,3.897110412154347614e-11,1.927470528863118802e-16,1.541976423090495042e-15
4.000000000000000222e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000021e-03,4.796163466380676255e-13,1.156482317317871331e-15,1.387778780781445676e-14
4.000000000000000222e-01,2.500000000000000000e-01,0.000000000000000000e+00,2.999999999999999737e-04,3.386180225106727448e-15,5.782411586589357244e-15,0.000000000000000000e+00
4.000000000000000222e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000048e-04,3.907985046680551022e-14,1.156482317317871291e-14,1.850371707708594066e-13
4.000000000000000222e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000021e-02,4.251907326224824146e-09,1.644275431089692319e-09,3.962512207245083573e-09
4.000000000000000222e-01,2.500000000000000000e-01,1.499999999999999944e-01,3.000000000000000062e-03,3.444677876274226946e-11,1.332375876295088801e-11,3.211009236281370249e-11
4.000000000000000222e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000021e-03,4.267142195146789163e-13,1.606700883449718731e-13,3.498312750593868259e-13
4.000000000000000222e-01,2.500000000000000000e-01,1.499999999999999944e-01,2.999999999999999737e-04,2.164934898019055254e-15,6.591949208711866959e-16,1.021405182655144017e-13
4.000000000000000222e-01,2.500000000000000000e-01,1.499999999999999944e-01,1.000000000000000048e-04,4.218847493575594854e-14,2.956662692454870012e-14,1.503241975342461956e-13
4.000000000000000222e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000021e-02,1.618550571347299183e-09,1.412694114466539475e-09,3.518669577928790204e-09
4.000000000000000222e-01,2.500000000000000000e-01,4.500000000000000111e-01,3.000000000000000062e-03,1.311312169960388019e-11,1.144599692803893731e-11,2.851963110117594624e-11
4.000000000000000222e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000021e-03,1.550981565401343687e-13,1.475347621848754898e-13,4.776179451937423437e-13
4.000000000000000222e-01,2.500000000000000000e-01,4.500000000000000111e-01,2.999999999999999737e-04,7.605027718682322302e-15,3.326505737533125284e-14,8.482103908136195969e-14
4.000000000000000222e-01,2.500000000000000000e-01,4.500000000000000111e-01,1.000000000000000048e-04,1.157962614684038272e-13,5.252742685257771882e-14,6.938893903907228378e-14
4.000000000000000222e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000021e-02,2.598300880007897717e-10,2.386378594732008196e-10,3.248206703609923807e-09
4.000000000000000222e-01,2.500000000000000000e-01,7.500000000000000000e-01,3.000000000000000062e-03,2.111422148232122709e-12,1.928235349168971879e-12,2.630728968000539680e-11
4.000000000000000222e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000021e-03,3.206462872995530233e-14,6.175615574477433256e-15,1.781907954523376247e-13
4.000000000000000222e-01,2.500000000000000000e-01,7.500000000000000000e-01,2.999999999999999737e-04,2.210037708394452238e-14,3.218258992632172522e-14,6.707967514785195817e-13
4.000000000000000222e-01,2.500000000000000000e-01,7.500000000000000000e-01,1.000000000000000048e-04,2.402245069532682464e-14,2.177424907046088265e-14,2.312594560294201074e-13
4.000000000000000222e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-02,1.982154995694429545e-09,4.625929269271485914e-16,0.000000000000000000e+00
4.000000000000000222e-01,8.000000000000000444e-01,0.000000000000000000e+00,3.000000000000000062e-03,1.603572830077837352e-11,4.625929269271485322e-15,6.167905692361980167e-15
4.000000000000000222e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000021e-03,1.548761119352093374e-13,1.850371707708594129e-14,9.251858538542970644e-15
4.000000000000000222e-01,8.000000000000000444e-01,0.000000000000000000e+00,2.999999999999999737e-04,3.212985433265203028e-13,4.625929269271485795e-14,6.167905692361980640e-14
4.000000000000000222e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.000000000000000048e-04,1.292854712175994791e-12,9.251858538542970329e-14,9.251858538542970329e-14
4.000000000000000222e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-02,2.034862611743903926e-09,3.879578658327886842e-09,4.945726272964634518e-09
