T_over_Tc,delta_kBTc,Q,h,force_scaled_error,current_scaled_error,mixed_scaled_error
4.000000000000000222e-01,8.000000000000000444e-01,1.499999999999999944e-01,3.000000000000000062e-03,1.647304515017822268e-11,3.140476767526934054e-11,4.012989940349598328e-11
4.000000000000000222e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000021e-03,1.588729148238599009e-13,3.493316746983055054e-13,3.145261828763068479e-13
4.000000000000000222e-01,8.000000000000000444e-01,1.499999999999999944e-01,2.999999999999999737e-04,2.512434704726729251e-13,1.564304241696845565e-13,4.629630012686902774e-14
4.000000000000000222e-01,8.000000000000000444e-01,1.499999999999999944e-01,1.000000000000000048e-04,8.064660050877137110e-13,9.229839115221238899e-13,2.220446049250313081e-12
4.000000000000000222e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-02,1.861654608248386467e-09,9.642189269243317540e-09,3.742975038217543720e-09
4.000000000000000222e-01,8.000000000000000444e-01,4.500000000000000111e-01,3.000000000000000062e-03,1.505717772687376055e-11,7.812017699393436487e-11,3.035021640282579058e-11
4.000000000000000222e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000021e-03,1.955102746364900668e-13,9.426903702092204185e-13,5.367159596535562510e-13
4.000000000000000222e-01,8.000000000000000444e-01,4.500000000000000111e-01,2.999999999999999737e-04,9.903189379656396341e-14,1.798561299892753595e-14,1.206163455175073703e-12
4.000000000000000222e-01,8.000000000000000444e-01,4.500000000000000111e-01,1.000000000000000048e-04,4.843903056439557986e-13,1.979527652906654112e-13,1.688744633569467933e-12
4.000000000000000222e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-02,7.390229903730949346e-10,3.032376016953719500e-09,6.721750454370012148e-09
4.000000000000000222e-01,8.000000000000000444e-01,7.500000000000000000e-01,3.000000000000000062e-03,5.988988818761420418e-12,2.452271719022292018e-11,5.436899993190191004e-11
4.000000000000000222e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000021e-03,1.172395514004165307e-13,2.950972799453666084e-13,5.461607264072913848e-13
4.000000000000000222e-01,8.000000000000000444e-01,7.500000000000000000e-01,2.999999999999999737e-04,2.343299165818990559e-13,3.443911822387235588e-13,3.641071509380845312e-13
4.000000000000000222e-01,8.000000000000000444e-01,7.500000000000000000e-01,1.000000000000000048e-04,2.282601191394562079e-13,4.986011603591578023e-13,2.534278055749220364e-12
4.000000000000000222e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,5.316121987064548193e-10,1.850371707708594366e-15,0.000000000000000000e+00
4.000000000000000222e-01,1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,4.264200104131532498e-12,1.233581138472396033e-14,0.000000000000000000e+00
4.000000000000000222e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,4.833355937705618999e-13,3.700743415417188258e-14,0.000000000000000000e+00
4.000000000000000222e-01,1.500000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,1.988298414801192848e-12,6.167905692361980640e-14,0.000000000000000000e+00
4.000000000000000222e-01,1.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,8.489875469308572065e-13,0.000000000000000000e+00,0.000000000000000000e+00
