nu_THz,alpha2F,phdos_as_supplied,cumulative_modes
6.116360000000000241e+00,5.125212999999999575e-01,7.112029000000000267e-02,3.068156693406808855e-01
6.118000000000000327e+00,4.985071999999999837e-01,7.110687000000000257e-02,3.069322956118809009e-01
6.119640000000000413e+00,4.844931000000000099e-01,7.109356000000000009e-02,3.070488999644809258e-01
6.121279999999999610e+00,4.704789999999999806e-01,7.108043999999999474e-02,3.071654826444808473e-01
6.122919999999999696e+00,4.564649000000000068e-01,7.106751999999999514e-02,3.072820439716808516e-01
6.123062000000000005e+00,4.552554999999999796e-01,7.106642000000000514e-02,3.072921354814208694e-01
6.124559999999999782e+00,4.435169999999999946e-01,7.105477999999999794e-02,3.073985842602208751e-01
6.126190000000000246e+00,4.307481000000000226e-01,7.104243999999999837e-02,3.075143934945209212e-01
6.127830000000000332e+00,4.179008000000000167e-01,7.103075999999999834e-02,3.076308935185209092e-01
6.129470000000000418e+00,4.050536000000000136e-01,7.101973999999999787e-02,3.077473749285208893e-01
6.131109999999999616e+00,3.922064000000000106e-01,7.100950999999999791e-02,3.078638389135208153e-01
6.132749999999999702e+00,3.793592000000000075e-01,7.100027999999999895e-02,3.079802869413208466e-01
6.133066999999999602e+00,3.768795999999999813e-01,7.099867999999999457e-02,3.080027937764808210e-01
6.134389999999999787e+00,3.676056999999999797e-01,7.099197000000000146e-02,3.080967205914558193e-01
6.136029999999999873e+00,3.561136999999999775e-01,7.098459000000000019e-02,3.082131413706558076e-01
6.137669999999999959e+00,3.446217999999999781e-01,7.097813000000000039e-02,3.083295508010558406e-01
6.139310000000000045e+00,3.331298999999999788e-01,7.097259999999999680e-02,3.084459503996558327e-01
6.140950000000000131e+00,3.216379999999999795e-01,7.096695000000000086e-02,3.085623408306558124e-01
6.142590000000000217e+00,3.101459999999999773e-01,7.096173000000000064e-02,3.086787223482558296e-01
6.143072000000000088e+00,3.067717999999999834e-01,7.096041000000000154e-02,3.087129255839958231e-01
6.144230000000000302e+00,2.996794999999999876e-01,7.095724000000000475e-02,3.087950959033458620e-01
6.145870000000000388e+00,2.896390999999999827e-01,7.095353999999999550e-02,3.089114627429458415e-01
6.147509999999999586e+00,2.795987999999999807e-01,7.095063000000000064e-02,3.090278241623458100e-01
6.149149999999999672e+00,2.695584999999999787e-01,7.094852000000000103e-02,3.091441814653458353e-01
6.150780000000000136e+00,2.595793000000000128e-01,7.094720000000000193e-02,3.092598264771458938e-01
6.152420000000000222e+00,2.495390000000000108e-01,7.094657000000000047e-02,3.093761793685458894e-01
6.153076999999999686e+00,2.455196000000000045e-01,7.094646999999999759e-02,3.094227912321858565e-01
6.154060000000000308e+00,2.403788000000000036e-01,7.094631999999999328e-02,3.094925315384708941e-01
6.155700000000000394e+00,2.318060999999999872e-01,7.094643999999999950e-02,3.096088836016708812e-01
6.157339999999999591e+00,2.232332999999999956e-01,7.094691000000000192e-02,3.097252361486708128e-01
6.158979999999999677e+00,2.146606000000000070e-01,7.094768999999999382e-02,3.098415897206708292e-01
6.160619999999999763e+00,2.060878999999999905e-01,7.095029999999999393e-02,3.099579460724708468e-01
6.162259999999999849e+00,1.975152000000000019e-01,7.095509999999999318e-02,3.100743085004708521e-01
6.163082000000000171e+00,1.932207999999999981e-01,7.095751000000000142e-02,3.101326345831808551e-01
6.163899999999999935e+00,1.896508000000000083e-01,7.095991000000000104e-02,3.101906788079608623e-01
6.165540000000000020e+00,1.824971999999999983e-01,7.096471999999999503e-02,3.103070570045608489e-01
6.167180000000000106e+00,1.753436999999999912e-01,7.096951999999999428e-02,3.104234430813608281e-01
6.168820000000000192e+00,1.681901000000000090e-01,7.097427000000000596e-02,3.105398369891608223e-01
6.170460000000000278e+00,1.610366000000000020e-01,7.097891000000000616e-02,3.106562385967608364e-01
6.172100000000000364e+00,1.538829999999999920e-01,7.098322999999999439e-02,3.107726475515608655e-01
6.173086999999999769e+00,1.495798000000000127e-01,7.098561999999999927e-02,3.108427091790358365e-01
6.173739999999999561e+00,1.472571000000000019e-01,7.098720000000000030e-02,3.108890633047658447e-01
6.175370000000000026e+00,1.414631000000000083e-01,7.099083999999999950e-02,3.110047754073658743e-01
6.177010000000000112e+00,1.356335999999999931e-01,7.099408000000000107e-02,3.111212030417658814e-01
6.178650000000000198e+00,1.298041000000000056e-01,7.099631000000000691e-02,3.112376351615658843e-01
6.180290000000000283e+00,1.239746999999999932e-01,7.099627000000000021e-02,3.113540690771658959e-01
6.181930000000000369e+00,1.181452000000000058e-01,7.099577999999999445e-02,3.114705025581658848e-01
6.183092000000000255e+00,1.140164000000000039e-01,7.099506999999999346e-02,3.115529992420158489e-01
6.183569999999999567e+00,1.126658999999999994e-01,7.099477999999999345e-02,3.115869348161657837e-01
6.185209999999999653e+00,1.080369999999999941e-01,7.099360999999999866e-02,3.117033652959658174e-01
6.186849999999999739e+00,1.034081000000000028e-01,7.099189000000000194e-02,3.118197934059658283e-01
6.188489999999999824e+00,9.877924999999999900e-02,7.098981000000000041e-02,3.119362183999658256e-01
6.190129999999999910e+00,9.415034999999999377e-02,7.098749000000000031e-02,3.120526397859658130e-01
6.191769999999999996e+00,8.952145999999999715e-02,7.098492000000000690e-02,3.121690571621658084e-01
6.193096999999999852e+00,8.577727999999999742e-02,7.098258000000000345e-02,3.122632525984158081e-01
6.193410000000000082e+00,8.509637000000000451e-02,7.098203000000000151e-02,3.122854700598808320e-01
6.195050000000000168e+00,8.153378000000000014e-02,7.097892000000000090e-02,3.124018780388808647e-01
6.196690000000000254e+00,7.797120000000000439e-02,7.097583000000000364e-02,3.125182809338808432e-01
6.198330000000000339e+00,7.440861000000000003e-02,7.097285999999999873e-02,3.126346788596808257e-01
6.199959999999999916e+00,7.086774999999999325e-02,7.097022000000000053e-02,3.127503624698808049e-01
6.201600000000000001e+00,6.730516999999999750e-02,7.096805999999999948e-02,3.128667518594808183e-01
6.203102000000000338e+00,6.404334000000000415e-02,7.096792999999999851e-02,3.129733457879708691e-01
6.203240000000000087e+00,6.382169000000000036e-02,7.096792000000000378e-02,3.129831393616208657e-01
6.204880000000000173e+00,6.119615999999999945e-02,7.097565999999999597e-02,3.130995330972208834e-01
6.206520000000000259e+00,5.857061999999999685e-02,7.098994999999999611e-02,3.132159448974208837e-01
6.208160000000000345e+00,5.594509000000000287e-02,7.100562000000000540e-02,3.133323812648208806e-01
6.209800000000000431e+00,5.331955000000000028e-02,7.102187000000000083e-02,3.134488438066209137e-01
6.211439999999999628e+00,5.069401999999999936e-02,7.103885000000000061e-02,3.135653335970208788e-01
6.213079999999999714e+00,4.806847999999999677e-02,7.105661000000000616e-02,3.136818518742208739e-01
6.213106999999999935e+00,4.802597000000000116e-02,7.105691000000000090e-02,3.136837704067408916e-01
6.214719999999999800e+00,4.625607999999999803e-02,7.107502999999999738e-02,3.137983998163508814e-01
6.216359999999999886e+00,4.445707000000000131e-02,7.109387000000000345e-02,3.139149783143508898e-01
6.217999999999999972e+00,4.265805000000000291e-02,7.111127000000000420e-02,3.140315865291509190e-01
6.219640000000000057e+00,4.085902999999999757e-02,7.112704000000000248e-02,3.141482219433509027e-01
6.221280000000000143e+00,3.906000999999999918e-02,7.114078000000000068e-02,3.142648815557508857e-01
6.222920000000000229e+00,3.726100000000000245e-02,7.115422999999999887e-02,3.143815634639509082e-01
6.223112000000000421e+00,3.705086999999999964e-02,7.115599000000000229e-02,3.143952252450709084e-01
6.224549999999999805e+00,3.612735000000000252e-02,7.116914000000000573e-02,3.144975570135408738e-01
6.226189999999999891e+00,3.507442000000000198e-02,7.118816000000000033e-02,3.146142899995408859e-01
6.227829999999999977e+00,3.402150000000000313e-02,7.121122000000000563e-02,3.147310574911408865e-01
6.229470000000000063e+00,3.296857999999999733e-02,7.123424000000000422e-02,3.148478627683408693e-01
6.231110000000000149e+00,3.191565999999999848e-02,7.125546000000000657e-02,3.149647043223408605e-01
6.232750000000000234e+00,3.086273000000000141e-02,7.127485999999999544e-02,3.150815791847408898e-01
6.233117000000000019e+00,3.062739000000000086e-02,7.127883000000000135e-02,3.151077377868558571e-01
6.234390000000000320e+00,3.035710000000000144e-02,7.129261000000000625e-02,3.151984845084158660e-01
6.236030000000000406e+00,3.000900000000000095e-02,7.130828000000000166e-02,3.153154172382158782e-01
6.237669999999999604e+00,2.966090000000000046e-02,7.132202999999999460e-02,3.154323740924158126e-01
6.239309999999999690e+00,2.931279999999999997e-02,7.133251000000000175e-02,3.155493508152158455e-01
6.240949999999999775e+00,2.896469999999999947e-02,7.133792999999999385e-02,3.156663405760158359e-01
6.242589999999999861e+00,2.861659999999999898e-02,7.134095000000000020e-02,3.157833372576158149e-01
6.243121999999999616e+00,2.850377000000000119e-02,7.134182000000000023e-02,3.158212908744357783e-01
6.244229999999999947e+00,2.874795999999999949e-02,7.134361999999999648e-02,3.159003386081957743e-01
6.245870000000000033e+00,2.910926000000000138e-02,7.134593999999999658e-02,3.160173440473957873e-01
6.247510000000000119e+00,2.947055999999999981e-02,7.134790000000000576e-02,3.161343529961957999e-01
6.249139999999999695e+00,2.982964999999999922e-02,7.134951000000000487e-02,3.162506513853457490e-01
6.250779999999999781e+00,3.019095000000000112e-02,7.135075999999999918e-02,3.163676656067457293e-01
6.252419999999999867e+00,3.055224999999999955e-02,7.135162999999999922e-02,3.164846815665457447e-01
6.253127000000000102e+00,3.070789999999999978e-02,7.135183999999999971e-02,3.165351272431907725e-01
6.254059999999999953e+00,3.134839999999999849e-02,7.135210999999999637e-02,3.166016986358657359e-01
6.255700000000000038e+00,3.247371999999999759e-02,7.135217000000000642e-02,3.167187161454657618e-01
6.257340000000000124e+00,3.359903999999999669e-02,7.135186999999999780e-02,3.168357334582657669e-01
6.258980000000000210e+00,3.472435000000000105e-02,7.135110999999999537e-02,3.169527499018657823e-01
6.260620000000000296e+00,3.584967000000000015e-02,7.134975999999999818e-02,3.170697646152658145e-01
6.262260000000000382e+00,3.697498999999999925e-02,7.134778999999999427e-02,3.171867766062658189e-01
6.263131999999999699e+00,3.757303000000000032e-02,7.134640000000000426e-02,3.172489912731057959e-01
6.263899999999999579e+00,3.850797000000000248e-02,7.134517999999999416e-02,3.173037848398257976e-01
6.265539999999999665e+00,4.050332000000000238e-02,7.134177999999999353e-02,3.174207881470257897e-01
6.267179999999999751e+00,4.249867999999999701e-02,7.133754999999999957e-02,3.175377851976258214e-01
6.268819999999999837e+00,4.449402999999999692e-02,7.133251000000000175e-02,3.176547746468258437e-01
6.270459999999999923e+00,4.648938999999999849e-02,7.132671999999999624e-02,3.177717552154258329e-01
6.272100000000000009e+00,4.848473999999999839e-02,7.132043999999999884e-02,3.178887258866258114e-01
6.273137000000000185e+00,4.974590999999999735e-02,7.131611000000000200e-02,3.179626829378008335e-01
6.273729999999999585e+00,5.083892000000000272e-02,7.131363999999999759e-02,3.180049726586757775e-01
6.275369999999999671e+00,5.385953999999999742e-02,7.130630000000000301e-02,3.181219210094757832e-01
6.277009999999999756e+00,5.688015999999999905e-02,7.129844000000000459e-02,3.182388568962757902e-01
6.278649999999999842e+00,5.990078000000000069e-02,7.129024999999999945e-02,3.183557796220757852e-01
6.280289999999999928e+00,6.292140000000000233e-02,7.128294000000000297e-02,3.184726896378757832e-01
6.281930000000000014e+00,6.594202000000000397e-02,7.127632000000000412e-02,3.185895882310758043e-01
6.283141999999999783e+00,6.817354000000000469e-02,7.127181999999999962e-02,3.186759724039157637e-01
6.283570000000000100e+00,6.928217999999999877e-02,7.127023000000000386e-02,3.187064764026157904e-01
6.285210000000000186e+00,7.352596000000000132e-02,7.126404999999999546e-02,3.188233545122157730e-01
6.286850000000000271e+00,7.776974000000000387e-02,7.125869999999999427e-02,3.189402231672157639e-01
6.288490000000000357e+00,8.201352000000000642e-02,7.125436000000000270e-02,3.190570838764157924e-01
6.290130000000000443e+00,8.625731000000000370e-02,7.124682000000000237e-02,3.191739348440157942e-01
6.291769999999999641e+00,9.050109000000000625e-02,7.123897999999999342e-02,3.192907732000157539e-01
6.293147000000000268e+00,9.406320999999999433e-02,7.123306999999999556e-02,3.193888652064407752e-01
6.293409999999999727e+00,9.497808000000000639e-02,7.123193999999999360e-02,3.194075993552557557e-01
6.295049999999999812e+00,1.006737999999999938e-01,7.122601000000000626e-02,3.195244148742557577e-01
6.296689999999999898e+00,1.063694000000000028e-01,7.122151999999999650e-02,3.196412218488557389e-01
6.298320000000000363e+00,1.120304000000000022e-01,7.121800999999999826e-02,3.197573100658057665e-01
6.299959999999999560e+00,1.177261000000000002e-01,7.121684999999999821e-02,3.198741066510056852e-01
6.301599999999999646e+00,1.234216999999999953e-01,7.121761000000000064e-02,3.199909029082056988e-01
6.303151999999999866e+00,1.288102999999999887e-01,7.122161000000000464e-02,3.201014357429257107e-01
6.303239999999999732e+00,1.292087000000000097e-01,7.122183999999999460e-02,3.201077032547257062e-01
6.304879999999999818e+00,1.365981000000000001e-01,7.122873000000000399e-02,3.202245127221257093e-01
6.306519999999999904e+00,1.439873999999999876e-01,7.123636999999999331e-02,3.203413341041257412e-01
6.308159999999999989e+00,1.513768000000000058e-01,7.124456999999999318e-02,3.204581684749257531e-01
6.309800000000000075e+00,1.587660999999999933e-01,7.125334999999999308e-02,3.205750167693257602e-01
6.311440000000000161e+00,1.661555000000000115e-01,7.126269999999999827e-02,3.206918799303257739e-01
6.313080000000000247e+00,1.735449000000000019e-01,7.127173000000000536e-02,3.208087581629257556e-01
6.313157000000000352e+00,1.738898999999999861e-01,7.127213999999999772e-02,3.208142461019207747e-01
6.314720000000000333e+00,1.827689000000000119e-01,7.128059000000000478e-02,3.209256510604157620e-01
6.316360000000000419e+00,1.920829000000000009e-01,7.128948000000000229e-02,3.210425585178157681e-01
6.317999999999999616e+00,2.013967999999999869e-01,7.129828000000000554e-02,3.211594804810157244e-01
6.319639999999999702e+00,2.107107000000000008e-01,7.130696999999999730e-02,3.212764167860157061e-01
6.321279999999999788e+00,2.200246999999999897e-01,7.131532999999999622e-02,3.213933670720157121e-01
6.322910000000000252e+00,2.292818000000000078e-01,7.132325000000000470e-02,3.215096175147157398e-01
6.323161999999999949e+00,2.307105999999999879e-01,7.132439000000000140e-02,3.215275911173557377e-01
6.324550000000000338e+00,2.403866000000000058e-01,7.133067999999999353e-02,3.216265937359357729e-01
6.326190000000000424e+00,2.518157999999999785e-01,7.133852000000000249e-02,3.217435824799357857e-01
6.327829999999999622e+00,2.632450000000000068e-01,7.134661999999999948e-02,3.218605842947357409e-01
6.329469999999999708e+00,2.746742999999999824e-01,7.135487000000000080e-02,3.219775995165357618e-01
6.331109999999999793e+00,2.861035000000000106e-01,7.136328000000000116e-02,3.220946283995357873e-01
6.332749999999999879e+00,2.975326999999999833e-01,7.137164999999999482e-02,3.222116710421357721e-01
6.333167000000000435e+00,3.004358999999999780e-01,7.137379000000000639e-02,3.222414334663757929e-01
6.334389999999999965e+00,3.106276000000000037e-01,7.138007000000000379e-02,3.223287274517657730e-01
6.336030000000000051e+00,3.242897000000000141e-01,7.138859000000000177e-02,3.224457977529657793e-01
6.337670000000000137e+00,3.379517000000000215e-01,7.139793999999999308e-02,3.225628827075657790e-01
6.339310000000000223e+00,3.516137999999999764e-01,7.140800999999999399e-02,3.226799835865657995e-01
6.340950000000000308e+00,3.652758999999999867e-01,7.141814999999999969e-02,3.227971010377658212e-01
6.342590000000000394e+00,3.789378999999999942e-01,7.142848999999999726e-02,3.229142352825658535e-01
6.343172000000000033e+00,3.837828999999999824e-01,7.143520999999999899e-02,3.229558086192658162e-01
6.344229999999999592e+00,3.940480000000000094e-01,7.144741999999999760e-02,3.230313935305357820e-01
6.345869999999999678e+00,4.099536999999999765e-01,7.147987000000000091e-02,3.231485939083357795e-01
6.347500000000000142e+00,4.257623999999999853e-01,7.152590999999999810e-02,3.232651436190357996e-01
6.349140000000000228e+00,4.416681000000000079e-01,7.157718000000000413e-02,3.233824881528358230e-01
6.350780000000000314e+00,4.575737000000000276e-01,7.162770000000000248e-02,3.234999161544358515e-01
6.352420000000000400e+00,4.734793999999999947e-01,7.167867999999999462e-02,3.236174273860358830e-01
6.353176999999999630e+00,4.808173000000000030e-01,7.170300999999999758e-02,3.236716973557008381e-01
6.354059999999999597e+00,4.905257000000000089e-01,7.173142000000000407e-02,3.237350236565458284e-01
6.355699999999999683e+00,5.085488000000000230e-01,7.178629000000000260e-02,3.238527081787458406e-01
6.357339999999999769e+00,5.265718999999999816e-01,7.184329000000000409e-02,3.239704844343458401e-01
6.358979999999999855e+00,5.445950000000000513e-01,7.189798000000000022e-02,3.240883522757458390e-01
6.360619999999999941e+00,5.626181000000000099e-01,7.194193999999999589e-02,3.242063010101458587e-01
6.362260000000000026e+00,5.806411999999999685e-01,7.197739999999999694e-02,3.243243148689458621e-01
6.363182000000000116e+00,5.907691999999999943e-01,7.199793000000000165e-02,3.243906874960758580e-01
6.363900000000000112e+00,5.994669000000000247e-01,7.201393000000000377e-02,3.244423877538158418e-01
6.365540000000000198e+00,6.193220999999999865e-01,7.205226000000000686e-02,3.245605220296158278e-01
6.367180000000000284e+00,6.391772000000000009e-01,7.209176000000000473e-02,3.246787201260158406e-01
6.368820000000000370e+00,6.590323999999999627e-01,7.213199000000000694e-02,3.247969836010158318e-01
6.370459999999999567e+00,6.788876000000000355e-01,7.217297999999999769e-02,3.249153136764157956e-01
6.372090000000000032e+00,6.986217000000000121e-01,7.221471000000000140e-02,3.250329896437658128e-01
6.373186999999999713e+00,7.118980000000000308e-01,7.224287999999999543e-02,3.251122246318807751e-01
6.373730000000000118e+00,7.189335000000000031e-01,7.225684999999999747e-02,3.251514563085757814e-01
6.375370000000000203e+00,7.401666999999999552e-01,7.229502999999999624e-02,3.252699888501757730e-01
6.377010000000000289e+00,7.613999000000000184e-01,7.232721999999999762e-02,3.253885790951757673e-01
6.378650000000000375e+00,7.826330999999999705e-01,7.235344000000000497e-02,3.255072172363757677e-01
6.380289999999999573e+00,8.038663000000000336e-01,7.237369999999999914e-02,3.256258934911757108e-01
6.381929999999999659e+00,8.250994999999999857e-01,7.238799999999999402e-02,3.257445980851756961e-01
6.383192000000000199e+00,8.414334999999999454e-01,7.239437999999999429e-02,3.258359557669557316e-01
6.383569999999999744e+00,8.465086000000000555e-01,7.239629999999999677e-02,3.258633212054756756e-01
6.385209999999999830e+00,8.685038999999999954e-01,7.239861000000000213e-02,3.259820530316756559e-01
6.386849999999999916e+00,8.904992999999999936e-01,7.239537000000000055e-02,3.261007840952756531e-01
6.388490000000000002e+00,9.124946999999999919e-01,7.238983000000000223e-02,3.262195079592756786e-01
6.390130000000000088e+00,9.344900000000000428e-01,7.238308000000000242e-02,3.263382217454756651e-01
6.391770000000000174e+00,9.564854000000000411e-01,7.237514000000000447e-02,3.264569234858756830e-01
6.393196999999999797e+00,9.756186000000000025e-01,7.236745999999999457e-02,3.265601973309756323e-01
6.393410000000000259e+00,9.784819999999999629e-01,7.236631000000000313e-02,3.265756114774806540e-01
6.395050000000000345e+00,1.000486999999999904e+00,7.235729999999999940e-02,3.266942848376806485e-01
6.396679999999999922e+00,1.022358000000000100e+00,7.234844999999999471e-02,3.268122200239306219e-01
6.398320000000000007e+00,1.044362999999999930e+00,7.234052000000000537e-02,3.269308649793306043e-01
6.399960000000000093e+00,1.066367999999999983e+00,7.233380000000000365e-02,3.270494979217306031e-01
6.401600000000000179e+00,1.088373000000000035e+00,7.232829999999999815e-02,3.271681208437305921e-01
6.403202000000000282e+00,1.109863000000000044e+00,7.232391999999999987e-02,3.272839872719506271e-01
6.403240000000000265e+00,1.110359000000000096e+00,7.232381000000000226e-02,3.272867355788206534e-01
6.404880000000000351e+00,1.131528000000000089e+00,7.231671000000000626e-02,3.274053408052206571e-01
6.406520000000000437e+00,1.152697000000000083e+00,7.231234000000000273e-02,3.275239366262206464e-01
6.408159999999999634e+00,1.173866000000000076e+00,7.231229000000000129e-02,3.276425288228205779e-01
6.409799999999999720e+00,1.195035000000000069e+00,7.231327999999999367e-02,3.277611217902205998e-01
6.411439999999999806e+00,1.216204999999999981e+00,7.231487000000000331e-02,3.278797168732205947e-01
6.413079999999999892e+00,1.237373999999999974e+00,7.231637999999999955e-02,3.279983144982205889e-01
6.413206999999999880e+00,1.239008000000000109e+00,7.231648999999999716e-02,3.280074986854655816e-01
6.414719999999999978e+00,1.256958999999999937e+00,7.231782000000000488e-02,3.281169145409805754e-01
6.416360000000000063e+00,1.276410999999999962e+00,7.231912000000000063e-02,3.282355168317805938e-01
6.418000000000000149e+00,1.295863999999999905e+00,7.232020000000000115e-02,3.283541210741806049e-01
6.419640000000000235e+00,1.315317000000000069e+00,7.232106000000000645e-02,3.284727269073806077e-01
6.421269999999999811e+00,1.334651000000000032e+00,7.232173999999999547e-02,3.285906107893805661e-01
6.422909999999999897e+00,1.354103000000000057e+00,7.231722000000000150e-02,3.287092147365805461e-01
6.423212000000000366e+00,1.357680999999999916e+00,7.231627000000000194e-02,3.287310543935705875e-01
6.424549999999999983e+00,1.371463000000000099e+00,7.231205000000000271e-02,3.288278107396505612e-01
6.426190000000000069e+00,1.388350999999999891e+00,7.230617000000000294e-02,3.289463976800505729e-01
6.427830000000000155e+00,1.405238999999999905e+00,7.229960000000000553e-02,3.290649744114506059e-01
6.429470000000000240e+00,1.422126999999999919e+00,7.229285000000000572e-02,3.291835402204505989e-01
6.431110000000000326e+00,1.439014000000000015e+00,7.228640999999999539e-02,3.293020952136506141e-01
6.432750000000000412e+00,1.455902000000000029e+00,7.228017000000000469e-02,3.294206398092506261e-01
6.433216999999999963e+00,1.460706999999999978e+00,7.227848000000000606e-02,3.294543942540256176e-01
6.434389999999999610e+00,1.470420999999999978e+00,7.227421000000000539e-02,3.295391744067105999e-01
6.436029999999999696e+00,1.483997999999999928e+00,7.226855000000000084e-02,3.296576994699105811e-01
6.437669999999999781e+00,1.497575000000000101e+00,7.226314999999999822e-02,3.297762154639105603e-01
6.439309999999999867e+00,1.511150999999999911e+00,7.225797000000000470e-02,3.298947227823105788e-01
6.440949999999999953e+00,1.524728000000000083e+00,7.225310999999999539e-02,3.300132218679106000e-01
6.442590000000000039e+00,1.538305000000000033e+00,7.224867999999999568e-02,3.301317133357106193e-01
6.443221999999999561e+00,1.543533999999999962e+00,7.224714999999999610e-02,3.301773740179905769e-01
6.444230000000000125e+00,1.549487000000000059e+00,7.224471999999999838e-02,3.302501979204706117e-01
6.445859999999999701e+00,1.559110999999999914e+00,7.224121999999999488e-02,3.303679539615705929e-01
6.447499999999999787e+00,1.568794000000000022e+00,7.223823999999999523e-02,3.304864271187705760e-01
6.449139999999999873e+00,1.578475999999999990e+00,7.223575000000000135e-02,3.306048957905705632e-01
6.450779999999999959e+00,1.588159000000000098e+00,7.223369999999999791e-02,3.307233607395705932e-01
6.452420000000000044e+00,1.597841999999999985e+00,7.223245000000000360e-02,3.308418229825705881e-01
6.453227000000000046e+00,1.602603999999999917e+00,7.224634000000000611e-02,3.309001201743355658e-01
6.454060000000000130e+00,1.605356999999999923e+00,7.226069000000000242e-02,3.309603073523305627e-01
6.455700000000000216e+00,1.610773000000000010e+00,7.232416999999999319e-02,3.310788669375305804e-01
6.457340000000000302e+00,1.616190000000000015e+00,7.239971000000000600e-02,3.311975405191305843e-01
6.458980000000000388e+00,1.621607000000000021e+00,7.247032999999999947e-02,3.313163339519306083e-01
6.460619999999999585e+00,1.627024000000000026e+00,7.253930000000000100e-02,3.314352418485305707e-01
6.462259999999999671e+00,1.632441000000000031e+00,7.261046000000000167e-02,3.315542646517306014e-01
6.463231999999999644e+00,1.635650000000000048e+00,7.265744999999999842e-02,3.316248648559905754e-01
6.463899999999999757e+00,1.636063999999999963e+00,7.268977000000000077e-02,3.316734108274705939e-01
6.465539999999999843e+00,1.637081000000000008e+00,7.277757999999999450e-02,3.317926940544705938e-01
6.467179999999999929e+00,1.638096999999999914e+00,7.286552000000000306e-02,3.319121213964705830e-01
6.468820000000000014e+00,1.639113999999999960e+00,7.294251999999999680e-02,3.320316839892705763e-01
6.470449999999999591e+00,1.640123999999999915e+00,7.300837999999999772e-02,3.321506339727705592e-01
6.472089999999999677e+00,1.641140999999999961e+00,7.307632999999999490e-02,3.322704234349705410e-01
6.473237000000000130e+00,1.641852000000000089e+00,7.313097999999999821e-02,3.323542733272555894e-01
6.473729999999999762e+00,1.640865999999999936e+00,7.315449999999999731e-02,3.323903326980755524e-01
6.475369999999999848e+00,1.637586999999999904e+00,7.323752999999999513e-02,3.325103741626755371e-01
6.477009999999999934e+00,1.634309000000000012e+00,7.332249000000000405e-02,3.326305533790755442e-01
6.478650000000000020e+00,1.631030999999999898e+00,7.340956999999999344e-02,3.327508736682755486e-01
6.480290000000000106e+00,1.627753000000000005e+00,7.349856999999999918e-02,3.328713383430755290e-01
6.481930000000000192e+00,1.624474999999999891e+00,7.358947000000000405e-02,3.329919505358755472e-01
6.483241999999999727e+00,1.621852999999999989e+00,7.366301000000000099e-02,3.330885481627555156e-01
6.483570000000000277e+00,1.620401999999999898e+00,7.368141999999999747e-02,3.331127126492755552e-01
6.485210000000000363e+00,1.613153000000000059e+00,7.376066000000000566e-02,3.332336151548755399e-01
6.486849999999999561e+00,1.605903999999999998e+00,7.382118999999999487e-02,3.333546322718755062e-01
6.488489999999999647e+00,1.598654999999999937e+00,7.386294000000000193e-02,3.334757332584755152e-01
6.490129999999999733e+00,1.591406000000000098e+00,7.388598999999999861e-02,3.335968873810755131e-01
6.491769999999999818e+00,1.584157999999999955e+00,7.389065000000000216e-02,3.337180642258755214e-01
6.493247000000000213e+00,1.577631000000000006e+00,7.387844999999999829e-02,3.338271917062255456e-01
6.493409999999999904e+00,1.576562999999999937e+00,7.387710000000000110e-02,3.338392337835505153e-01
6.495040000000000369e+00,1.565911000000000053e+00,7.384714000000000556e-02,3.339596290391505518e-01
6.496679999999999566e+00,1.555193999999999965e+00,7.380288000000000126e-02,3.340807020555505158e-01
6.498319999999999652e+00,1.544475999999999960e+00,7.375458999999999488e-02,3.342016991809504955e-01
6.499959999999999738e+00,1.533759000000000094e+00,7.370458000000000565e-02,3.343226157003504895e-01
6.501599999999999824e+00,1.523041000000000089e+00,7.365283999999999720e-02,3.344434487847505189e-01
6.503239999999999910e+00,1.512324000000000002e+00,7.359938000000000591e-02,3.345641956051505495e-01
6.503251999999999811e+00,1.512248000000000037e+00,7.359899000000000302e-02,3.345650787953705629e-01
6.504879999999999995e+00,1.498783999999999894e+00,7.354433999999999971e-02,3.346848534659905838e-01
6.506520000000000081e+00,1.485222999999999960e+00,7.348786000000000207e-02,3.348054198699905726e-01
6.508160000000000167e+00,1.471662000000000026e+00,7.342986999999999431e-02,3.349258924085905531e-01
6.509800000000000253e+00,1.458102000000000009e+00,7.336914999999999409e-02,3.350462676049905664e-01
6.511440000000000339e+00,1.444541000000000075e+00,7.330366000000000659e-02,3.351665393091905476e-01
6.513080000000000425e+00,1.430981000000000058e+00,7.323288000000000020e-02,3.352866992719905626e-01
6.513257000000000296e+00,1.429519999999999902e+00,7.322470000000000367e-02,3.352996607678205288e-01
6.514719999999999622e+00,1.415497999999999923e+00,7.315691000000000555e-02,3.354067389155354628e-01
6.516359999999999708e+00,1.399783999999999917e+00,7.307508999999999533e-02,3.355266491555354835e-01
6.517999999999999794e+00,1.384069999999999911e+00,7.298770000000000258e-02,3.356464206433354969e-01
6.519630000000000258e+00,1.368451000000000084e+00,7.289623000000000630e-02,3.357653160462855113e-01
6.521270000000000344e+00,1.352737000000000078e+00,7.282394000000000367e-02,3.358848065856855358e-01
6.522910000000000430e+00,1.337021999999999933e+00,7.279974000000000167e-02,3.360042180032855597e-01
6.523261999999999894e+00,1.333652999999999977e+00,7.280615000000000003e-02,3.360298446399255234e-01
6.524549999999999628e+00,1.320162999999999975e+00,7.282963000000000631e-02,3.361236340822454927e-01
