delta_over_Delta0,r_over_ell0,a_over_kBTc,q_delta_ell0,force_dimensionless,energy_excess_density,current_moment_dimensionless
0.1,0.003178099729099145,0.005605757959898071,0.3174871463019185,0.013157921533377331,6.407054521092853,0.015531854654576715
0.1,0.0032091279132803905,0.0056604873003436446,0.3205804236707568,0.013473725454620217,6.407052414308903,0.01568349451777302
0.1,0.0032404590294951344,0.005715750959108864,0.32370371238705425,0.013795129718324813,6.407050273903293,0.015836614887745213
0.1,0.0032720960353066126,0.005771554152483043,0.3268572998873019,0.014122171941073557,6.407048099412773,0.015991230219664577
0.1,0.0033040419171531197,0.005827902147673107,0.3300414762502415,0.014454887695479443,6.407045890368263,0.016147355109821585
0.1,0.0033362996906299304,0.005884800263300436,0.333256534217844,0.014793310423478413,6.407043646294701,0.01630500429700104
0.1,0.0033688724007739424,0.005942253869902502,0.3365027692163495,0.01513747133989181,6.407041366710919,0.016464192663870305
0.1,0.0034017631223511318,0.006000268390439454,0.33978047937737066,0.015487399347929417,6.407039051129451,0.016624935238381103
0.1,0.0034349749601467945,0.006058849300805599,0.3430899655590511,0.015843120943836338,6.4070366990563885,0.0167872471951846
0.1,0.0034685110492586437,0.006118002130345908,0.34643153136727745,0.0162046601230674,6.407034309991187,0.0169511438570602
0.1,0.003502374555392732,0.006177732462377498,0.3498054831769407,0.01657203829054915,6.407031883426492,0.017116640696357998
0.1,0.003536568675162296,0.0062380459347162465,0.35321213015324127,0.016945274163837835,6.407029418847945,0.01728375333645508
0.1,0.0035710966363895155,0.006298948240208527,0.3566517842730376,0.017324383681462992,6.407026915733967,0.01745249755322585
0.1,0.0036059616984101908,0.006360445127268095,0.3601247603462276,0.017709379907046723,6.407024373555547,0.017622889276526308
0.1,0.0036411671523814276,0.006422542400418242,0.3636313760371644,0.018100272936036752,6.407021791776019,0.017794944591692688
0.1,0.003676716321592306,0.006485245920839207,0.3671719518860974,0.018497069799923063,6.4070191698508125,0.01796867974105433
0.1,0.0037126125617776033,0.00654856160692096,0.3707468113306376,0.018899774370930236,6.40701650722721,0.01814411112546115
0.1,0.0037488592614345418,0.0066124954348212965,0.37435628072723515,0.01930838726740485,6.40701380334408,0.01832125530582547
0.1,0.0037854598421426695,0.006677053439029448,0.378000689372673,0.019722905756809753,6.407011057631611,0.018500129004678848
0.1,0.0038224177588868386,0.006742241712935128,0.381680369525563,0.02014332366341017,6.4070082695109924,0.018680749107743557
0.1,0.0038597365003833605,0.006808066409403173,0.385395656427844,0.020569631268534554,6.407005438394146,0.018863132665519172
0.1,0.0038974195894093087,0.006874533741353709,0.3891468883262711,0.02100181521753752,6.4070025636833865,0.01904729689488417
0.1,0.003935470583135067,0.006941649982348025,0.3929344064938941,0.021439858423478213,6.406999644771089,0.019233259180712798
0.1,0.003973893073460132,0.007009421467180169,0.3967585552515188,0.021883739971448983,6.406996681039344,0.019421037077507496
0.1,0.0040126906873521485,0.007077854592474215,0.40061968198913733,0.02233343502239246,6.4069936718595955,0.019610648311046457
0.1,0.004051867087189304,0.007146955817287443,0.4045181371873296,0.02278891471702349,6.40699061659224,0.01980211078004716
0.1,0.0040914259711060386,0.007216731663719344,0.4084542744386245,0.0232501460807311,6.406987514586252,0.019995442557845557
0.1,0.00413137107334215,0.0072871887175265816,0.41242845046881216,0.023717091925862882,6.4069843651787455,0.020190661894091185
0.1,0.004171706164595275,0.007358333628743895,0.4164410251582003,0.024189710758588917,6.40698116769454,0.02038778721645823
0.1,0.0042124350523768395,0.007430173112311091,0.42049236156280756,0.024667956678424568,6.406977921445718,0.020586837132372866
0.1,0.004253561581371493,0.007502713948706155,0.4245828259354876,0.025151779286697457,6.406974625731122,0.02078783043075699
0.1,0.004295089633800008,0.007575962984584453,0.4287127877469663,0.025641123584159795,6.406971279835885,0.020990786083788134
0.1,0.004337023129785767,0.007649927133424225,0.43288261970679437,0.026135929877849934,6.406967883030878,0.02119572324867617
0.1,0.004379366027724801,0.007724613376178329,0.43709269778419946,0.026636133682115374,6.406964434572197,0.021402661269456693
0.1,0.004422122324659468,0.00780002876193237,0.4413434012288305,0.027141665620306343,6.406960933700581,0.021611619678801295
0.1,0.00446529605665574,0.007876180408569149,0.44563511259137945,0.027652451324619548,6.4069573796408275,0.02182261819984462
0.1,0.004508891299184202,0.007953075503439665,0.4499682177440786,0.028168411339417512,6.406953771601163,0.02203567674802875
0.1,0.00455291216750477,0.008030721304040613,0.4543431059010567,0.028689461018693588,6.406950108772619,0.02225081543296483
0.1,0.004597362817055163,0.00810912513869848,0.4587601696385433,0.029215510422537665,6.406946390328359,0.022468054560311968
0.1,0.004642247443843148,0.008188294407260276,0.4632198049149118,0.029746464219053186,6.40694261542297,0.02268741463367371
0.1,0.0046875702848426385,0.008268236581791013,0.46772241109054713,0.03028222157575197,6.4069387831917535,0.022908916356512182
0.1,0.004733335618393664,0.008348959207277984,0.4722683909475305,0.03082267605596109,6.406934892749951,0.023132580634080045
0.1,0.004779547764606211,0.00843046990234183,0.47685815070911997,0.0313677155094227,6.406930943191979,0.023358428575370252
0.1,0.0048262110857680415,0.008512776359954594,0.4814921000590248,0.03191722196581164,6.406926933590587,0.023586481495084015
0.1,0.004873329986756472,0.00859588634816471,0.4861706521604482,0.03247107151934558,6.40692286299602,0.02381676091561674
0.1,0.004920908915454202,0.008679807710829116,0.4908942236748991,0.03302913421765391,6.406918730435125,0.024049288569062598
0.1,0.00496895236316915,0.008764548368352365,0.4956632347807394,0.033591273942521434,6.406914534910434,0.02428408639923709
0.1,0.005017464865058431,0.00885011631843303,0.5004781091914708,0.034157348292346484,6.406910275399188,0.024521176563718463
0.1,0.005066451000556485,0.00893651963681737,0.5053392741737371,0.034727208457569714,6.406905950852362,0.02476058143590788
0.1,0.005115915393807322,0.009023766478060209,0.5102471605650192,0.035300699095586766,6.406901560193594,0.02500232360710796
0.1,0.005165862714101055,0.00911186507629336,0.5152022027910242,0.03587765820013171,6.406897102318139,0.025246425888620815
0.1,0.005216297676314652,0.009200823746001403,0.5202048388827324,0.03645791696698153,6.406892576091716,0.025492911313864535
0.1,0.005267225041357029,0.009290650882805113,0.5252555104931016,0.03704129965648556,6.406887980349358,0.0257418031405094
0.1,0.005318649616618435,0.009381354964252376,0.5303546629133953,0.03762762345064505,6.406883313894182,0.02599312485263283
0.1,0.005370576256424274,0.009472944550616898,0.5355027450891284,0.03821669830371162,6.4068785754961395,0.026246900162894007
0.1,0.00542300986249333,0.009565428285704624,0.5407002096356056,0.03880832679115782,6.406873763890691,0.02650315301472789
0.1,0.005475955384400494,0.00965881489766805,0.5459475128530361,0.039402303949097967,6.406868877777452,0.026761907584558896
0.1,0.005529417820043961,0.00975311319982834,0.5512451147411955,0.03999841711167747,6.406863915818765,0.027023188284034005
0.1,0.005583402216117025,0.00984833209150553,0.5565934790136255,0.04059644573760396,6.40685887663823,0.027287019762275818
0.1,0.005637913668584497,0.009944480558856796,0.5619930731113469,0.041196161235202394,6.40685375881916,0.027553426908155584
0.1,0.005692957323163709,0.010041567675722778,0.5674443682160533,0.04179732677644239,6.4068485609030095,0.027822434852585853
0.1,0.0057485383758102805,0.010139602604482212,0.5729478392627767,0.04239969710529414,6.406843281387687,0.028094068970833334
0.1,0.005804662073208587,0.01023859459691482,0.5785039649519932,0.04300301833790694,6.40683791872587,0.02836835488485186
0.1,0.005861333713267056,0.01033855299507263,0.5841132277611476,0.04360702775621092,6.406832471323182,0.028645318465635526
0.1,0.00591855864561824,0.010439487232159655,0.589776113955566,0.044211453590644656,6.406826937536352,0.028924985835591863
0.1,0.005976342272123826,0.010541406833420225,0.5954931135987394,0.04481601479548086,6.406821315671277,0.029207383370935525
0.1,0.006034690047384543,0.010644321417035862,0.6012647205619442,0.045420420816379585,6.406815603981011,0.029492537704102144
0.1,0.006093607479255088,0.010748240695030947,0.6070914325331781,0.04602437134399582,6.406809800663679,0.029780475726182726
0.1,0.0061531001293640124,0.010853174474187058,0.6129737510253729,0.04662755606345012,6.406803903860302,0.030071224589378154
0.1,0.00621317361363874,0.01095913265696628,0.61891218138387,0.04722965438822199,6.406797911652557,0.030364811709474488
0.1,0.006273833602835714,0.011066125242443478,0.6249072327931157,0.047830335188366255,6.406791822060407,0.0306612647683385
0.1,0.00633508582307566,0.011174162327247512,0.630959418282549,0.04842925650286462,6.406785633039684,0.030960611716433637
0.1,0.0063969360563841445,0.0112832541065117,0.6370692547316547,0.04902606524360632,6.406779342479553,0.031262880775356564
0.1,0.00645939014123736,0.01139341087483343,0.643237262874142,0.04962039688786858,6.406772948199871,0.031568100440394084
0.1,0.006522453973113293,0.011504643027243145,0.6494639673012229,0.0502118751567959,6.406766447948453,0.03187629948310064
0.1,0.006586133505048197,0.011616961060182616,0.6557498964639419,0.05080011168229144,6.406759839398229,0.03218750695389581
0.1,0.006650434748198561,0.01173037557249281,0.6620955826745406,0.051384705662237386,6.406753120144286,0.032501752184682674
0.1,0.0067153637724085636,0.01184489726641131,0.6685015621068051,0.05196524350057165,6.406746287700798,0.032819064791486184
0.1,0.006780926706783012,0.011960536948579339,0.6749683747953615,0.052541298435717684,6.406739339497815,0.03313947467711169
0.1,0.006847129740265934,0.01207730553105862,0.6814965646338853,0.05311243015354673,6.406732272877951,0.03346301203382378
0.1,0.00691397912222478,0.012195214032358053,0.6880866793721817,0.053678184387617976,6.406725085092936,0.03378970734604512
0.1,0.006981481163040381,0.012314273578470399,0.6947392706120982,0.054238092504492984,6.406717773300003,0.03411959139307534
0.1,0.007049642234702579,0.012434495403918874,0.701454893802215,0.054791671073217904,6.406710334558177,0.03445269525182932
0.1,0.007118468771411754,0.012555890852814031,0.7082341082312925,0.0553384214214669,6.406702765824377,0.03478905029959563
0.1,0.007187967270186183,0.01267847137992078,0.7150774770204086,0.055877829174547894,6.406695063949392,0.03512868821681412
0.1,0.007258144291475363,0.012802248551735835,0.7219855671137562,0.05640936377999553,6.406687225673675,0.035471640989873134
0.1,0.007329006459779255,0.012927234047575436,0.7289589492680381,0.056932478015167924,6.406679247622986,0.03581794091392535
0.1,0.007400560464273643,0.013053439660673766,0.7359981980404291,0.057446607479151465,6.406671126303852,0.03616762059572303
0.1,0.007472813059441586,0.013180877299291946,0.7431038917750417,0.057951170067291904,6.406662858098855,0.03652071295647166
0.1,0.007545771065710988,0.01330955898783769,0.7502766125878454,0.05844556542948531,6.406654439261727,0.03687725123470189
0.1,0.007619441370098442,0.013439496867995875,0.7575169463499938,0.05892917441091178,6.406645865912249,0.03723726898915966
0.1,0.007693830926859341,0.013570703199870034,0.7648254826695006,0.05940135847447789,6.4066371340309605,0.03760080010171416
0.1,0.007768946758144361,0.013703190363134906,0.7722028148712127,0.05986145910803224,6.406628239453632,0.037967878780283196
0.1,0.00784479595466229,0.01383697085820004,0.7796495399750123,0.060308797209152776,6.406619177865558,0.03833853956177538
0.1,0.007921385676349391,0.01397205730738475,0.787166258672206,0.06074267245602229,6.406609944795578,0.038712817315049254
0.1,0.0079987231530453,0.014108462456104441,0.7947535753000328,0.0611623626571063,6.406600535609904,0.039090747243888634
0.1,0.008076815685175454,0.014246199174068257,0.8024120978142208,0.061567123082260984,6.406590945505662,0.039472364889993464
0.1,0.008155670644440265,0.014385280456488462,0.8101424377595473,0.06195618577414988,6.406581169504226,0.03985770613598613
0.1,0.00823529547451097,0.01452571942530143,0.817945210238323,0.062328758843179864,6.406571202444232,0.040246807208432614
0.1,0.008315697691732318,0.014667529330400463,0.8258210338767413,0.06268402573791823,6.406561038974368,0.040639704680877624
0.1,0.008396884885832043,0.014810723550880424,0.8337705307890158,0.0630211444991139,6.406550673545846,0.041036435476893285
0.1,0.008478864720637351,0.014955315596294512,0.8417943265392498,0.0633392469929458,6.40654010040458,0.04143703687314091
0.1,0.008561644934798338,0.015101319107923077,0.8498930501009518,0.0636374381215779,6.406529313583085,0.041841546502444885
0.1,0.008645233342518533,0.015248747860054764,0.8580673338141348,0.0639147950160189,6.406518306892009,0.04225000235687815
0.1,0.008729637834292482,0.015397615761279893,0.8663178133399124,0.06417036620490144,6.406507073911378,0.042662442790858277
0.1,0.008814866377650617,0.015547936855796413,0.8746451276125227,0.0644031707644016,6.406495607981462,0.04307890652425338
0.1,0.008900927017911384,0.01569972532472849,0.8830499187887044,0.0646121974450094,6.406483902193305,0.04349943264549749
0.1,0.008987827878940655,0.01585299548745763,0.8915328321943277,0.06479640377684485,6.406471949378876,0.04392406061471329
0.1,0.009075577163918627,0.01600776180296684,0.9000945162682126,0.06495471515230805,6.406459742100838,0.044352830266842454
0.1,0.009164183156114156,0.01616403887119757,0.908735622503042,0.06508602388806826,6.406447272641892,0.04478578181478188
0.1,0.009253654219666719,0.01632184143441992,0.9174568053832886,0.0651891882616535,6.406434532993762,0.04522295585252498
0.1,0.009343998800375895,0.016481184378615794,0.9262587223200497,0.0652630315275896,6.406421514845689,0.045664393358306334
0.1,0.009435225426498665,0.016642082734875573,0.9351420335827193,0.06530634090826029,6.406408209572513,0.04611013569774915
0.1,0.00952734270955447,0.016804551680808213,0.9441074022273938,0.06531786656215863,6.406394608222287,0.04656022462701407
0.1,0.009620359345138064,0.01696860654196477,0.953155494021908,0.06529632052912235,6.406380701503403,0.0470147022959473
0.1,0.009714284113740387,0.017134262793275786,0.9622869773674192,0.06524037564995375,6.406366479771223,0.047473611251227545
0.1,0.009809125881577398,0.0173015360605024,0.9715025232164249,0.06514866446242959,6.406351933014199,0.04793699443950941
0.1,0.009904893601427055,0.017470442121701492,0.9808028049871208,0.06501977807248721,6.406337050839458,0.04840489521056229
0.1,0.01000159631347438,0.017640996908704784,0.9901884984739837,0.06485226500143355,6.406321822457814,0.048877357320402263
0.1,0.010099243146164854,0.017813216508612284,0.9996602817544854,0.06464463000578057,6.4063062366682395,0.049354424934416045
0.1,0.010197843317066102,0.0179871171653,1.0092188350918143,0.06439533287430808,6.40629028184171,0.04983614263047438
0.1,0.010297406133738043,0.018162715280942196,1.0188648408335024,0.06410278719735722,6.406273945904436,0.050322555402033356
0.1,0.010397940994611436,0.018340027417548175,1.0285989833058373,0.06376535911184769,6.406257216320485,0.05081370866122118
0.1,0.010499457389875086,0.01851907029851383,1.0384219487039372,0.06338136601783617,6.406240080073692,0.05130964824190809
0.1,0.010601964902371733,0.018699860810188238,1.048334424977392,0.06294907527141241,6.406222523648935,0.05181042040275812
0.1,0.010705473208502571,0.018882416003454975,1.0583371017113083,0.06246670284793815,6.406204533012666,0.05231607183025826
0.1,0.010809992079140717,0.01906675309532887,1.0684306700026784,0.0619324119816884,6.406186093592713,0.052826649641724586
0.1,0.010915531380553534,0.019252889470567892,1.0786158223319064,0.06134431177480268,6.406167190257329,0.05334220138828109
0.1,0.011022101075334013,0.019440842683300635,1.0888932524293957,0.060700455781717136,6.406147807293452,0.05386277505780929
0.1,0.011129711223341152,0.01963063045866915,1.09926365513703,0.059998840564374656,6.406127928384144,0.05438841907786481
0.1,0.011238371982649606,0.01982227069448772,1.1097277262644447,0.05923740422065988,6.406107536585179,0.0549191823185585
0.1,0.011348093610508618,0.020015781462917485,1.1202861624399365,0.05841402488383945,6.40608661430079,0.05545511409539878
0.1,0.011458886464310196,0.02021118101215689,1.130939660955858,0.0575265191954034,6.406065143258461,0.05599626417209068
0.1,0.011570761002566873,0.02040848776814853,1.1416889196083828,0.05657264074831467,6.406043104482836,0.056542682763289484
0.1,0.011683727785898932,0.02060772033630218,1.1525346365314684,0.05555007850297132,6.406020478268624,0.05709442053730414
0.1,0.011797797478031348,0.02080889750323436,1.1634775100248869,0.05445645517445038,6.405997244152517,0.057651528618746756
0.1,0.01191298084680033,0.021012038238524367,1.1745182383761543,0.053289325590572555,6.405973380884101,0.058214058591123705
0.1,0.012029288765169836,0.02121716169648724,1.185657519676225,0.052046175023114,6.4059488663956365,0.05878206249936468
0.1,0.012146732212257911,0.02142428721796352,1.196896051628775,0.050724417488545115,6.405923677770814,0.05935559285228415
0.1,0.012265322274373136,0.021633434332126184,1.2082345313529337,0.04932139402224758,6.405897791212294,0.0599347026249714
0.1,0.012385070146061071,0.02184462275830464,1.2196736551792784,0.04783437092328059,6.405871182008112,0.06051944526110294
0.1,0.01250598713116102,0.022057872407826216,1.2312141184389496,0.046260537969787796,6.40584382449687,0.061109874675173294
0.1,0.012628084643873116,0.02227320338587526,1.2428566152457148,0.04459700660924343,6.4058156920316325,0.0617060452546379
0.1,0.012751374209835718,0.022490635993369666,1.2546018382707893,0.042840808117378136,6.405786756942558,0.06230801186196205
0.1,0.01287586746721344,0.022710190728855533,1.2664504785102781,0.04098889173153518,6.405756990498192,0.06291582983657097
0.1,0.01300157616779574,0.02293188829041964,1.2784032250450306,0.03903812275565169,6.40572636286533,0.06352955499669348
0.1,0.013128512178106296,0.023155749577620285,1.2904607647927557,0.03698528063816246,6.405694843067507,0.06414924364109376
0.1,0.013256687480523102,0.023381795693436194,1.302623782252193,0.03482705702320516,6.405662398941979,0.06477495255068311
0.1,0.013386114174409602,0.023610047946234145,1.3148929592391778,0.03256005377519681,6.405628997095197,0.06540673899000563
0.1,0.013516804477256877,0.023840527851755278,1.3272689746144188,0.03018078097780852,6.405594602856702,0.06604466070859027
0.1,0.013648770725836855,0.024073257135119982,1.339752504002765,0.02768565490763586,6.40555918023141,0.06668877594215983
0.1,0.01378202537736692,0.024308257732852036,1.352344219503822,0.02507099598277536,6.405522691850219,0.06733914341369096
0.1,0.013916581010685816,0.02454555179492181,1.3650447893936941,0.022333026687659255,6.405485098918915,0.06799582233431523
0.1,0.014052450327441093,0.024785161686808884,1.3778548778176698,0.0194678694751622,6.405446361165273,0.06865887240405269
0.1,0.014189646153288034,0.02502710999158395,1.3907751444736447,0.016471544644827148,6.405406436784363,0.06932835381236806
0.1,0.014328181439100406,0.025271419512010646,1.4038062442861046,0.01333996820144269,6.405365282381953,0.07000432723854126
0.1,0.014468069262192958,0.025518113272667117,1.416948827070456,0.010068949692210602,6.40532285291599,0.07068685385184076
0.1,0.014609322827555943,0.02576721452208769,1.430203537187505,0.006654190024422892,6.405279101636064,0.07137599531149
0.1,0.014751955469101533,0.026018746734924544,1.4435710131878814,0.0030912792656655613,6.405233980020844,0.07207181376641515
0.1,0.014895980650922546,0.026272733614129972,1.457051887446211,-0.0006243055729619751,6.405187437713368,0.0727743718547638
0.1,0.015041411968563468,0.026529199093159178,1.4706467857848344,-0.004497202769325068,6.405139422454195,0.07348373270318202
0.1,0.015188263150303735,0.02678816733819361,1.4843563270868454,-0.008532168135884158,6.405089880012281,0.07419995992583699
0.1,0.015336548058453702,0.02704966275038544,1.498181122898278,-0.012734077278266226,6.405038754113585,0.07492311762317341
0.1,0.015486280690663174,0.027313709968122966,1.512121777019199,-0.01710792786396574,6.404985986367294,0.0756532703803891
0.1,0.015637475181242807,0.027580333869317488,1.5261788850835316,-0.021658841898528666,6.4049315161896105,0.0763904832656168
0.1,0.015790145802498247,0.02784955957371134,1.5403530341273732,-0.02639206801018759,6.404875280725066,0.07713482182779637
0.1,0.015944306966077442,0.02812141244520779,1.55464480214562,-0.03131298373714825,6.404817214765236,0.07788635209422366
0.1,0.016099973224331095,0.02839591809422283,1.569054757636696,-0.036427097817534254,6.404757250664871,0.07864514056775986
0.1,0.016257159271686295,0.028673102380058674,1.5835834591351476,-0.041740052478262485,6.4046953182552455,0.0794112542236838
0.1,0.016415879946033655,0.02895299141329971,1.5982314547319367,-0.04725762572229862,6.404631344754823,0.0801847605061722
0.1,0.01657615023012796,0.029235611558230772,1.6129992815822078,-0.05298573360775166,6.404565254677006,0.080965727324389
0.1,0.016737985253002543,0.029520989435278037,1.6278874654003326,-0.05893043252007808,6.404496969735005,0.08175422304816592
0.1,0.016901400291397327,0.029809151923472468,1.6428965199420087,-0.06509792143142806,6.404426408743695,0.0825503165032543
0.1,0.017066410771200975,0.0301001261629365,1.6580269464732589,-0.07149454414494158,6.4043534875184305,0.08335407696613038
0.1,0.017233032268907003,0.030393939557393664,1.6732792332260846,-0.07812679152001115,6.404278118770702,0.08416557415833177
0.1,0.01740128051308423,0.030690619776701768,1.6886538548406196,-0.08500130367544884,6.404200212000589,0.08498487824030512
0.1,0.017571171385861405,0.030990194759409284,1.704151271793556,-0.09212487216596046,6.404119673385912,0.08581205980474195
0.1,0.01774272092442648,0.03129269271533575,1.7197719298126897,-0.09950444212885806,6.404036405668064,0.0866471898693809
0.1,0.01791594532254052,0.03159814212817606,1.7355162592773807,-0.10714711439486391,6.40395030803432,0.0874903398692525
0.1,0.018090860932066265,0.03190657175812869,1.7513846746047566,-0.11506014756100766,6.403861275996736,0.08834158164834144
0.1,0.01826748426451173,0.0322180106445484,1.7673775736214812,-0.12325096001858626,6.403769201267361,0.08920098745064174
0.1,0.018445831992588826,0.03253248810862341,1.7834953369209297,-0.13172713193227947,6.403673971629857,0.09006862991057882
0.1,0.018625920951787302,0.03285003375607738,1.7997383272056007,-0.14049640716532846,6.403575470807324,0.09094458204277074
0.1,0.01880776814196382,0.03317067747989606,1.8161068886146086,-0.1495666951449462,6.403473578326354,0.09182891723110102
0.1,0.0189913907289468,0.033494449463079286,1.8326013460361101,-0.15894607266197724,6.403368169377161,0.09272170921707419
0.1,0.019176806046156746,0.03382138018141812,1.8492220044045278,-0.16864278559980292,6.403259114669769,0.09362303208742404
0.1,0.019364031596242583,0.03415150040629779,1.8659691479824445,-0.17866525058502847,6.403146280286175,0.09453296026094472
0.1,0.01955308505273372,0.03448484120752589,1.8828430396270184,-0.1890220565540377,6.403029527528363,0.09545156847451051
0.1,0.019743984261708435,0.03482143395618684,1.8998439200408375,-0.19972196622902366,6.402908712762203,0.09637893176825431
0.1,0.01993674724347856,0.035161310327522524,1.9169720070071041,-0.2107739174957218,6.402783687257061,0.09731512546986955
0.1,0.02013139219429041,0.035504502303838836,1.9342274946090294,-0.2221870246759956,6.402654297021141,0.09826022517799993
0.1,0.020327937488042555,0.0358510421774392,1.9516105524334053,-0.2339705796865558,6.402520382632406,0.09921430674468308
0.1,0.0205264016780202,0.03620096255358456,1.9691213247582497,-0.2461340530778837,6.40238177906513,0.10017744625680947
0.1,0.020726803498646654,0.036554296353480537,1.986759929724493,-0.2586870949430855,6.402238315511906,0.10114972001655961
0.1,0.020929161867251675,0.036911076817291326,2.004526458491644,-0.2716395356889597,6.402089815201142,0.10213120452077912
0.1,0.021133495885857275,0.03727133750718137,2.0224209743774466,-0.2850013866606585,6.401936095209939,0.10312197643925296
0.1,0.021339824842980946,0.037635112310384446,2.040443511981495,-0.2987828406105055,6.4017769662723545,0.10412211259183717
0.1,0.021548168215456322,0.03800243544230032,2.058594076292816,-0.31299427200068397,6.40161223258293,0.10513168992440425
0.1,0.021758545670271825,0.038373341449619645,2.0768726417814616,-0.32764623713186475,6.4014416915955445,0.10615078548356081
0.1,0.021970977066427103,0.03874786521347679,2.0952791514741533,-0.34274947408547146,6.401265133817463,0.10717947639009136
0.1,0.022185482456807768,0.0391260419526314,2.1138135160140488,-0.3583149024703234,6.40108234259861,0.10821783981108386
0.1,0.02240208209007819,0.03950790722667798,2.132475612704698,-0.37435362296355784,6.400893093916034,0.10926595293068782
0.1,0.022620796412592997,0.03989349693928479,2.1512652845383378,-0.3908769166321143,6.4006971561535195,0.11032389291946047
0.1,0.022841646070327102,0.04028284734146151,2.1701823392086386,-0.4078962440271841,6.400494289876383,0.11139173690224943
0.1,0.02306465191082472,0.04067599503485617,2.189226548108053,-0.4254232440358063,6.400284247601382,0.1124695619245628
0.1,0.023289834985167176,0.04107297697508134,2.2083976453099656,-0.4434697324811471,6.40006677356182,0.11355744491737534
0.1,0.023517216549960116,0.041473830475070014,2.227695326535857,-0.46204770045662824,6.399841603467788,0.11465546266031919
0.1,0.02374681806934016,0.04187859320846162,2.2471192481077287,-0.48116931238249283,6.399608464261619,0.11576369174320665
0.1,0.023978661217000905,0.04228730321301741,2.266669025886016,-0.5008469037715644,6.399367073868538,0.11688220852582805
0.1,0.024212767878238933,0.042699998894066594,2.28634423419335,-0.521092978691144,6.399117140942586,0.11801108909597408
0.1,0.024449160152019686,0.04311671902798273,2.3061444047244684,-0.5419202069067479,6.398858364607842,0.11915040922562375
0.1,0.024687860353063647,0.043537502765690884,2.326069025442636,-0.5633414206954837,6.398590434195029,0.1203002443252429
0.1,0.02492889101395261,0.04396238963620517,2.3461175394629756,-0.5853696113139026,6.398313028973537,0.121460669396134
0.1,0.025172274887256797,0.044391419550197896,2.366289343923178,-0.6080179251055604,6.398025817879004,0.12263175898078234
0.1,0.02541803494768266,0.0448246328035997,2.386583788842024,-0.6312996592362969,6.397728459236499,0.12381358711113688
0.1,0.025666194394241525,0.045262070081230905,2.407000175966239,-0.6552282570391762,6.397420600479453,0.12500622725476776
0.1,0.025916776652439574,0.04570377246046488,2.427537757606259,-0.6798173029577,6.397101877864463,0.12620975225884093
0.1,0.0261698053764891,0.04614978141492289,2.4481957354614656,-0.7050805170697103,6.396771916182093,0.1274242342918489
0.1,0.02642530445154151,0.046600138818201346,2.468973259435562,-0.7310317491782081,6.396430328463842,0.12864974478303823
0.1,0.026683297995941838,0.0470548869476308,2.489869426442729,-0.757684972453583,6.396076715685463,0.1298863543594716
0.1,0.026943810363505558,0.04751406848806766,2.5108832792053297,-0.7850542766123647,6.395710666466809,0.13113413278066482
0.1,0.027206866145817455,0.04797772653571841,2.5320138050439116,-0.8131538606161449,6.39533175676842,0.1323931488707376
0.1,0.02747249017455311,0.0484459046019968,2.5532599346603457,-0.8419980248770275,6.394939549585111,0.1336634704480183
0.1,0.02774070752382277,0.04891864661741349,2.574620540914936,-0.8716011629523566,6.3945335946367425,0.13494516425203984
0.1,0.028011543512538335,0.04939599693549935,2.596094437598477,-0.9019777527157371,6.394113428056544,0.13623829586786995
0.1,0.028285023706803504,0.04987800033676205,2.617680378200205,-0.9331423469871954,6.393678572077178,0.1375429296477156
0.1,0.028561173922326936,0.050364702032675755,2.6393770546726603,-0.9651095636088363,6.393228534714957,0.13885912862974126
0.1,0.028840020226859314,0.05085614766970496,2.6611830961945726,-0.9978940749511951,6.392762809452474,0.1401869544540463
0.1,0.029121588942653986,0.05135238333336191,2.6830970679328976,-1.0315105968350438,6.392280874920063,0.14152646727574333
0.1,0.02940590664895184,0.05185345555229834,2.7051174698052045,-1.065973876855845,6.391782194576461,0.14287772567508378
0.1,0.029693000184490108,0.05235941130243095,2.7272427352436615,-1.101298682095381,6.391266216389079,0.14424078656457537
0.1,0.029982896650035975,0.05287029801110168,2.7494712299619546,-1.1374997862088545,6.390732372514334,0.14561570509304253
0.1,0.030275623410944884,0.053386163561272446,2.7718012507265106,-1.174591955873758,6.39018007897851,0.14700253454657858
0.1,0.03057120809974356,0.053907056295754235,2.7942310241334476,-1.2125899365881685,6.389608735359647,0.14840132624634245
0.1,0.030869678618738575,0.054433025021471466,2.8167587053927825,-1.2515084378073107,6.389017724470985,0.14981212944315625
0.1,0.03117106314265016,0.05496411901376102,2.8393823771214364,-1.2913621174068253,6.388406412046514,0.15123499120886155
0.1,0.03147539012127196,0.05550038802070676,2.862100048146686,-1.3321655654632838,6.387774146429222,0.1526699563243959
0.1,0.03178268828215639,0.05604188226750882,2.884909652321731,-1.3739332873418793,6.387120258262684,0.15411706716455353
0.1,0.03209298663332661,0.05658865246088882,2.90780904735517,-1.4166796860834052,6.386444060186586,0.15557636357940155
0.1,0.032406314466014656,0.05714074979353021,2.930796013656167,-1.4604190440829665,6.385744846536948,0.15704788277232096
0.1,0.03272270135742665,0.05769822594855485,2.9538682531972538,-1.5051655040541851,6.385021893051681,0.15853165917465378
0.1,0.03304217717353455,0.058261133104034635,2.977023388396659,-1.5509330492734796,6.384274456582293,0.16002772431693482
0.1,0.033364772071895525,0.058829523937539596,3.0002589610222326,-1.5977354831015436,6.383501774812504,0.16153610669669785
